t              SphericalCavity.fdtd_Point probe_Ey_50_25_50.dat
   0.30301825208745026E-007  -0.226540578E-005
   0.30320313204601490E-007   0.359727437E-005
   0.30338801200457954E-007   0.954839197E-005
   0.30357289196314419E-007   0.152686753E-004
   0.30375777192170883E-007   0.205321030E-004
   0.30394265188027347E-007   0.252439913E-004
   0.30412753183883812E-007   0.293304984E-004
   0.30431241179740276E-007   0.326564623E-004
   0.30449729175596740E-007   0.350965383E-004
   0.30468217171453205E-007   0.366632630E-004
   0.30486705167309669E-007   0.375060008E-004
   0.30505193163166133E-007   0.377620854E-004
   0.30523681159022598E-007   0.374448282E-004
   0.30542169154879062E-007   0.364941370E-004
   0.30560657150735526E-007   0.348889007E-004
   0.30579145146591991E-007   0.326812042E-004
   0.30597633142448455E-007   0.299688018E-004
   0.30616121138304919E-007   0.268743279E-004
   0.30634609134161384E-007   0.235188236E-004
   0.30653097130017848E-007   0.199816550E-004
   0.30671585125874312E-007   0.163126570E-004
   0.30690073121730777E-007   0.126095238E-004
   0.30708561117587241E-007   0.905290381E-005
   0.30727049113443705E-007   0.582346274E-005
   0.30745537109300169E-007   0.297821771E-005
   0.30764025105156634E-007   0.423137180E-006
   0.30782513101013098E-007  -0.199282454E-005
   0.30801001096869562E-007  -0.436995833E-005
   0.30819489092726027E-007  -0.674161402E-005
   0.30837977088582491E-007  -0.913391068E-005
   0.30856465084438955E-007  -0.115955754E-004
   0.30874953080295420E-007  -0.141412511E-004
   0.30893441076151884E-007  -0.166872233E-004
   0.30911929072008348E-007  -0.191008439E-004
   0.30930417067864813E-007  -0.213308413E-004
   0.30948905063721277E-007  -0.234285380E-004
   0.30967393059577741E-007  -0.254034185E-004
   0.30985881055434206E-007  -0.271381705E-004
   0.31004369051290670E-007  -0.285261303E-004
   0.31022857047147134E-007  -0.296207363E-004
   0.31041345043003599E-007  -0.305444009E-004
   0.31059833038860063E-007  -0.313111705E-004
   0.31078321034716527E-007  -0.318593302E-004
   0.31096809030572992E-007  -0.322073029E-004
   0.31115297026429456E-007  -0.324376379E-004
   0.31133785022285920E-007  -0.325422770E-004
   0.31152273018142385E-007  -0.324077191E-004
   0.31170761013998849E-007  -0.319594801E-004
   0.31189249009855313E-007  -0.312192897E-004
   0.31207737005711778E-007  -0.302021399E-004
   0.31226225001568242E-007  -0.288466781E-004
   0.31244712997424706E-007  -0.270903474E-004
   0.31263200993281171E-007  -0.249546338E-004
   0.31281688989137635E-007  -0.225059484E-004
   0.31300176984994099E-007  -0.197657682E-004
   0.31318664980850563E-007  -0.167031885E-004
   0.31337152976707028E-007  -0.132908935E-004
   0.31355640972563492E-007  -0.952809205E-005
   0.31374128968419956E-007  -0.542771704E-005
   0.31392616964276421E-007  -0.101104342E-005
   0.31411104960132885E-007   0.369964846E-005
   0.31429592955989349E-007   0.868504230E-005
   0.31448080951845814E-007   0.138940486E-004
   0.31466568947702278E-007   0.192169027E-004
   0.31485056943558742E-007   0.245203264E-004
   0.31503544939415207E-007   0.296492908E-004
   0.31522032935271671E-007   0.343321772E-004
   0.31540520931128135E-007   0.381725586E-004
   0.31559008926984600E-007   0.408455198E-004
   0.31577496922841064E-007   0.422438461E-004
   0.31595984918697528E-007   0.423539859E-004
   0.31614472914553993E-007   0.411045075E-004
   0.31632960910410457E-007   0.384724044E-004
   0.31651448906266921E-007   0.346568049E-004
   0.31669936902123386E-007   0.300061984E-004
   0.31688424897979850E-007   0.248099459E-004
   0.31706912893836314E-007   0.192548086E-004
   0.31725400889692779E-007   0.135297341E-004
   0.31743888885549243E-007   0.785294014E-005
   0.31762376881405707E-007   0.240058807E-005
   0.31780864877262172E-007  -0.269904922E-005
   0.31799352873118636E-007  -0.727951101E-005
   0.31817840868975100E-007  -0.111044283E-004
   0.31836328864831565E-007  -0.139475051E-004
   0.31854816860688029E-007  -0.156697224E-004
   0.31873304856544493E-007  -0.162260676E-004
   0.31891792852400958E-007  -0.156704609E-004
   0.31910280848257422E-007  -0.141745968E-004
   0.31928768844113886E-007  -0.119703527E-004
   0.31947256839970350E-007  -0.924199230E-005
   0.31965744835826815E-007  -0.612113763E-005
   0.31984232831683279E-007  -0.278541643E-005
   0.32002720827539743E-007   0.505739763E-006
   0.32021208823396208E-007   0.348294611E-005
   0.32039696819252672E-007   0.594162429E-005
   0.32058184815109136E-007   0.777146943E-005
   0.32076672810965601E-007   0.894011464E-005
   0.32095160806822065E-007   0.941593771E-005
   0.32113648802678529E-007   0.911933603E-005
   0.32132136798534994E-007   0.802379873E-005
   0.32150624794391458E-007   0.627754980E-005
   0.32169112790247922E-007   0.411226938E-005
   0.32187600786104387E-007   0.163895925E-005
   0.32206088781960851E-007  -0.117322270E-005
   0.32224576777817315E-007  -0.434344565E-005
   0.32243064773673780E-007  -0.779531365E-005
   0.32261552769530244E-007  -0.113997594E-004
   0.32280040765386708E-007  -0.150334608E-004
   0.32298528761243173E-007  -0.186123216E-004
   0.32317016757099637E-007  -0.220846996E-004
   0.32335504752956101E-007  -0.253569215E-004
   0.32353992748812566E-007  -0.282461824E-004
   0.32372480744669030E-007  -0.305613466E-004
   0.32390968740525494E-007  -0.321977495E-004
   0.32409456736381959E-007  -0.331081064E-004
   0.32427944732238423E-007  -0.332420313E-004
   0.32446432728094887E-007  -0.325740912E-004
   0.32464920723951352E-007  -0.311488293E-004
   0.32483408719807816E-007  -0.290743938E-004
   0.32501896715664280E-007  -0.265114577E-004
   0.32520384711520745E-007  -0.236409142E-004
   0.32538872707377209E-007  -0.205696742E-004
   0.32557360703233673E-007  -0.172996824E-004
   0.32575848699090137E-007  -0.138498854E-004
   0.32594336694946602E-007  -0.103449865E-004
   0.32612824690803066E-007  -0.691768400E-005
   0.32631312686659530E-007  -0.360367426E-005
   0.32649800682515995E-007  -0.401915258E-006
   0.32668288678372459E-007   0.265041626E-005
   0.32686776674228923E-007   0.553465179E-005
   0.32705264670085388E-007   0.830199315E-005
   0.32723752665941852E-007   0.110087594E-004
   0.32742240661798316E-007   0.136685339E-004
   0.32760728657654781E-007   0.162971428E-004
   0.32779216653511245E-007   0.189204984E-004
   0.32797704649367709E-007   0.215164582E-004
   0.32816192645224174E-007   0.240427453E-004
   0.32834680641080638E-007   0.265387716E-004
   0.32853168636937102E-007   0.290812823E-004
   0.32871656632793567E-007   0.315865327E-004
   0.32890144628650031E-007   0.337560887E-004
   0.32908632624506495E-007   0.352905081E-004
   0.32927120620362960E-007   0.360959966E-004
   0.32945608616219424E-007   0.362370447E-004
   0.32964096612075888E-007   0.357624158E-004
   0.32982584607932353E-007   0.346351662E-004
   0.33001072603788817E-007   0.327652597E-004
   0.33019560599645281E-007   0.300486172E-004
   0.33038048595501746E-007   0.264366317E-004
   0.33056536591358210E-007   0.220417787E-004
   0.33075024587214674E-007   0.171402808E-004
   0.33093512583071139E-007   0.120153964E-004
   0.33112000578927603E-007   0.682370182E-005
   0.33130488574784067E-007   0.164516587E-005
   0.33148976570640531E-007  -0.338151995E-005
   0.33167464566496996E-007  -0.802454451E-005
   0.33185952562353460E-007  -0.120426848E-004
   0.33204440558209924E-007  -0.152639750E-004
   0.33222928554066389E-007  -0.175748501E-004
   0.33241416549922853E-007  -0.188610047E-004
   0.33259904545779317E-007  -0.190104947E-004
   0.33278392541635782E-007  -0.179986982E-004
   0.33296880537492246E-007  -0.159184128E-004
   0.33315368533348710E-007  -0.128789352E-004
   0.33333856529205175E-007  -0.893967172E-005
   0.33352344525061639E-007  -0.422938501E-005
   0.33370832520918103E-007   0.915136752E-006
   0.33389320516774568E-007   0.603281978E-005
   0.33407808512631032E-007   0.107617598E-004
   0.33426296508487496E-007   0.149403731E-004
   0.33444784504343961E-007   0.185378485E-004
   0.33463272500200425E-007   0.215498349E-004
   0.33481760496056889E-007   0.239283472E-004
   0.33500248491913354E-007   0.255583946E-004
   0.33518736487769818E-007   0.263176262E-004
   0.33537224483626282E-007   0.261701189E-004
   0.33555712479482747E-007   0.251586571E-004
   0.33574200475339211E-007   0.232990096E-004
   0.33592688471195675E-007   0.205543274E-004
   0.33611176467052140E-007   0.169621253E-004
   0.33629664462908604E-007   0.127437970E-004
   0.33648152458765068E-007   0.822687616E-005
   0.33666640454621533E-007   0.365879032E-005
   0.33685128450477997E-007  -0.872138116E-006
   0.33703616446334461E-007  -0.534704805E-005
   0.33722104442190926E-007  -0.970127439E-005
   0.33740592438047390E-007  -0.138015084E-004
   0.33759080433903854E-007  -0.174873767E-004
   0.33777568429760318E-007  -0.206205277E-004
   0.33796056425616783E-007  -0.231288650E-004
   0.33814544421473247E-007  -0.250126050E-004
   0.33833032417329711E-007  -0.263013044E-004
   0.33851520413186176E-007  -0.270445453E-004
   0.33870008409042640E-007  -0.273700989E-004
   0.33888496404899104E-007  -0.274854920E-004
   0.33906984400755569E-007  -0.275605125E-004
   0.33925472396612033E-007  -0.276415631E-004
   0.33943960392468497E-007  -0.277016770E-004
   0.33962448388324962E-007  -0.277134404E-004
   0.33980936384181426E-007  -0.276565406E-004
   0.33999424380037890E-007  -0.275239490E-004
   0.34017912375894355E-007  -0.273352307E-004
   0.34036400371750819E-007  -0.270937835E-004
   0.34054888367607283E-007  -0.267576343E-004
   0.34073376363463748E-007  -0.263110742E-004
   0.34091864359320212E-007  -0.258026521E-004
   0.34110352355176676E-007  -0.252155078E-004
   0.34128840351033141E-007  -0.243543200E-004
   0.34147328346889605E-007  -0.229764883E-004
   0.34165816342746069E-007  -0.210123708E-004
   0.34184304338602534E-007  -0.185596964E-004
   0.34202792334458998E-007  -0.156832139E-004
   0.34221280330315462E-007  -0.123306299E-004
   0.34239768326171927E-007  -0.846614512E-005
   0.34258256322028391E-007  -0.419150820E-005
   0.34276744317884855E-007   0.328830083E-006
   0.34295232313741320E-007   0.500839678E-005
   0.34313720309597784E-007   0.981954508E-005
   0.34332208305454248E-007   0.146381126E-004
   0.34350696301310712E-007   0.191839135E-004
   0.34369184297167177E-007   0.231518115E-004
   0.34387672293023641E-007   0.263670172E-004
   0.34406160288880105E-007   0.287950952E-004
   0.34424648284736570E-007   0.304582099E-004
   0.34443136280593034E-007   0.314096324E-004
   0.34461624276449498E-007   0.317766608E-004
   0.34480112272305963E-007   0.317454105E-004
   0.34498600268162427E-007   0.314520257E-004
   0.34517088264018891E-007   0.309220013E-004
   0.34535576259875356E-007   0.301545151E-004
   0.34554064255731820E-007   0.292201075E-004
   0.34572552251588284E-007   0.282105830E-004
   0.34591040247444749E-007   0.271299086E-004
   0.34609528243301213E-007   0.259167373E-004
   0.34628016239157677E-007   0.245545398E-004
   0.34646504235014142E-007   0.230768965E-004
   0.34664992230870606E-007   0.214729735E-004
   0.34683480226727070E-007   0.196583187E-004
   0.34701968222583535E-007   0.175221467E-004
   0.34720456218439999E-007   0.149340185E-004
   0.34738944214296463E-007   0.117368454E-004
   0.34757432210152928E-007   0.783865471E-005
   0.34775920206009392E-007   0.332775880E-005
   0.34794408201865856E-007  -0.157019167E-005
   0.34812896197722321E-007  -0.665838888E-005
   0.34831384193578785E-007  -0.118377247E-004
   0.34849872189435249E-007  -0.170168587E-004
   0.34868360185291714E-007  -0.220300280E-004
   0.34886848181148178E-007  -0.266588650E-004
   0.34905336177004642E-007  -0.306602196E-004
   0.34923824172861107E-007  -0.337463935E-004
   0.34942312168717571E-007  -0.356328273E-004
   0.34960800164574035E-007  -0.361849925E-004
   0.34979288160430499E-007  -0.354665972E-004
   0.34997776156286964E-007  -0.335779332E-004
   0.35016264152143428E-007  -0.305210633E-004
   0.35034752147999892E-007  -0.263294278E-004
   0.35053240143856357E-007  -0.212786399E-004
   0.35071728139712821E-007  -0.158448674E-004
   0.35090216135569285E-007  -0.104700321E-004
   0.35108704131425750E-007  -0.545908506E-005
   0.35127192127282214E-007  -0.105584468E-005
   0.35145680123138678E-007   0.253096164E-005
   0.35164168118995143E-007   0.519999185E-005
   0.35182656114851607E-007   0.696248935E-005
   0.35201144110708071E-007   0.785205248E-005
   0.35219632106564536E-007   0.787586214E-005
   0.35238120102421000E-007   0.704577405E-005
   0.35256608098277464E-007   0.541292820E-005
   0.35275096094133929E-007   0.307981441E-005
   0.35293584089990393E-007   0.203861646E-006
   0.35312072085846857E-007  -0.302344938E-005
   0.35330560081703322E-007  -0.641396946E-005
   0.35349048077559786E-007  -0.979968081E-005
   0.35367536073416250E-007  -0.130227154E-004
   0.35386024069272715E-007  -0.159104384E-004
   0.35404512065129179E-007  -0.182516105E-004
   0.35423000060985643E-007  -0.198363650E-004
   0.35441488056842108E-007  -0.205757115E-004
   0.35459976052698572E-007  -0.205463330E-004
   0.35478464048555036E-007  -0.198513353E-004
   0.35496952044411501E-007  -0.184843102E-004
   0.35515440040267965E-007  -0.164051780E-004
   0.35533928036124429E-007  -0.136845665E-004
   0.35552416031980894E-007  -0.104749888E-004
   0.35570904027837358E-007  -0.689737044E-005
   0.35589392023693822E-007  -0.305415324E-005
   0.35607880019550286E-007   0.907712092E-006
   0.35626368015406751E-007   0.486552653E-005
   0.35644856011263215E-007   0.882812492E-005
   0.35663344007119679E-007   0.128826578E-004
   0.35681832002976144E-007   0.170404219E-004
   0.35700319998832608E-007   0.211893530E-004
   0.35718807994689072E-007   0.251764359E-004
   0.35737295990545537E-007   0.288776355E-004
   0.35755783986402001E-007   0.321913321E-004
   0.35774271982258465E-007   0.350111077E-004
   0.35792759978114930E-007   0.372221875E-004
   0.35811247973971394E-007   0.387188265E-004
   0.35829735969827858E-007   0.394381786E-004
   0.35848223965684323E-007   0.393901646E-004
   0.35866711961540787E-007   0.386387255E-004
   0.35885199957397251E-007   0.372418981E-004
   0.35903687953253716E-007   0.352319330E-004
   0.35922175949110180E-007   0.326695772E-004
   0.35940663944966644E-007   0.296948456E-004
   0.35959151940823109E-007   0.265046074E-004
   0.35977639936679573E-007   0.232865241E-004
   0.35996127932536037E-007   0.201609491E-004
   0.36014615928392502E-007   0.171573738E-004
   0.36033103924248966E-007   0.142579847E-004
   0.36051591920105430E-007   0.114791537E-004
   0.36070079915961895E-007   0.885632016E-005
   0.36088567911818359E-007   0.631450848E-005
   0.36107055907674823E-007   0.365520168E-005
   0.36125543903531288E-007   0.777281230E-006
   0.36144031899387752E-007  -0.216292824E-005
   0.36162519895244216E-007  -0.493740026E-005
   0.36181007891100680E-007  -0.754365010E-005
   0.36199495886957145E-007  -0.101904352E-004
   0.36217983882813609E-007  -0.130116423E-004
   0.36236471878670073E-007  -0.159030642E-004
   0.36254959874526538E-007  -0.186260277E-004
   0.36273447870383002E-007  -0.209772261E-004
   0.36291935866239466E-007  -0.228546505E-004
   0.36310423862095931E-007  -0.242204951E-004
   0.36328911857952395E-007  -0.250169396E-004
   0.36347399853808859E-007  -0.251206056E-004
   0.36365887849665324E-007  -0.244110925E-004
   0.36384375845521788E-007  -0.228786048E-004
   0.36402863841378252E-007  -0.206167788E-004
   0.36421351837234717E-007  -0.177164657E-004
   0.36439839833091181E-007  -0.142149984E-004
   0.36458327828947645E-007  -0.101376427E-004
   0.36476815824804110E-007  -0.554713370E-005
   0.36495303820660574E-007  -0.579855623E-006
   0.36513791816517038E-007   0.451863434E-005
   0.36532279812373503E-007   0.941046528E-005
   0.36550767808229967E-007   0.137496336E-004
   0.36569255804086431E-007   0.172472610E-004
   0.36587743799942896E-007   0.196770616E-004
   0.36606231795799360E-007   0.208753463E-004
   0.36624719791655824E-007   0.207552603E-004
   0.36643207787512289E-007   0.193048982E-004
   0.36661695783368753E-007   0.165725087E-004
   0.36680183779225217E-007   0.126433151E-004
   0.36698671775081682E-007   0.761172487E-005
   0.36717159770938146E-007   0.161829485E-005
   0.36735647766794610E-007  -0.503662795E-005
   0.36754135762651075E-007  -0.118819371E-004
   0.36772623758507539E-007  -0.184673845E-004
   0.36791111754364003E-007  -0.245309147E-004
   0.36809599750220467E-007  -0.299353505E-004
   0.36828087746076932E-007  -0.345388216E-004
   0.36846575741933396E-007  -0.382036233E-004
   0.36865063737789860E-007  -0.408415326E-004
   0.36883551733646325E-007  -0.423807833E-004
   0.36902039729502789E-007  -0.427699597E-004
   0.36920527725359253E-007  -0.420560900E-004
   0.36939015721215718E-007  -0.403715057E-004
   0.36957503717072182E-007  -0.378143668E-004
   0.36975991712928646E-007  -0.344149630E-004
   0.36994479708785111E-007  -0.302241751E-004
   0.37012967704641575E-007  -0.253713133E-004
   0.37031455700498039E-007  -0.200459399E-004
   0.37049943696354504E-007  -0.144771202E-004
   0.37068431692210968E-007  -0.891539094E-005
   0.37086919688067432E-007  -0.358706029E-005
   0.37105407683923897E-007   0.135205573E-005
   0.37123895679780361E-007   0.582945950E-005
   0.37142383675636825E-007   0.981881294E-005
   0.37160871671493290E-007   0.132651776E-004
   0.37179359667349754E-007   0.160789987E-004
   0.37197847663206218E-007   0.182656913E-004
   0.37216335659062683E-007   0.200001014E-004
   0.37234823654919147E-007   0.214514566E-004
   0.37253311650775611E-007   0.225891818E-004
   0.37271799646632076E-007   0.233063274E-004
   0.37290287642488540E-007   0.236646720E-004
   0.37308775638345004E-007   0.238307075E-004
   0.37327263634201469E-007   0.238322191E-004
   0.37345751630057933E-007   0.236049837E-004
   0.37364239625914397E-007   0.232595794E-004
   0.37382727621770862E-007   0.230768310E-004
   0.37401215617627326E-007   0.232196235E-004
   0.37419703613483790E-007   0.236266897E-004
   0.37438191609340254E-007   0.241887938E-004
   0.37456679605196719E-007   0.248371271E-004
   0.37475167601053183E-007   0.254401257E-004
   0.37493655596909647E-007   0.258064083E-004
   0.37512143592766112E-007   0.258553046E-004
   0.37530631588622576E-007   0.256436415E-004
   0.37549119584479040E-007   0.251658475E-004
   0.37567607580335505E-007   0.242578408E-004
   0.37586095576191969E-007   0.227681649E-004
   0.37604583572048433E-007   0.207039247E-004
   0.37623071567904898E-007   0.181148771E-004
   0.37641559563761362E-007   0.149412335E-004
   0.37660047559617826E-007   0.111082918E-004
   0.37678535555474291E-007   0.670976942E-005
   0.37697023551330755E-007   0.196066048E-005
   0.37715511547187219E-007  -0.300139573E-005
   0.37733999543043684E-007  -0.814157647E-005
   0.37752487538900148E-007  -0.133797548E-004
   0.37770975534756612E-007  -0.185437602E-004
   0.37789463530613077E-007  -0.234561267E-004
   0.37807951526469541E-007  -0.279568394E-004
   0.37826439522326005E-007  -0.318707898E-004
   0.37844927518182470E-007  -0.350635055E-004
   0.37863415514038934E-007  -0.374942538E-004
   0.37881903509895398E-007  -0.391328213E-004
   0.37900391505751863E-007  -0.399113705E-004
   0.37918879501608327E-007  -0.398577140E-004
   0.37937367497464791E-007  -0.391646099E-004
   0.37955855493321256E-007  -0.380087076E-004
   0.37974343489177720E-007  -0.364049592E-004
   0.37992831485034184E-007  -0.343344436E-004
   0.38011319480890648E-007  -0.318768070E-004
   0.38029807476747113E-007  -0.290997195E-004
   0.38048295472603577E-007  -0.259494354E-004
   0.38066783468460041E-007  -0.223734296E-004
   0.38085271464316506E-007  -0.184386136E-004
   0.38103759460172970E-007  -0.142212230E-004
   0.38122247456029434E-007  -0.969874236E-005
   0.38140735451885899E-007  -0.488085016E-005
   0.38159223447742363E-007   0.424470272E-007
   0.38177711443598827E-007   0.481998859E-005
   0.38196199439455292E-007   0.934223863E-005
   0.38214687435311756E-007   0.135783721E-004
   0.38233175431168220E-007   0.173528497E-004
   0.38251663427024685E-007   0.203691470E-004
   0.38270151422881149E-007   0.224945343E-004
   0.38288639418737613E-007   0.238660632E-004
   0.38307127414594078E-007   0.246470609E-004
   0.38325615410450542E-007   0.248160904E-004
   0.38344103406307006E-007   0.242909664E-004
   0.38362591402163471E-007   0.231419126E-004
   0.38381079398019935E-007   0.215394812E-004
   0.38399567393876399E-007   0.195295561E-004
   0.38418055389732864E-007   0.169897612E-004
   0.38436543385589328E-007   0.138528476E-004
   0.38455031381445792E-007   0.103140765E-004
   0.38473519377302257E-007   0.675346655E-005
   0.38492007373158721E-007   0.347478635E-005
   0.38510495369015185E-007   0.608219125E-006
   0.38528983364871650E-007  -0.173071317E-005
   0.38547471360728114E-007  -0.333373123E-005
   0.38565959356584578E-007  -0.403673130E-005
   0.38584447352441043E-007  -0.384483383E-005
   0.38602935348297507E-007  -0.281522080E-005
   0.38621423344153971E-007  -0.928351710E-006
   0.38639911340010435E-007   0.179274593E-005
   0.38658399335866900E-007   0.512461020E-005
   0.38676887331723364E-007   0.874844773E-005
   0.38695375327579828E-007   0.124714861E-004
   0.38713863323436293E-007   0.162430642E-004
   0.38732351319292757E-007   0.200075792E-004
   0.38750839315149221E-007   0.236554824E-004
   0.38769327311005686E-007   0.270853525E-004
   0.38787815306862150E-007   0.301942273E-004
   0.38806303302718614E-007   0.328051683E-004
   0.38824791298575079E-007   0.347033856E-004
   0.38843279294431543E-007   0.357641111E-004
   0.38861767290288007E-007   0.359678379E-004
   0.38880255286144472E-007   0.352768875E-004
   0.38898743282000936E-007   0.335819605E-004
   0.38917231277857400E-007   0.308067320E-004
   0.38935719273713865E-007   0.270107412E-004
   0.38954207269570329E-007   0.223708212E-004
   0.38972695265426793E-007   0.171152242E-004
   0.38991183261283258E-007   0.114931554E-004
   0.39009671257139722E-007   0.575942340E-005
   0.39028159252996186E-007   0.145227659E-006
   0.39046647248852651E-007  -0.517609760E-005
   0.39065135244709115E-007  -0.101119185E-004
   0.39083623240565579E-007  -0.146288930E-004
   0.39102111236422044E-007  -0.186864199E-004
   0.39120599232278508E-007  -0.222096605E-004
   0.39139087228134972E-007  -0.251435577E-004
   0.39157575223991437E-007  -0.274834965E-004
   0.39176063219847901E-007  -0.292137574E-004
   0.39194551215704365E-007  -0.302609060E-004
   0.39213039211560830E-007  -0.305520516E-004
   0.39231527207417294E-007  -0.300969641E-004
   0.39250015203273758E-007  -0.289987802E-004
   0.39268503199130222E-007  -0.274086469E-004
   0.39286991194986687E-007  -0.254764454E-004
   0.39305479190843151E-007  -0.233423252E-004
   0.39323967186699615E-007  -0.211892529E-004
   0.39342455182556080E-007  -0.192694351E-004
   0.39360943178412544E-007  -0.177959737E-004
   0.39379431174269008E-007  -0.167971539E-004
   0.39397919170125473E-007  -0.161394964E-004
   0.39416407165981937E-007  -0.156867391E-004
   0.39434895161838401E-007  -0.153574292E-004
   0.39453383157694866E-007  -0.150294100E-004
   0.39471871153551330E-007  -0.144893284E-004
   0.39490359149407794E-007  -0.135353557E-004
   0.39508847145264259E-007  -0.120925279E-004
   0.39527335141120723E-007  -0.101852802E-004
   0.39545823136977187E-007  -0.782800271E-005
   0.39564311132833652E-007  -0.500982424E-005
   0.39582799128690116E-007  -0.179481412E-005
   0.39601287124546580E-007   0.162494689E-005
   0.39619775120403045E-007   0.499719727E-005
   0.39638263116259509E-007   0.808294499E-005
   0.39656751112115973E-007   0.106677271E-004
   0.39675239107972438E-007   0.125856131E-004
   0.39693727103828902E-007   0.137515108E-004
   0.39712215099685366E-007   0.141043593E-004
   0.39730703095541831E-007   0.135326682E-004
   0.39749191091398295E-007   0.119513297E-004
   0.39767679087254759E-007   0.943948999E-005
   0.39786167083111224E-007   0.619416551E-005
   0.39804655078967688E-007   0.235071411E-005
   0.39823143074824152E-007  -0.203930358E-005
   0.39841631070680616E-007  -0.683985354E-005
   0.39860119066537081E-007  -0.117500294E-004
   0.39878607062393545E-007  -0.164345947E-004
   0.39897095058250009E-007  -0.206533496E-004
   0.39915583054106474E-007  -0.242091573E-004
   0.39934071049962938E-007  -0.268452877E-004
   0.39952559045819402E-007  -0.282944129E-004
   0.39971047041675867E-007  -0.284181879E-004
   0.39989535037532331E-007  -0.272328343E-004
   0.40008023033388795E-007  -0.248180440E-004
   0.40026511029245260E-007  -0.212769755E-004
   0.40044999025101724E-007  -0.167782218E-004
   0.40063487020958188E-007  -0.115577686E-004
   0.40081975016814653E-007  -0.585628368E-005
   0.40100463012671117E-007   0.118482149E-006
   0.40118951008527581E-007   0.616740726E-005
   0.40137439004384046E-007   0.120516479E-004
   0.40155927000240510E-007   0.174759043E-004
   0.40174414996096974E-007   0.221592218E-004
   0.40192902991953439E-007   0.259536573E-004
   0.40211390987809903E-007   0.288622068E-004
   0.40229878983666367E-007   0.309363313E-004
   0.40248366979522832E-007   0.322263477E-004
   0.40266854975379296E-007   0.328312017E-004
   0.40285342971235760E-007   0.328916140E-004
   0.40303830967092225E-007   0.325137371E-004
   0.40322318962948689E-007   0.317710401E-004
   0.40340806958805153E-007   0.307451446E-004
   0.40359294954661618E-007   0.294708734E-004
   0.40377782950518082E-007   0.279020642E-004
   0.40396270946374546E-007   0.260332490E-004
   0.40414758942231011E-007   0.239757865E-004
   0.40433246938087475E-007   0.218182213E-004
   0.40451734933943939E-007   0.195148641E-004
   0.40470222929800403E-007   0.170147796E-004
   0.40488710925656868E-007   0.143970547E-004
   0.40507198921513332E-007   0.117760992E-004
   0.40525686917369796E-007   0.915585588E-005
   0.40544174913226261E-007   0.646121407E-005
   0.40562662909082725E-007   0.365084793E-005
   0.40581150904939189E-007   0.742553084E-006
   0.40599638900795654E-007  -0.221897699E-005
   0.40618126896652118E-007  -0.517337503E-005
   0.40636614892508582E-007  -0.806462322E-005
   0.40655102888365047E-007  -0.108984459E-004
   0.40673590884221511E-007  -0.137632815E-004
   0.40692078880077975E-007  -0.167392700E-004
   0.40710566875934440E-007  -0.197708487E-004
   0.40729054871790904E-007  -0.226858119E-004
   0.40747542867647368E-007  -0.253807102E-004
   0.40766030863503833E-007  -0.279225114E-004
   0.40784518859360297E-007  -0.303981851E-004
   0.40803006855216761E-007  -0.327339585E-004
   0.40821494851073226E-007  -0.347619789E-004
   0.40839982846929690E-007  -0.364045482E-004
   0.40858470842786154E-007  -0.376717326E-004
   0.40876958838642619E-007  -0.385110761E-004
   0.40895446834499083E-007  -0.387792024E-004
   0.40913934830355547E-007  -0.383655279E-004
   0.40932422826212012E-007  -0.372710456E-004
   0.40950910822068476E-007  -0.355652701E-004
   0.40969398817924940E-007  -0.332981290E-004
   0.40987886813781405E-007  -0.304280838E-004
   0.41006374809637869E-007  -0.268232725E-004
   0.41024862805494333E-007  -0.223927691E-004
   0.41043350801350797E-007  -0.172492182E-004
   0.41061838797207262E-007  -0.116923766E-004
   0.41080326793063726E-007  -0.600271278E-005
   0.41098814788920190E-007  -0.287835974E-006
   0.41117302784776655E-007   0.546252977E-005
   0.41135790780633119E-007   0.112300295E-004
   0.41154278776489583E-007   0.169001887E-004
   0.41172766772346048E-007   0.222931121E-004
   0.41191254768202512E-007   0.272306388E-004
   0.41209742764058976E-007   0.315962679E-004
   0.41228230759915441E-007   0.353429605E-004
   0.41246718755771905E-007   0.384280902E-004
   0.41265206751628369E-007   0.407511397E-004
   0.41283694747484834E-007   0.421894802E-004
   0.41302182743341298E-007   0.426943152E-004
   0.41320670739197762E-007   0.423240817E-004
   0.41339158735054227E-007   0.411977344E-004
   0.41357646730910691E-007   0.394597228E-004
   0.41376134726767155E-007   0.372814829E-004
   0.41394622722623620E-007   0.348278663E-004
   0.41413110718480084E-007   0.321748012E-004
   0.41431598714336548E-007   0.292635959E-004
   0.41450086710193013E-007   0.259500284E-004
   0.41468574706049477E-007   0.221261907E-004
   0.41487062701905941E-007   0.178521095E-004
   0.41505550697762406E-007   0.133924023E-004
   0.41524038693618870E-007   0.907059257E-005
   0.41542526689475334E-007   0.504906893E-005
   0.41561014685331799E-007   0.129916612E-005
   0.41579502681188263E-007  -0.218800733E-005
   0.41597990677044727E-007  -0.524393909E-005
   0.41616478672901192E-007  -0.762808486E-005
   0.41634966668757656E-007  -0.920381353E-005
   0.41653454664614120E-007  -0.993076264E-005
   0.41671942660470584E-007  -0.976314004E-005
   0.41690430656327049E-007  -0.867864219E-005
   0.41708918652183513E-007  -0.679464847E-005
   0.41727406648039977E-007  -0.436786377E-005
   0.41745894643896442E-007  -0.166613449E-005
   0.41764382639752906E-007   0.112532666E-005
