t              BoxCavity.fdtd_Point probe_Ex_5_10_7.dat
   0.66556796012029462E-009   0.334230317E-004
   0.66864929326899969E-009   0.347652058E-004
   0.67173062641770476E-009   0.362235805E-004
   0.67481195956640982E-009   0.378073346E-004
   0.67789329271511489E-009   0.394216622E-004
   0.68097462586381996E-009   0.409981476E-004
   0.68405595901252503E-009   0.425967883E-004
   0.68713729216123010E-009   0.443306562E-004
   0.69021862530993516E-009   0.462102107E-004
   0.69329995845864023E-009   0.481237221E-004
   0.69638129160734530E-009   0.499909256E-004
   0.69946262475605037E-009   0.518821835E-004
   0.70254395790475543E-009   0.539294051E-004
   0.70562529105346050E-009   0.561442830E-004
   0.70870662420216557E-009   0.583965229E-004
   0.71178795735087064E-009   0.605929163E-004
   0.71486929049957570E-009   0.628150228E-004
   0.71795062364828077E-009   0.652154486E-004
   0.72103195679698584E-009   0.678075376E-004
   0.72411328994569091E-009   0.704403938E-004
   0.72719462309439598E-009   0.730061438E-004
   0.73027595624310104E-009   0.755989240E-004
   0.73335728939180611E-009   0.783943397E-004
   0.73643862254051118E-009   0.814066734E-004
   0.73951995568921625E-009   0.844620954E-004
   0.74260128883792131E-009   0.874379766E-004
   0.74568262198662638E-009   0.904426342E-004
   0.74876395513533145E-009   0.936750512E-004
   0.75184528828403652E-009   0.971501722E-004
   0.75492662143274158E-009   0.100671190E-003
   0.75800795458144665E-009   0.104099614E-003
   0.76108928773015172E-009   0.107556902E-003
   0.76417062087885679E-009   0.111267320E-003
   0.76725195402756186E-009   0.115248331E-003
   0.77033328717626692E-009   0.119277625E-003
   0.77341462032497199E-009   0.123198217E-003
   0.77649595347367706E-009   0.127147112E-003
   0.77957728662238213E-009   0.131376524E-003
   0.78265861977108719E-009   0.135904076E-003
   0.78573995291979226E-009   0.140479897E-003
   0.78882128606849733E-009   0.144930818E-003
   0.79190261921720240E-009   0.149410538E-003
   0.79498395236590746E-009   0.154196692E-003
   0.79806528551461253E-009   0.159306874E-003
   0.80114661866331760E-009   0.164465891E-003
   0.80422795181202267E-009   0.169483290E-003
   0.80730928496072774E-009   0.174527129E-003
   0.81039061810943280E-009   0.179902214E-003
   0.81347195125813787E-009   0.185627796E-003
   0.81655328440684294E-009   0.191400992E-003
   0.81963461755554801E-009   0.197013331E-003
   0.82271595070425307E-009   0.202650088E-003
   0.82579728385295814E-009   0.208642770E-003
   0.82887861700166321E-009   0.215009044E-003
   0.83195995015036828E-009   0.221420007E-003
   0.83504128329907334E-009   0.227652272E-003
   0.83812261644777841E-009   0.233905346E-003
   0.84120394959648348E-009   0.240533933E-003
   0.84428528274518855E-009   0.247556833E-003
   0.84736661589389362E-009   0.254621729E-003
   0.85044794904259868E-009   0.261488603E-003
   0.85352928219130375E-009   0.268370728E-003
   0.85661061534000882E-009   0.275646860E-003
   0.85969194848871389E-009   0.283334433E-003
   0.86277328163741895E-009   0.291057222E-003
   0.86585461478612402E-009   0.298564031E-003
   0.86893594793482909E-009   0.306082249E-003
   0.87201728108353416E-009   0.314006465E-003
   0.87509861423223922E-009   0.322351116E-003
   0.87817994738094429E-009   0.330724695E-003
   0.88126128052964936E-009   0.338867016E-003
   0.88434261367835443E-009   0.347012392E-003
   0.88742394682705950E-009   0.355569646E-003
   0.89050527997576456E-009   0.364554639E-003
   0.89358661312446963E-009   0.373560702E-003
   0.89666794627317470E-009   0.382318103E-003
   0.89974927942187977E-009   0.391071022E-003
   0.90283061257058483E-009   0.400238700E-003
   0.90591194571928990E-009   0.409830769E-003
   0.90899327886799497E-009   0.419430900E-003
   0.91207461201670004E-009   0.428771542E-003
   0.91515594516540510E-009   0.438100978E-003
   0.91823727831411017E-009   0.447835046E-003
   0.92131861146281524E-009   0.457981339E-003
   0.92439994461152031E-009   0.468127109E-003
   0.92748127776022538E-009   0.478005182E-003
   0.93056261090893044E-009   0.487859565E-003
   0.93364394405763551E-009   0.498103793E-003
   0.93672527720634058E-009   0.508744095E-003
   0.93980661035504565E-009   0.519368332E-003
   0.94288794350375071E-009   0.529716024E-003
   0.94596927665245578E-009   0.540033332E-003
   0.94905060980116085E-009   0.550718745E-003
   0.95213194294986592E-009   0.561766501E-003
   0.95521327609857098E-009   0.572780904E-003
   0.95829460924727605E-009   0.583523419E-003
   0.96137594239598112E-009   0.594227575E-003
   0.96445727554468619E-009   0.605260604E-003
   0.96753860869339126E-009   0.616615987E-003
   0.97061994184209632E-009   0.627927715E-003
   0.97370127499080139E-009   0.638971629E-003
   0.97678260813950646E-009   0.649961992E-003
   0.97986394128821153E-009   0.661239494E-003
   0.98294527443691659E-009   0.672793074E-003
   0.98602660758562166E-009   0.684282335E-003
   0.98910794073432673E-009   0.695513212E-003
   0.99218927388303180E-009   0.706687162E-003
   0.99527060703173686E-009   0.718094991E-003
   0.99835194018044193E-009   0.729712541E-003
   0.10014332733291470E-008   0.741251162E-003
   0.10045146064778521E-008   0.752555206E-003
   0.10075959396265571E-008   0.763789052E-003
   0.10106772727752622E-008   0.775187276E-003
   0.10137586059239673E-008   0.786730729E-003
   0.10168399390726723E-008   0.798184075E-003
   0.10199212722213774E-008   0.809421588E-003
   0.10230026053700825E-008   0.820578949E-003
   0.10260839385187875E-008   0.831834506E-003
   0.10291652716674926E-008   0.843155896E-003
   0.10322466048161977E-008   0.854367390E-003
   0.10353279379649027E-008   0.865398615E-003
   0.10384092711136078E-008   0.876345439E-003
   0.10414906042623129E-008   0.887302274E-003
   0.10445719374110179E-008   0.898236409E-003
   0.10476532705597230E-008   0.909056515E-003
   0.10507346037084281E-008   0.919737213E-003
   0.10538159368571332E-008   0.930321228E-003
   0.10568972700058382E-008   0.940827711E-003
   0.10599786031545433E-008   0.951221795E-003
   0.10630599363032484E-008   0.961487414E-003
   0.10661412694519534E-008   0.971658505E-003
   0.10692226026006585E-008   0.981735531E-003
   0.10723039357493636E-008   0.991641544E-003
   0.10753852688980686E-008   0.100133009E-002
   0.10784666020467737E-008   0.101088197E-002
   0.10815479351954788E-008   0.102039706E-002
   0.10846292683441838E-008   0.102981564E-002
   0.10877106014928889E-008   0.103896589E-002
   0.10907919346415940E-008   0.104780216E-002
   0.10938732677902990E-008   0.105649349E-002
   0.10969546009390041E-008   0.106519740E-002
   0.11000359340877092E-008   0.107380818E-002
   0.11031172672364142E-008   0.108206167E-002
   0.11061986003851193E-008   0.108989817E-002
   0.11092799335338244E-008   0.109757925E-002
   0.11123612666825294E-008   0.110533694E-002
   0.11154425998312345E-008   0.111301150E-002
   0.11185239329799396E-008   0.112023170E-002
   0.11216052661286446E-008   0.112693210E-002
   0.11246865992773497E-008   0.113347662E-002
   0.11277679324260548E-008   0.114016223E-002
   0.11308492655747598E-008   0.114677101E-002
   0.11339305987234649E-008   0.115283427E-002
   0.11370119318721700E-008   0.115828239E-002
   0.11400932650208750E-008   0.116357545E-002
   0.11431745981695801E-008   0.116907619E-002
   0.11462559313182852E-008   0.117451046E-002
   0.11493372644669902E-008   0.117931096E-002
   0.11524185976156953E-008   0.118340901E-002
   0.11554999307644004E-008   0.118736224E-002
   0.11585812639131055E-008   0.119158847E-002
   0.11616625970618105E-008   0.119575404E-002
   0.11647439302105156E-008   0.119920610E-002
   0.11678252633592207E-008   0.120188133E-002
   0.11709065965079257E-008   0.120442244E-002
   0.11739879296566308E-008   0.120729825E-002
   0.11770692628053359E-008   0.121012505E-002
   0.11801505959540409E-008   0.121216848E-002
   0.11832319291027460E-008   0.121336768E-002
   0.11863132622514511E-008   0.121445023E-002
   0.11893945954001561E-008   0.121593173E-002
   0.11924759285488612E-008   0.121737225E-002
   0.11955572616975663E-008   0.121796632E-002
   0.11986385948462713E-008   0.121766818E-002
   0.12017199279949764E-008   0.121727691E-002
   0.12048012611436815E-008   0.121733430E-002
   0.12078825942923865E-008   0.121735805E-002
   0.12109639274410916E-008   0.121649692E-002
   0.12140452605897967E-008   0.121471181E-002
   0.12171265937385017E-008   0.121284777E-002
   0.12202079268872068E-008   0.121147546E-002
   0.12232892600359119E-008   0.121008919E-002
   0.12263705931846169E-008   0.120779243E-002
   0.12294519263333220E-008   0.120454421E-002
   0.12325332594820271E-008   0.120123674E-002
   0.12356145926307321E-008   0.119846803E-002
   0.12386959257794372E-008   0.119569991E-002
   0.12417772589281423E-008   0.119200023E-002
   0.12448585920768473E-008   0.118734455E-002
   0.12479399252255524E-008   0.118266011E-002
   0.12510212583742575E-008   0.117854367E-002
   0.12541025915229626E-008   0.117443618E-002
   0.12571839246716676E-008   0.116940320E-002
   0.12602652578203727E-008   0.116342970E-002
   0.12633465909690778E-008   0.115744362E-002
   0.12664279241177828E-008   0.115204300E-002
   0.12695092572664879E-008   0.114667392E-002
   0.12725905904151930E-008   0.114040158E-002
   0.12756719235638980E-008   0.113320840E-002
   0.12787532567126031E-008   0.112602348E-002
   0.12818345898613082E-008   0.111943891E-002
   0.12849159230100132E-008   0.111289788E-002
   0.12879972561587183E-008   0.110548513E-002
   0.12910785893074234E-008   0.109719974E-002
   0.12941599224561284E-008   0.108894589E-002
   0.12972412556048335E-008   0.108128437E-002
   0.13003225887535386E-008   0.107367814E-002
   0.13034039219022436E-008   0.106525444E-002
   0.13064852550509487E-008   0.105601328E-002
   0.13095665881996538E-008   0.104682159E-002
   0.13126479213483588E-008   0.103821652E-002
   0.13157292544970639E-008   0.102967769E-002
   0.13188105876457690E-008   0.102037308E-002
   0.13218919207944740E-008   0.101031910E-002
   0.13249732539431791E-008   0.100034324E-002
   0.13280545870918842E-008   0.990933739E-003
   0.13311359202405892E-008   0.981591525E-003
   0.13342172533892943E-008   0.971555826E-003
   0.13372985865379994E-008   0.960856036E-003
   0.13403799196867044E-008   0.950249378E-003
   0.13434612528354095E-008   0.940174330E-003
   0.13465425859841146E-008   0.930175767E-003
   0.13496239191328196E-008   0.919568003E-003
   0.13527052522815247E-008   0.908382994E-003
   0.13557865854302298E-008   0.897302409E-003
   0.13588679185789349E-008   0.886711350E-003
   0.13619492517276399E-008   0.876201841E-003
   0.13650305848763450E-008   0.865175447E-003
   0.13681119180250501E-008   0.853667618E-003
   0.13711932511737551E-008   0.842271198E-003
   0.13742745843224602E-008   0.831315760E-003
   0.13773559174711653E-008   0.820447807E-003
   0.13804372506198703E-008   0.809156394E-003
   0.13835185837685754E-008   0.797479588E-003
   0.13865999169172805E-008   0.785923912E-003
   0.13896812500659855E-008   0.774754561E-003
   0.13927625832146906E-008   0.763666467E-003
   0.13958439163633957E-008   0.752252061E-003
   0.13989252495121007E-008   0.740561751E-003
   0.14020065826608058E-008   0.728996296E-003
   0.14050879158095109E-008   0.717748422E-003
   0.14081692489582159E-008   0.706581050E-003
   0.14112505821069210E-008   0.695193245E-003
   0.14143319152556261E-008   0.683627906E-003
   0.14174132484043311E-008   0.672182243E-003
   0.14204945815530362E-008   0.660992460E-003
   0.14235759147017413E-008   0.649880385E-003
   0.14266572478504463E-008   0.638638856E-003
   0.14297385809991514E-008   0.627317757E-003
   0.14328199141478565E-008   0.616121513E-003
   0.14359012472965615E-008   0.605115201E-003
   0.14389825804452666E-008   0.594172743E-003
   0.14420639135939717E-008   0.583192741E-003
   0.14451452467426767E-008   0.572233286E-003
   0.14482265798913818E-008   0.561396650E-003
   0.14513079130400869E-008   0.550679862E-003
   0.14543892461887920E-008   0.540015986E-003
   0.14574705793374970E-008   0.529401645E-003
   0.14605519124862021E-008   0.518894522E-003
   0.14636332456349072E-008   0.508501544E-003
   0.14667145787836122E-008   0.498165376E-003
   0.14697959119323173E-008   0.487878395E-003
   0.14728772450810224E-008   0.477721274E-003
   0.14759585782297274E-008   0.467742386E-003
   0.14790399113784325E-008   0.457865623E-003
   0.14821212445271376E-008   0.447992730E-003
   0.14852025776758426E-008   0.438166055E-003
   0.14882839108245477E-008   0.428534142E-003
   0.14913652439732528E-008   0.419141201E-003
   0.14944465771219578E-008   0.409840781E-003
   0.14975279102706629E-008   0.400492776E-003
   0.15006092434193680E-008   0.391183974E-003
   0.15036905765680730E-008   0.382130384E-003
   0.15067719097167781E-008   0.373370509E-003
   0.15098532428654832E-008   0.364690088E-003
   0.15129345760141882E-008   0.355915428E-003
   0.15160159091628933E-008   0.347174820E-003
   0.15190972423115984E-008   0.338738464E-003
   0.15221785754603034E-008   0.330639479E-003
   0.15252599086090085E-008   0.322608423E-003
   0.15283412417577136E-008   0.314440724E-003
   0.15314225749064186E-008   0.306298112E-003
   0.15345039080551237E-008   0.298499974E-003
   0.15375852412038288E-008   0.291075441E-003
   0.15406665743525338E-008   0.283706991E-003
   0.15437479075012389E-008   0.276165752E-003
   0.15468292406499440E-008   0.268641132E-003
   0.15499105737986490E-008   0.261490408E-003
   0.15529919069473541E-008   0.254742074E-003
   0.15560732400960592E-008   0.248041091E-003
   0.15591545732447643E-008   0.241133428E-003
   0.15622359063934693E-008   0.234229854E-003
   0.15653172395421744E-008   0.227724333E-003
   0.15683985726908795E-008   0.221642724E-003
   0.15714799058395845E-008   0.215594759E-003
   0.15745612389882896E-008   0.209312275E-003
   0.15776425721369947E-008   0.203027972E-003
   0.15807239052856997E-008   0.197157118E-003
   0.15838052384344048E-008   0.191720363E-003
   0.15868865715831099E-008   0.186306948E-003
   0.15899679047318149E-008   0.180638133E-003
   0.15930492378805200E-008   0.174958346E-003
   0.15961305710292251E-008   0.169700113E-003
   0.15992119041779301E-008   0.164879617E-003
   0.16022932373266352E-008   0.160068070E-003
   0.16053745704753403E-008   0.154986963E-003
   0.16084559036240453E-008   0.149895073E-003
   0.16115372367727504E-008   0.145223807E-003
   0.16146185699214555E-008   0.140978329E-003
   0.16176999030701605E-008   0.136732880E-003
   0.16207812362188656E-008   0.132217494E-003
   0.16238625693675707E-008   0.127686668E-003
   0.16269439025162757E-008   0.123563965E-003
   0.16300252356649808E-008   0.119854616E-003
   0.16331065688136859E-008   0.116137518E-003
   0.16361879019623909E-008   0.112149450E-003
   0.16392692351110960E-008   0.108146589E-003
   0.16423505682598011E-008   0.104538711E-003
   0.16454319014085061E-008   0.101319674E-003
   0.16485132345572112E-008   0.980848199E-004
   0.16515945677059163E-008   0.945919746E-004
   0.16546759008546214E-008   0.910846429E-004
   0.16577572340033264E-008   0.879458312E-004
   0.16608385671520315E-008   0.851716977E-004
   0.16639199003007366E-008   0.823816663E-004
   0.16670012334494416E-008   0.793430881E-004
   0.16700825665981467E-008   0.762861309E-004
   0.16731638997468518E-008   0.735757640E-004
   0.16762452328955568E-008   0.712058027E-004
   0.16793265660442619E-008   0.688153305E-004
   0.16824078991929670E-008   0.661893282E-004
   0.16854892323416720E-008   0.635445613E-004
   0.16885705654903771E-008   0.612193471E-004
   0.16916518986390822E-008   0.592091383E-004
   0.16947332317877872E-008   0.571790952E-004
   0.16978145649364923E-008   0.549251054E-004
   0.17008958980851974E-008   0.526482327E-004
   0.17039772312339024E-008   0.506679571E-004
   0.17070585643826075E-008   0.489789854E-004
   0.17101398975313126E-008   0.472654101E-004
   0.17132212306800176E-008   0.453406064E-004
   0.17163025638287227E-008   0.433955829E-004
   0.17193838969774278E-008   0.417225165E-004
   0.17224652301261328E-008   0.403123850E-004
   0.17255465632748379E-008   0.388762164E-004
   0.17286278964235430E-008   0.372448994E-004
   0.17317092295722480E-008   0.355935299E-004
   0.17347905627209531E-008   0.341892555E-004
   0.17378718958696582E-008   0.330217299E-004
   0.17409532290183632E-008   0.318254424E-004
   0.17440345621670683E-008   0.304500481E-004
   0.17471158953157734E-008   0.290585613E-004
   0.17501972284644784E-008   0.278895513E-004
   0.17532785616131835E-008   0.269287539E-004
   0.17563598947618886E-008   0.259385743E-004
   0.17594412279105937E-008   0.247877961E-004
   0.17625225610592987E-008   0.236229462E-004
   0.17656038942080038E-008   0.226555421E-004
   0.17686852273567089E-008   0.218706900E-004
   0.17717665605054139E-008   0.210565613E-004
   0.17748478936541190E-008   0.200999129E-004
   0.17779292268028241E-008   0.191323143E-004
   0.17810105599515291E-008   0.183368575E-004
   0.17840918931002342E-008   0.176981393E-004
   0.17871732262489393E-008   0.170336352E-004
   0.17902545593976443E-008   0.162458928E-004
   0.17933358925463494E-008   0.154469326E-004
   0.17964172256950545E-008   0.147956162E-004
   0.17994985588437595E-008   0.142804211E-004
   0.18025798919924646E-008   0.137424313E-004
   0.18056612251411697E-008   0.130965109E-004
   0.18087425582898747E-008   0.124408725E-004
   0.18118238914385798E-008   0.119122769E-004
   0.18149052245872849E-008   0.114992336E-004
   0.18179865577359899E-008   0.110661922E-004
   0.18210678908846950E-008   0.105408844E-004
   0.18241492240334001E-008   0.100056750E-004
   0.18272305571821051E-008   0.957802422E-005
   0.18303118903308102E-008   0.925052973E-005
   0.18333932234795153E-008   0.890596129E-005
   0.18364745566282203E-008   0.847997126E-005
   0.18395558897769254E-008   0.804465526E-005
   0.18426372229256305E-008   0.770229690E-005
   0.18457185560743355E-008   0.744478075E-005
   0.18487998892230406E-008   0.717117200E-005
   0.18518812223717457E-008   0.682825294E-005
   0.18549625555204508E-008   0.647744582E-005
   0.18580438886691558E-008   0.620462242E-005
   0.18611252218178609E-008   0.600327439E-005
   0.18642065549665660E-008   0.578793151E-005
   0.18672878881152710E-008   0.551308722E-005
   0.18703692212639761E-008   0.523179278E-005
   0.18734505544126812E-008   0.501696104E-005
   0.18765318875613862E-008   0.486096587E-005
   0.18796132207100913E-008   0.469138513E-005
   0.18826945538587964E-008   0.447237426E-005
   0.18857758870075014E-008   0.424899326E-005
   0.18888572201562065E-008   0.408062579E-005
   0.18919385533049116E-008   0.396053611E-005
   0.18950198864536166E-008   0.382866119E-005
   0.18981012196023217E-008   0.365503911E-005
   0.19011825527510268E-008   0.347802279E-005
   0.19042638858997318E-008   0.334736683E-005
   0.19073452190484369E-008   0.325573774E-005
   0.19104265521971420E-008   0.315305488E-005
   0.19135078853458470E-008   0.301681712E-005
   0.19165892184945521E-008   0.287864373E-005
   0.19196705516432572E-008   0.277713002E-005
   0.19227518847919622E-008   0.270669034E-005
   0.19258332179406673E-008   0.262825279E-005
   0.19289145510893724E-008   0.252265500E-005
   0.19319958842380774E-008   0.241455268E-005
   0.19350772173867825E-008   0.233634319E-005
   0.19381585505354876E-008   0.228360500E-005
   0.19412398836841926E-008   0.222354902E-005
   0.19443212168328977E-008   0.214131319E-005
   0.19474025499816028E-008   0.205782226E-005
