t              BoxCavity.fdtd_Point probe_Ey_20_30_24.dat
   0.37130064441896066E-009  -0.102463019E-006
   0.37284131099331319E-009  -0.105978664E-006
   0.37438197756766572E-009  -0.109621254E-006
   0.37592264414201826E-009  -0.113112584E-006
   0.37746331071637079E-009  -0.116521989E-006
   0.37900397729072333E-009  -0.120194997E-006
   0.38054464386507586E-009  -0.124281215E-006
   0.38208531043942839E-009  -0.128509882E-006
   0.38362597701378093E-009  -0.132556892E-006
   0.38516664358813346E-009  -0.136512682E-006
   0.38670731016248600E-009  -0.140781594E-006
   0.38824797673683853E-009  -0.145525647E-006
   0.38978864331119106E-009  -0.150425976E-006
   0.39132930988554360E-009  -0.155116894E-006
   0.39286997645989613E-009  -0.159706019E-006
   0.39441064303424866E-009  -0.164651226E-006
   0.39595130960860120E-009  -0.170138904E-006
   0.39749197618295373E-009  -0.175811508E-006
   0.39903264275730627E-009  -0.181248240E-006
   0.40057330933165880E-009  -0.186563270E-006
   0.40211397590601133E-009  -0.192281732E-006
   0.40365464248036387E-009  -0.198624434E-006
   0.40519530905471640E-009  -0.205180726E-006
   0.40673597562906894E-009  -0.211462080E-006
   0.40827664220342147E-009  -0.217601126E-006
   0.40981730877777400E-009  -0.224207710E-006
   0.41135797535212654E-009  -0.231535651E-006
   0.41289864192647907E-009  -0.239105503E-006
   0.41443930850083160E-009  -0.246351050E-006
   0.41597997507518414E-009  -0.253429050E-006
   0.41752064164953667E-009  -0.261047091E-006
   0.41906130822388921E-009  -0.269497065E-006
   0.42060197479824174E-009  -0.278223808E-006
   0.42214264137259427E-009  -0.286574391E-006
   0.42368330794694681E-009  -0.294728011E-006
   0.42522397452129934E-009  -0.303496591E-006
   0.42676464109565188E-009  -0.313217043E-006
   0.42830530767000441E-009  -0.323254227E-006
   0.42984597424435694E-009  -0.332857553E-006
   0.43138664081870948E-009  -0.342231345E-006
   0.43292730739306201E-009  -0.352308746E-006
   0.43446797396741454E-009  -0.363476204E-006
   0.43600864054176708E-009  -0.375003708E-006
   0.43754930711611961E-009  -0.386033179E-006
   0.43908997369047215E-009  -0.396801397E-006
   0.44063064026482468E-009  -0.408372784E-006
   0.44217130683917721E-009  -0.421186058E-006
   0.44371197341352975E-009  -0.434409770E-006
   0.44525263998788228E-009  -0.447062916E-006
   0.44679330656223482E-009  -0.459407374E-006
   0.44833397313658735E-009  -0.472657661E-006
   0.44987463971093988E-009  -0.487323916E-006
   0.45141530628529242E-009  -0.502459159E-006
   0.45295597285964495E-009  -0.516939394E-006
   0.45449663943399748E-009  -0.531067599E-006
   0.45603730600835002E-009  -0.546234219E-006
   0.45757797258270255E-009  -0.563013486E-006
   0.45911863915705509E-009  -0.580319067E-006
   0.46065930573140762E-009  -0.596874315E-006
   0.46219997230576015E-009  -0.613025804E-006
   0.46374063888011269E-009  -0.630350428E-006
   0.46528130545446522E-009  -0.649502113E-006
   0.46682197202881776E-009  -0.669249232E-006
   0.46836263860317029E-009  -0.688136367E-006
   0.46990330517752282E-009  -0.706554601E-006
   0.47144397175187536E-009  -0.726304279E-006
   0.47298463832622789E-009  -0.748133345E-006
   0.47452530490058042E-009  -0.770637826E-006
   0.47606597147493296E-009  -0.792162382E-006
   0.47760663804928549E-009  -0.813151189E-006
   0.47914730462363803E-009  -0.835640094E-006
   0.48068797119799056E-009  -0.860474302E-006
   0.48222863777234309E-009  -0.886071120E-006
   0.48376930434669563E-009  -0.910557958E-006
   0.48530997092104816E-009  -0.934430375E-006
   0.48685063749540070E-009  -0.959994054E-006
   0.48839130406975323E-009  -0.988213742E-006
   0.48993197064410576E-009  -0.101729449E-005
   0.49147263721845830E-009  -0.104510707E-005
   0.49301330379281083E-009  -0.107221433E-005
   0.49455397036716336E-009  -0.110123040E-005
   0.49609463694151590E-009  -0.113323983E-005
   0.49763530351586843E-009  -0.116620811E-005
   0.49917597009022097E-009  -0.119773631E-005
   0.50071663666457350E-009  -0.122846154E-005
   0.50225730323892603E-009  -0.126132886E-005
   0.50379796981327857E-009  -0.129757052E-005
   0.50533863638763110E-009  -0.133490357E-005
   0.50687930296198364E-009  -0.137061136E-005
   0.50841996953633617E-009  -0.140539555E-005
   0.50996063611068870E-009  -0.144258433E-005
   0.51150130268504124E-009  -0.148357526E-005
   0.51304196925939377E-009  -0.152577809E-005
   0.51458263583374630E-009  -0.156611986E-005
   0.51612330240809884E-009  -0.160541219E-005
   0.51766396898245137E-009  -0.164741641E-005
   0.51920463555680391E-009  -0.169368832E-005
   0.52074530213115644E-009  -0.174130616E-005
   0.52228596870550897E-009  -0.178683035E-005
   0.52382663527986151E-009  -0.183116947E-005
   0.52536730185421404E-009  -0.187853163E-005
   0.52690796842856658E-009  -0.193067626E-005
   0.52844863500291911E-009  -0.198433895E-005
   0.52998930157727164E-009  -0.203563627E-005
   0.53152996815162418E-009  -0.208556844E-005
   0.53307063472597671E-009  -0.213887756E-005
   0.53461130130032924E-009  -0.219755111E-005
   0.53615196787468178E-009  -0.225791678E-005
   0.53769263444903431E-009  -0.231562422E-005
   0.53923330102338685E-009  -0.237179643E-005
   0.54077396759773938E-009  -0.243171235E-005
   0.54231463417209191E-009  -0.249759114E-005
   0.54385530074644445E-009  -0.256537351E-005
   0.54539596732079698E-009  -0.263019933E-005
   0.54693663389514952E-009  -0.269326392E-005
   0.54847730046950205E-009  -0.276046944E-005
   0.55001796704385458E-009  -0.283435202E-005
   0.55155863361820712E-009  -0.291036554E-005
   0.55309930019255965E-009  -0.298304030E-005
   0.55463996676691218E-009  -0.305374647E-005
   0.55618063334126472E-009  -0.312908742E-005
   0.55772129991561725E-009  -0.321181687E-005
   0.55926196648996979E-009  -0.329684985E-005
   0.56080263306432232E-009  -0.337818415E-005
   0.56234329963867485E-009  -0.345735566E-005
   0.56388396621302739E-009  -0.354162194E-005
   0.56542463278737992E-009  -0.363405138E-005
   0.56696529936173246E-009  -0.372906629E-005
   0.56850596593608499E-009  -0.381996779E-005
   0.57004663251043752E-009  -0.390841251E-005
   0.57158729908479006E-009  -0.400252338E-005
   0.57312796565914259E-009  -0.410572829E-005
   0.57466863223349512E-009  -0.421173081E-005
   0.57620929880784766E-009  -0.431308217E-005
   0.57774996538220019E-009  -0.441174734E-005
   0.57929063195655273E-009  -0.451674396E-005
   0.58083129853090526E-009  -0.463173728E-005
   0.58237196510525779E-009  -0.474974422E-005
   0.58391263167961033E-009  -0.486262388E-005
   0.58545329825396286E-009  -0.497252768E-005
   0.58699396482831540E-009  -0.508935682E-005
   0.58853463140266793E-009  -0.521725042E-005
   0.59007529797702046E-009  -0.534854917E-005
   0.59161596455137300E-009  -0.547411082E-005
   0.59315663112572553E-009  -0.559624095E-005
   0.59469729770007806E-009  -0.572603903E-005
   0.59623796427443060E-009  -0.586813394E-005
   0.59777863084878313E-009  -0.601390047E-005
   0.59931929742313567E-009  -0.615320550E-005
   0.60085996399748820E-009  -0.628874341E-005
   0.60240063057184073E-009  -0.643276780E-005
   0.60394129714619327E-009  -0.659027910E-005
   0.60548196372054580E-009  -0.675183628E-005
   0.60702263029489834E-009  -0.690634488E-005
   0.60856329686925087E-009  -0.705660932E-005
   0.61010396344360340E-009  -0.721602191E-005
   0.61164463001795594E-009  -0.739028155E-005
   0.61318529659230847E-009  -0.756910731E-005
   0.61472596316666100E-009  -0.774011551E-005
   0.61626662974101354E-009  -0.790631111E-005
   0.61780729631536607E-009  -0.808256482E-005
   0.61934796288971861E-009  -0.827515305E-005
   0.62088862946407114E-009  -0.847265892E-005
   0.62242929603842367E-009  -0.866155005E-005
   0.62396996261277621E-009  -0.884521614E-005
   0.62551062918712874E-009  -0.903981618E-005
   0.62705129576148128E-009  -0.925211498E-005
   0.62859196233583381E-009  -0.946980344E-005
   0.63013262891018634E-009  -0.967820961E-005
   0.63167329548453888E-009  -0.988085958E-005
   0.63321396205889141E-009  -0.100952757E-004
   0.63475462863324394E-009  -0.103289931E-004
   0.63629529520759648E-009  -0.105686695E-004
   0.63783596178194901E-009  -0.107981541E-004
   0.63937662835630155E-009  -0.110212459E-004
   0.64091729493065408E-009  -0.112571915E-004
   0.64245796150500661E-009  -0.115142102E-004
   0.64399862807935915E-009  -0.117775826E-004
   0.64553929465371168E-009  -0.120297100E-004
   0.64707996122806422E-009  -0.122749207E-004
   0.64862062780241675E-009  -0.125342085E-004
   0.65016129437676928E-009  -0.128163319E-004
   0.65170196095112182E-009  -0.131051856E-004
   0.65324262752547435E-009  -0.133817530E-004
   0.65478329409982688E-009  -0.136508479E-004
   0.65632396067417942E-009  -0.139352369E-004
   0.65786462724853195E-009  -0.142443623E-004
   0.65940529382288449E-009  -0.145607246E-004
   0.66094596039723702E-009  -0.148636636E-004
   0.66248662697158955E-009  -0.151583945E-004
   0.66402729354594209E-009  -0.154696936E-004
   0.66556796012029462E-009  -0.158079019E-004
   0.66710862669464716E-009  -0.161539501E-004
   0.66864929326899969E-009  -0.164852245E-004
   0.67018995984335222E-009  -0.168073839E-004
   0.67173062641770476E-009  -0.171475331E-004
   0.67327129299205729E-009  -0.175169553E-004
   0.67481195956640982E-009  -0.178947830E-004
   0.67635262614076236E-009  -0.182564127E-004
   0.67789329271511489E-009  -0.186080852E-004
   0.67943395928946743E-009  -0.189791881E-004
   0.68097462586381996E-009  -0.193818560E-004
   0.68251529243817249E-009  -0.197935751E-004
   0.68405595901252503E-009  -0.201878102E-004
   0.68559662558687756E-009  -0.205711276E-004
   0.68713729216123010E-009  -0.209751524E-004
   0.68867795873558263E-009  -0.214132306E-004
   0.69021862530993516E-009  -0.218612440E-004
   0.69175929188428770E-009  -0.222903454E-004
   0.69329995845864023E-009  -0.227074015E-004
   0.69484062503299276E-009  -0.231465929E-004
   0.69638129160734530E-009  -0.236224168E-004
   0.69792195818169783E-009  -0.241089147E-004
   0.69946262475605037E-009  -0.245750562E-004
   0.70100329133040290E-009  -0.250281573E-004
   0.70254395790475543E-009  -0.255048035E-004
   0.70408462447910797E-009  -0.260206234E-004
   0.70562529105346050E-009  -0.265479684E-004
   0.70716595762781304E-009  -0.270535529E-004
   0.70870662420216557E-009  -0.275450402E-004
   0.71024729077651810E-009  -0.280615513E-004
   0.71178795735087064E-009  -0.286198683E-004
   0.71332862392522317E-009  -0.291904435E-004
   0.71486929049957570E-009  -0.297376955E-004
   0.71640995707392824E-009  -0.302698136E-004
   0.71795062364828077E-009  -0.308285817E-004
   0.71949129022263331E-009  -0.314318931E-004
   0.72103195679698584E-009  -0.320481522E-004
   0.72257262337133837E-009  -0.326393638E-004
   0.72411328994569091E-009  -0.332143936E-004
   0.72565395652004344E-009  -0.338179816E-004
   0.72719462309439598E-009  -0.344689615E-004
   0.72873528966874851E-009  -0.351333074E-004
   0.73027595624310104E-009  -0.357707868E-004
   0.73181662281745358E-009  -0.363912914E-004
   0.73335728939180611E-009  -0.370421221E-004
   0.73489795596615864E-009  -0.377429096E-004
   0.73643862254051118E-009  -0.384578743E-004
   0.73797928911486371E-009  -0.391444919E-004
   0.73951995568921625E-009  -0.398127158E-004
   0.74106062226356878E-009  -0.405127867E-004
   0.74260128883792131E-009  -0.412662957E-004
   0.74414195541227385E-009  -0.420349679E-004
   0.74568262198662638E-009  -0.427727427E-004
   0.74722328856097892E-009  -0.434906615E-004
   0.74876395513533145E-009  -0.442429082E-004
   0.75030462170968398E-009  -0.450517255E-004
   0.75184528828403652E-009  -0.458758659E-004
   0.75338595485838905E-009  -0.466673409E-004
   0.75492662143274158E-009  -0.474381159E-004
   0.75646728800709412E-009  -0.482445612E-004
   0.75800795458144665E-009  -0.491104038E-004
   0.75954862115579919E-009  -0.499931484E-004
   0.76108928773015172E-009  -0.508414705E-004
   0.76262995430450425E-009  -0.516667460E-004
   0.76417062087885679E-009  -0.525294090E-004
   0.76571128745320932E-009  -0.534556420E-004
   0.76725195402756186E-009  -0.543994756E-004
   0.76879262060191439E-009  -0.553059035E-004
   0.77033328717626692E-009  -0.561881970E-004
   0.77187395375061946E-009  -0.571103556E-004
   0.77341462032497199E-009  -0.580985652E-004
   0.77495528689932452E-009  -0.591047174E-004
   0.77649595347367706E-009  -0.600725652E-004
   0.77803662004802959E-009  -0.610151947E-004
   0.77957728662238213E-009  -0.619980565E-004
   0.78111795319673466E-009  -0.630498471E-004
   0.78265861977108719E-009  -0.641219012E-004
   0.78419928634543973E-009  -0.651537193E-004
   0.78573995291979226E-009  -0.661575104E-004
   0.78728061949414480E-009  -0.672035021E-004
   0.78882128606849733E-009  -0.683226390E-004
   0.79036195264284986E-009  -0.694620394E-004
   0.79190261921720240E-009  -0.705581406E-004
   0.79344328579155493E-009  -0.716259310E-004
   0.79498395236590746E-009  -0.727385996E-004
   0.79652461894026000E-009  -0.739261159E-004
   0.79806528551461253E-009  -0.751337720E-004
   0.79960595208896507E-009  -0.762974159E-004
   0.80114661866331760E-009  -0.774318905E-004
   0.80268728523767013E-009  -0.786117234E-004
   0.80422795181202267E-009  -0.798691617E-004
   0.80576861838637520E-009  -0.811483842E-004
   0.80730928496072774E-009  -0.823812370E-004
   0.80884995153508027E-009  -0.835826722E-004
   0.81039061810943280E-009  -0.848318305E-004
   0.81193128468378534E-009  -0.861622684E-004
   0.81347195125813787E-009  -0.875142141E-004
   0.81501261783249040E-009  -0.888171635E-004
   0.81655328440684294E-009  -0.900880550E-004
   0.81809395098119547E-009  -0.914085394E-004
   0.81963461755554801E-009  -0.928123991E-004
   0.82117528412990054E-009  -0.942383122E-004
   0.82271595070425307E-009  -0.956137592E-004
   0.82425661727860561E-009  -0.969555622E-004
   0.82579728385295814E-009  -0.983480204E-004
   0.82733795042731068E-009  -0.998267496E-004
   0.82887861700166321E-009  -0.101328282E-003
   0.83041928357601574E-009  -0.102777245E-003
   0.83195995015036828E-009  -0.104191167E-003
   0.83350061672472081E-009  -0.105657055E-003
   0.83504128329907334E-009  -0.107211403E-003
   0.83658194987342588E-009  -0.108789107E-003
   0.83812261644777841E-009  -0.110312772E-003
   0.83966328302213095E-009  -0.111800007E-003
   0.84120394959648348E-009  -0.113340044E-003
   0.84274461617083601E-009  -0.114970659E-003
   0.84428528274518855E-009  -0.116625306E-003
   0.84582594931954108E-009  -0.118224511E-003
   0.84736661589389362E-009  -0.119785858E-003
   0.84890728246824615E-009  -0.121400430E-003
   0.85044794904259868E-009  -0.123107588E-003
   0.85198861561695122E-009  -0.124839949E-003
   0.85352928219130375E-009  -0.126515442E-003
   0.85506994876565628E-009  -0.128150961E-003
   0.85661061534000882E-009  -0.129840351E-003
   0.85815128191436135E-009  -0.131624751E-003
   0.85969194848871389E-009  -0.133434660E-003
   0.86123261506306642E-009  -0.135185692E-003
   0.86277328163741895E-009  -0.136895775E-003
   0.86431394821177149E-009  -0.138660675E-003
   0.86585461478612402E-009  -0.140521573E-003
   0.86739528136047656E-009  -0.142407865E-003
   0.86893594793482909E-009  -0.144234582E-003
   0.87047661450918162E-009  -0.146019825E-003
   0.87201728108353416E-009  -0.147859857E-003
   0.87355794765788669E-009  -0.149796208E-003
   0.87509861423223922E-009  -0.151758213E-003
   0.87663928080659176E-009  -0.153660410E-003
   0.87817994738094429E-009  -0.155520174E-003
   0.87972061395529683E-009  -0.157433984E-003
   0.88126128052964936E-009  -0.159444782E-003
   0.88280194710400189E-009  -0.161482167E-003
   0.88434261367835443E-009  -0.163458695E-003
   0.88588328025270696E-009  -0.165391117E-003
   0.88742394682705950E-009  -0.167378050E-003
   0.88896461340141203E-009  -0.169462946E-003
   0.89050527997576456E-009  -0.171573367E-003
   0.89204594655011710E-009  -0.173621898E-003
   0.89358661312446963E-009  -0.175627109E-003
   0.89512727969882216E-009  -0.177686510E-003
   0.89666794627317470E-009  -0.179841940E-003
   0.89820861284752723E-009  -0.182022894E-003
   0.89974927942187977E-009  -0.184143384E-003
   0.90128994599623230E-009  -0.186219579E-003
   0.90283061257058483E-009  -0.188347854E-003
   0.90437127914493737E-009  -0.190572158E-003
   0.90591194571928990E-009  -0.192822277E-003
   0.90745261229364244E-009  -0.195010856E-003
   0.90899327886799497E-009  -0.197155139E-003
   0.91053394544234750E-009  -0.199352056E-003
   0.91207461201670004E-009  -0.201642804E-003
   0.91361527859105257E-009  -0.203956923E-003
   0.91515594516540510E-009  -0.206211436E-003
   0.91669661173975764E-009  -0.208423648E-003
   0.91823727831411017E-009  -0.210685117E-003
   0.91977794488846271E-009  -0.213036692E-003
   0.92131861146281524E-009  -0.215413558E-003
   0.92285927803716777E-009  -0.217733163E-003
   0.92439994461152031E-009  -0.220007525E-003
   0.92594061118587284E-009  -0.222328177E-003
   0.92748127776022538E-009  -0.224740303E-003
   0.92902194433457791E-009  -0.227178112E-003
   0.93056261090893044E-009  -0.229555400E-003
   0.93210327748328298E-009  -0.231886690E-003
