t              pw-in-box.fdtd_inbox_Ex_3_3_3.dat       incid
   0.13450019004795921E-007  -0.213797605E-006   0.000000000E+000
   0.13465425670322606E-007  -0.215025040E-006   0.000000000E+000
   0.13480832335849291E-007  -0.214304876E-006   0.000000000E+000
   0.13496239001375976E-007  -0.213626521E-006   0.000000000E+000
   0.13511645666902661E-007  -0.214423395E-006   0.000000000E+000
   0.13527052332429346E-007  -0.214340446E-006   0.000000000E+000
   0.13542458997956031E-007  -0.213089663E-006   0.000000000E+000
   0.13557865663482715E-007  -0.213389725E-006   0.000000000E+000
   0.13573272329009400E-007  -0.214840270E-006   0.000000000E+000
   0.13588678994536085E-007  -0.214986287E-006   0.000000000E+000
   0.13604085660062770E-007  -0.214299419E-006   0.000000000E+000
   0.13619492325589455E-007  -0.213938719E-006   0.000000000E+000
   0.13634898991116140E-007  -0.213449596E-006   0.000000000E+000
   0.13650305656642825E-007  -0.213488448E-006   0.000000000E+000
   0.13665712322169510E-007  -0.214716422E-006   0.000000000E+000
   0.13681118987696195E-007  -0.215141483E-006   0.000000000E+000
   0.13696525653222880E-007  -0.214070340E-006   0.000000000E+000
   0.13711932318749565E-007  -0.213896470E-006   0.000000000E+000
   0.13727338984276249E-007  -0.214652133E-006   0.000000000E+000
   0.13742745649802934E-007  -0.214070340E-006   0.000000000E+000
   0.13758152315329619E-007  -0.213260947E-006   0.000000000E+000
   0.13773558980856304E-007  -0.214361094E-006   0.000000000E+000
   0.13788965646382989E-007  -0.215506134E-006   0.000000000E+000
   0.13804372311909674E-007  -0.214797595E-006   0.000000000E+000
   0.13819778977436359E-007  -0.213891227E-006   0.000000000E+000
   0.13835185642963044E-007  -0.213853653E-006   0.000000000E+000
   0.13850592308489729E-007  -0.213884846E-006   0.000000000E+000
   0.13865998974016414E-007  -0.214336922E-006   0.000000000E+000
   0.13881405639543098E-007  -0.215222826E-006   0.000000000E+000
   0.13896812305069783E-007  -0.214937856E-006   0.000000000E+000
   0.13912218970596468E-007  -0.213966288E-006   0.000000000E+000
   0.13927625636123153E-007  -0.214256502E-006   0.000000000E+000
   0.13943032301649838E-007  -0.214739288E-006   0.000000000E+000
   0.13958438967176523E-007  -0.213959154E-006   0.000000000E+000
   0.13973845632703208E-007  -0.213870507E-006   0.000000000E+000
   0.13989252298229893E-007  -0.215303729E-006   0.000000000E+000
   0.14004658963756578E-007  -0.215604857E-006   0.000000000E+000
   0.14020065629283263E-007  -0.214261604E-006   0.000000000E+000
   0.14035472294809948E-007  -0.213729365E-006   0.000000000E+000
   0.14050878960336632E-007  -0.214261689E-006   0.000000000E+000
   0.14066285625863317E-007  -0.214560771E-006   0.000000000E+000
   0.14081692291390002E-007  -0.214946255E-006   0.000000000E+000
   0.14097098956916687E-007  -0.215314614E-006   0.000000000E+000
   0.14112505622443372E-007  -0.214674131E-006   0.000000000E+000
   0.14127912287970057E-007  -0.214075456E-006   0.000000000E+000
   0.14143318953496742E-007  -0.214623626E-006   0.000000000E+000
   0.14158725619023427E-007  -0.214778765E-006   0.000000000E+000
   0.14174132284550112E-007  -0.214144265E-006   0.000000000E+000
   0.14189538950076797E-007  -0.214700350E-006   0.000000000E+000
   0.14204945615603481E-007  -0.215850903E-006   0.000000000E+000
   0.14220352281130166E-007  -0.215182951E-006   0.000000000E+000
   0.14235758946656851E-007  -0.213812982E-006   0.000000000E+000
   0.14251165612183536E-007  -0.214078369E-006   0.000000000E+000
   0.14266572277710221E-007  -0.214972971E-006   0.000000000E+000
   0.14281978943236906E-007  -0.215102958E-006   0.000000000E+000
   0.14297385608763591E-007  -0.215187299E-006   0.000000000E+000
   0.14312792274290276E-007  -0.215196877E-006   0.000000000E+000
   0.14328198939816961E-007  -0.214551420E-006   0.000000000E+000
   0.14343605605343646E-007  -0.214360227E-006   0.000000000E+000
   0.14359012270870330E-007  -0.214954213E-006   0.000000000E+000
   0.14374418936397015E-007  -0.214887905E-006   0.000000000E+000
   0.14389825601923700E-007  -0.214590614E-006   0.000000000E+000
   0.14405232267450385E-007  -0.215424450E-006   0.000000000E+000
   0.14420638932977070E-007  -0.215860496E-006   0.000000000E+000
   0.14436045598503755E-007  -0.214579941E-006   0.000000000E+000
   0.14451452264030440E-007  -0.213827875E-006   0.000000000E+000
   0.14466858929557125E-007  -0.214865466E-006   0.000000000E+000
   0.14482265595083810E-007  -0.215617703E-006   0.000000000E+000
   0.14497672260610495E-007  -0.215301469E-006   0.000000000E+000
   0.14513078926137180E-007  -0.215183505E-006   0.000000000E+000
   0.14528485591663864E-007  -0.215106922E-006   0.000000000E+000
   0.14543892257190549E-007  -0.214629935E-006   0.000000000E+000
   0.14559298922717234E-007  -0.214734527E-006   0.000000000E+000
   0.14574705588243919E-007  -0.215261608E-006   0.000000000E+000
   0.14590112253770604E-007  -0.215118305E-006   0.000000000E+000
   0.14605518919297289E-007  -0.215114781E-006   0.000000000E+000
   0.14620925584823974E-007  -0.215800853E-006   0.000000000E+000
   0.14636332250350659E-007  -0.215487375E-006   0.000000000E+000
   0.14651738915877344E-007  -0.214218446E-006   0.000000000E+000
   0.14667145581404029E-007  -0.214402064E-006   0.000000000E+000
   0.14682552246930713E-007  -0.215752152E-006   0.000000000E+000
   0.14697958912457398E-007  -0.215900812E-006   0.000000000E+000
   0.14713365577984083E-007  -0.215210164E-006   0.000000000E+000
   0.14728772243510768E-007  -0.215170786E-006   0.000000000E+000
   0.14744178909037453E-007  -0.215172150E-006   0.000000000E+000
   0.14759585574564138E-007  -0.214856740E-006   0.000000000E+000
   0.14774992240090823E-007  -0.215134634E-006   0.000000000E+000
   0.14790398905617508E-007  -0.215573834E-006   0.000000000E+000
   0.14805805571144193E-007  -0.215415056E-006   0.000000000E+000
   0.14821212236670878E-007  -0.215507555E-006   0.000000000E+000
   0.14836618902197563E-007  -0.215806310E-006   0.000000000E+000
   0.14852025567724247E-007  -0.215074351E-006   0.000000000E+000
   0.14867432233250932E-007  -0.214357982E-006   0.000000000E+000
   0.14882838898777617E-007  -0.215315325E-006   0.000000000E+000
   0.14898245564304302E-007  -0.216359211E-006   0.000000000E+000
   0.14913652229830987E-007  -0.215775074E-006   0.000000000E+000
   0.14929058895357672E-007  -0.215066365E-006   0.000000000E+000
   0.14944465560884357E-007  -0.215323524E-006   0.000000000E+000
   0.14959872226411042E-007  -0.215375707E-006   0.000000000E+000
   0.14975278891937727E-007  -0.215147949E-006   0.000000000E+000
   0.14990685557464412E-007  -0.215538464E-006   0.000000000E+000
   0.15006092222991096E-007  -0.215881030E-006   0.000000000E+000
   0.15021498888517781E-007  -0.215658375E-006   0.000000000E+000
   0.15036905554044466E-007  -0.215668990E-006   0.000000000E+000
   0.15052312219571151E-007  -0.215629854E-006   0.000000000E+000
   0.15067718885097836E-007  -0.214941835E-006   0.000000000E+000
   0.15083125550624521E-007  -0.214965183E-006   0.000000000E+000
   0.15098532216151206E-007  -0.216183793E-006   0.000000000E+000
   0.15113938881677891E-007  -0.216490946E-006   0.000000000E+000
   0.15129345547204576E-007  -0.215441389E-006   0.000000000E+000
   0.15144752212731261E-007  -0.215113644E-006   0.000000000E+000
   0.15160158878257946E-007  -0.215660364E-006   0.000000000E+000
   0.15175565543784630E-007  -0.215621313E-006   0.000000000E+000
   0.15190972209311315E-007  -0.215454136E-006   0.000000000E+000
   0.15206378874838000E-007  -0.215935401E-006   0.000000000E+000
   0.15221785540364685E-007  -0.216122388E-006   0.000000000E+000
   0.15237192205891370E-007  -0.215758419E-006   0.000000000E+000
   0.15252598871418055E-007  -0.215667370E-006   0.000000000E+000
   0.15268005536944740E-007  -0.215538577E-006   0.000000000E+000
   0.15283412202471425E-007  -0.215209738E-006   0.000000000E+000
   0.15298818867998110E-007  -0.215764743E-006   0.000000000E+000
   0.15314225533524795E-007  -0.216689557E-006   0.000000000E+000
   0.15329632199051479E-007  -0.216225999E-006   0.000000000E+000
   0.15345038864578164E-007  -0.215202419E-006   0.000000000E+000
   0.15360445530104849E-007  -0.215451792E-006   0.000000000E+000
   0.15375852195631534E-007  -0.216066766E-006   0.000000000E+000
   0.15391258861158219E-007  -0.215825722E-006   0.000000000E+000
   0.15406665526684904E-007  -0.215770200E-006   0.000000000E+000
   0.15422072192211589E-007  -0.216292847E-006   0.000000000E+000
   0.15437478857738274E-007  -0.216229580E-006   0.000000000E+000
   0.15452885523264959E-007  -0.215731433E-006   0.000000000E+000
   0.15468292188791644E-007  -0.215683784E-006   0.000000000E+000
   0.15483698854318328E-007  -0.215707189E-006   0.000000000E+000
   0.15499105519845013E-007  -0.215755321E-006   0.000000000E+000
   0.15514512185371698E-007  -0.216422634E-006   0.000000000E+000
   0.15529918850898383E-007  -0.216745661E-006   0.000000000E+000
   0.15545325516425068E-007  -0.215840757E-006   0.000000000E+000
   0.15560732181951753E-007  -0.215278021E-006   0.000000000E+000
   0.15576138847478438E-007  -0.215997815E-006   0.000000000E+000
   0.15591545513005123E-007  -0.216395293E-006   0.000000000E+000
   0.15606952178531808E-007  -0.215973657E-006   0.000000000E+000
   0.15622358844058493E-007  -0.216102478E-006   0.000000000E+000
   0.15637765509585178E-007  -0.216554440E-006   0.000000000E+000
   0.15653172175111862E-007  -0.216190159E-006   0.000000000E+000
   0.15668578840638547E-007  -0.215701306E-006   0.000000000E+000
   0.15683985506165232E-007  -0.215885336E-006   0.000000000E+000
   0.15699392171691917E-007  -0.216120554E-006   0.000000000E+000
   0.15714798837218602E-007  -0.216316977E-006   0.000000000E+000
   0.15730205502745287E-007  -0.216737760E-006   0.000000000E+000
   0.15745612168271972E-007  -0.216509392E-006   0.000000000E+000
   0.15761018833798657E-007  -0.215632994E-006   0.000000000E+000
   0.15776425499325342E-007  -0.215695678E-006   0.000000000E+000
   0.15791832164852027E-007  -0.216560565E-006   0.000000000E+000
   0.15807238830378711E-007  -0.216563762E-006   0.000000000E+000
   0.15822645495905396E-007  -0.216108518E-006   0.000000000E+000
   0.15838052161432081E-007  -0.216434628E-006   0.000000000E+000
   0.15853458826958766E-007  -0.216676440E-006   0.000000000E+000
   0.15868865492485451E-007  -0.216081062E-006   0.000000000E+000
   0.15884272158012136E-007  -0.215823547E-006   0.000000000E+000
   0.15899678823538821E-007  -0.216310838E-006   0.000000000E+000
   0.15915085489065506E-007  -0.216600966E-006   0.000000000E+000
   0.15930492154592191E-007  -0.216666933E-006   0.000000000E+000
   0.15945898820118876E-007  -0.216733000E-006   0.000000000E+000
   0.15961305485645561E-007  -0.216258883E-006   0.000000000E+000
   0.15976712151172245E-007  -0.215760551E-006   0.000000000E+000
   0.15992118816698930E-007  -0.216304770E-006   0.000000000E+000
   0.16007525482225615E-007  -0.216963315E-006   0.000000000E+000
   0.16022932147752300E-007  -0.216593207E-006   0.000000000E+000
   0.16038338813278985E-007  -0.216284803E-006   0.000000000E+000
   0.16053745478805670E-007  -0.216724970E-006   0.000000000E+000
   0.16069152144332355E-007  -0.216670131E-006   0.000000000E+000
   0.16084558809859040E-007  -0.216039382E-006   0.000000000E+000
   0.16099965475385725E-007  -0.216181448E-006   0.000000000E+000
   0.16115372140912410E-007  -0.216843716E-006   0.000000000E+000
   0.16130778806439094E-007  -0.216934509E-006   0.000000000E+000
   0.16146185471965779E-007  -0.216742677E-006   0.000000000E+000
   0.16161592137492464E-007  -0.216605386E-006   0.000000000E+000
   0.16176998803019149E-007  -0.216221949E-006   0.000000000E+000
   0.16192405468545834E-007  -0.216182571E-006   0.000000000E+000
   0.16207812134072519E-007  -0.216886065E-006   0.000000000E+000
   0.16223218799599204E-007  -0.217136218E-006   0.000000000E+000
   0.16238625465125889E-007  -0.216576240E-006   0.000000000E+000
   0.16254032130652574E-007  -0.216523375E-006   0.000000000E+000
   0.16269438796179259E-007  -0.216934794E-006   0.000000000E+000
   0.16284845461705943E-007  -0.216614183E-006   0.000000000E+000
   0.16300252127232628E-007  -0.216186478E-006   0.000000000E+000
   0.16315658792759313E-007  -0.216724203E-006   0.000000000E+000
   0.16331065458285998E-007  -0.217285077E-006   0.000000000E+000
   0.16346472123812683E-007  -0.217010339E-006   0.000000000E+000
   0.16361878789339368E-007  -0.216664432E-006   0.000000000E+000
   0.16377285454866053E-007  -0.216583899E-006   0.000000000E+000
   0.16392692120392738E-007  -0.216461473E-006   0.000000000E+000
   0.16408098785919423E-007  -0.216718917E-006   0.000000000E+000
   0.16423505451446108E-007  -0.217277346E-006   0.000000000E+000
   0.16438912116972793E-007  -0.217131657E-006   0.000000000E+000
   0.16454318782499477E-007  -0.216611610E-006   0.000000000E+000
   0.16469725448026162E-007  -0.216802661E-006   0.000000000E+000
   0.16485132113552847E-007  -0.217061597E-006   0.000000000E+000
   0.16500538779079532E-007  -0.216619313E-006   0.000000000E+000
   0.16515945444606217E-007  -0.216553019E-006   0.000000000E+000
   0.16531352110132902E-007  -0.217288587E-006   0.000000000E+000
   0.16546758775659587E-007  -0.217478501E-006   0.000000000E+000
   0.16562165441186272E-007  -0.216886619E-006   0.000000000E+000
   0.16577572106712957E-007  -0.216640430E-006   0.000000000E+000
   0.16592978772239642E-007  -0.216789630E-006   0.000000000E+000
   0.16608385437766326E-007  -0.216872209E-006   0.000000000E+000
   0.16623792103293011E-007  -0.217174346E-006   0.000000000E+000
   0.16639198768819696E-007  -0.217444068E-006   0.000000000E+000
   0.16654605434346381E-007  -0.217070522E-006   0.000000000E+000
   0.16670012099873066E-007  -0.216750479E-006   0.000000000E+000
   0.16685418765399751E-007  -0.217082118E-006   0.000000000E+000
   0.16700825430926436E-007  -0.217147701E-006   0.000000000E+000
   0.16716232096453121E-007  -0.216766693E-006   0.000000000E+000
   0.16731638761979806E-007  -0.217054733E-006   0.000000000E+000
   0.16747045427506491E-007  -0.217690513E-006   0.000000000E+000
   0.16762452093033176E-007  -0.217406523E-006   0.000000000E+000
   0.16777858758559860E-007  -0.216748475E-006   0.000000000E+000
   0.16793265424086545E-007  -0.216828994E-006   0.000000000E+000
   0.16808672089613230E-007  -0.217179490E-006   0.000000000E+000
   0.16824078755139915E-007  -0.217273595E-006   0.000000000E+000
   0.16839485420666600E-007  -0.217445972E-006   0.000000000E+000
   0.16854892086193285E-007  -0.217466351E-006   0.000000000E+000
   0.16870298751719970E-007  -0.217065406E-006   0.000000000E+000
   0.16885705417246655E-007  -0.216984574E-006   0.000000000E+000
   0.16901112082773340E-007  -0.217334446E-006   0.000000000E+000
   0.16916518748300025E-007  -0.217255078E-006   0.000000000E+000
   0.16931925413826709E-007  -0.217060048E-006   0.000000000E+000
   0.16947332079353394E-007  -0.217537533E-006   0.000000000E+000
   0.16962738744880079E-007  -0.217830447E-006   0.000000000E+000
   0.16978145410406764E-007  -0.217201134E-006   0.000000000E+000
   0.16993552075933449E-007  -0.216790937E-006   0.000000000E+000
   0.17008958741460134E-007  -0.217243951E-006   0.000000000E+000
   0.17024365406986819E-007  -0.217595115E-006   0.000000000E+000
   0.17039772072513504E-007  -0.217529617E-006   0.000000000E+000
   0.17055178738040189E-007  -0.217557769E-006   0.000000000E+000
   0.17070585403566874E-007  -0.217467260E-006   0.000000000E+000
   0.17085992069093558E-007  -0.217168079E-006   0.000000000E+000
   0.17101398734620243E-007  -0.217271193E-006   0.000000000E+000
   0.17116805400146928E-007  -0.217560157E-006   0.000000000E+000
   0.17132212065673613E-007  -0.217423647E-006   0.000000000E+000
   0.17147618731200298E-007  -0.217423278E-006   0.000000000E+000
   0.17163025396726983E-007  -0.217863743E-006   0.000000000E+000
   0.17178432062253668E-007  -0.217748507E-006   0.000000000E+000
   0.17193838727780353E-007  -0.217065690E-006   0.000000000E+000
   0.17209245393307038E-007  -0.217102013E-006   0.000000000E+000
   0.17224652058833723E-007  -0.217755257E-006   0.000000000E+000
   0.17240058724360408E-007  -0.217874117E-006   0.000000000E+000
   0.17255465389887092E-007  -0.217621860E-006   0.000000000E+000
   0.17270872055413777E-007  -0.217615991E-006   0.000000000E+000
   0.17286278720940462E-007  -0.217536453E-006   0.000000000E+000
   0.17301685386467147E-007  -0.217365525E-006   0.000000000E+000
   0.17317092051993832E-007  -0.217568441E-006   0.000000000E+000
   0.17332498717520517E-007  -0.217775423E-006   0.000000000E+000
   0.17347905383047202E-007  -0.217643887E-006   0.000000000E+000
   0.17363312048573887E-007  -0.217747925E-006   0.000000000E+000
   0.17378718714100572E-007  -0.217988429E-006   0.000000000E+000
   0.17394125379627257E-007  -0.217596948E-006   0.000000000E+000
   0.17409532045153941E-007  -0.217157279E-006   0.000000000E+000
   0.17424938710680626E-007  -0.217615138E-006   0.000000000E+000
   0.17440345376207311E-007  -0.218176169E-006   0.000000000E+000
   0.17455752041733996E-007  -0.217951083E-006   0.000000000E+000
   0.17471158707260681E-007  -0.217640704E-006   0.000000000E+000
   0.17486565372787366E-007  -0.217726807E-006   0.000000000E+000
   0.17501972038314051E-007  -0.217692673E-006   0.000000000E+000
   0.17517378703840736E-007  -0.217612012E-006   0.000000000E+000
   0.17532785369367421E-007  -0.217854605E-006   0.000000000E+000
   0.17548192034894106E-007  -0.217987150E-006   0.000000000E+000
   0.17563598700420791E-007  -0.217864581E-006   0.000000000E+000
   0.17579005365947475E-007  -0.217960221E-006   0.000000000E+000
   0.17594412031474160E-007  -0.217978808E-006   0.000000000E+000
   0.17609818697000845E-007  -0.217549854E-006   0.000000000E+000
   0.17625225362527530E-007  -0.217502105E-006   0.000000000E+000
   0.17640632028054215E-007  -0.218154938E-006   0.000000000E+000
   0.17656038693580900E-007  -0.218376712E-006   0.000000000E+000
   0.17671445359107585E-007  -0.217888598E-006   0.000000000E+000
   0.17686852024634270E-007  -0.217712966E-006   0.000000000E+000
   0.17702258690160955E-007  -0.217931955E-006   0.000000000E+000
   0.17717665355687640E-007  -0.217897323E-006   0.000000000E+000
   0.17733072021214324E-007  -0.217867509E-006   0.000000000E+000
   0.17748478686741009E-007  -0.218123532E-006   0.000000000E+000
   0.17763885352267694E-007  -0.218178840E-006   0.000000000E+000
   0.17779292017794379E-007  -0.218031289E-006   0.000000000E+000
   0.17794698683321064E-007  -0.218064585E-006   0.000000000E+000
   0.17810105348847749E-007  -0.217966843E-006   0.000000000E+000
   0.17825512014374434E-007  -0.217704994E-006   0.000000000E+000
   0.17840918679901119E-007  -0.217990475E-006   0.000000000E+000
   0.17856325345427804E-007  -0.218542596E-006   0.000000000E+000
   0.17871732010954489E-007  -0.218355098E-006   0.000000000E+000
   0.17887138676481174E-007  -0.217828457E-006   0.000000000E+000
   0.17902545342007858E-007  -0.217917602E-006   0.000000000E+000
   0.17917952007534543E-007  -0.218197030E-006   0.000000000E+000
   0.17933358673061228E-007  -0.218098833E-006   0.000000000E+000
   0.17948765338587913E-007  -0.218115943E-006   0.000000000E+000
   0.17964172004114598E-007  -0.218367560E-006   0.000000000E+000
   0.17979578669641283E-007  -0.218320949E-006   0.000000000E+000
   0.17994985335167968E-007  -0.218129898E-006   0.000000000E+000
   0.18010392000694653E-007  -0.218136506E-006   0.000000000E+000
   0.18025798666221338E-007  -0.218066120E-006   0.000000000E+000
   0.18041205331748023E-007  -0.218036803E-006   0.000000000E+000
   0.18056611997274707E-007  -0.218449415E-006   0.000000000E+000
   0.18072018662801392E-007  -0.218694481E-006   0.000000000E+000
   0.18087425328328077E-007  -0.218228294E-006   0.000000000E+000
   0.18102831993854762E-007  -0.217901800E-006   0.000000000E+000
   0.18118238659381447E-007  -0.218243173E-006   0.000000000E+000
   0.18133645324908132E-007  -0.218448619E-006   0.000000000E+000
   0.18149051990434817E-007  -0.218270955E-006   0.000000000E+000
   0.18164458655961502E-007  -0.218358338E-006   0.000000000E+000
   0.18179865321488187E-007  -0.218569085E-006   0.000000000E+000
   0.18195271987014872E-007  -0.218398029E-006   0.000000000E+000
   0.18210678652541556E-007  -0.218201450E-006   0.000000000E+000
   0.18226085318068241E-007  -0.218269122E-006   0.000000000E+000
   0.18241491983594926E-007  -0.218305715E-006   0.000000000E+000
   0.18256898649121611E-007  -0.218424759E-006   0.000000000E+000
   0.18272305314648296E-007  -0.218744361E-006   0.000000000E+000
   0.18287711980174981E-007  -0.218657703E-006   0.000000000E+000
   0.18303118645701666E-007  -0.218155989E-006   0.000000000E+000
   0.18318525311228351E-007  -0.218154923E-006   0.000000000E+000
   0.18333931976755036E-007  -0.218604811E-006   0.000000000E+000
   0.18349338642281721E-007  -0.218628912E-006   0.000000000E+000
   0.18364745307808406E-007  -0.218423381E-006   0.000000000E+000
   0.18380151973335090E-007  -0.218593996E-006   0.000000000E+000
   0.18395558638861775E-007  -0.218708621E-006   0.000000000E+000
   0.18410965304388460E-007  -0.218432248E-006   0.000000000E+000
   0.18426371969915145E-007  -0.218319343E-006   0.000000000E+000
   0.18441778635441830E-007  -0.218510081E-006   0.000000000E+000
   0.18457185300968515E-007  -0.218619903E-006   0.000000000E+000
   0.18472591966495200E-007  -0.218733760E-006   0.000000000E+000
   0.18487998632021885E-007  -0.218848683E-006   0.000000000E+000
   0.18503405297548570E-007  -0.218568815E-006   0.000000000E+000
   0.18518811963075255E-007  -0.218248729E-006   0.000000000E+000
   0.18534218628601939E-007  -0.218533060E-006   0.000000000E+000
   0.18549625294128624E-007  -0.218902954E-006   0.000000000E+000
   0.18565031959655309E-007  -0.218730264E-006   0.000000000E+000
   0.18580438625181994E-007  -0.218583750E-006   0.000000000E+000
   0.18595845290708679E-007  -0.218810271E-006   0.000000000E+000
   0.18611251956235364E-007  -0.218784919E-006   0.000000000E+000
   0.18626658621762049E-007  -0.218481247E-006   0.000000000E+000
   0.18642065287288734E-007  -0.218539611E-006   0.000000000E+000
   0.18657471952815419E-007  -0.218828376E-006   0.000000000E+000
   0.18672878618342104E-007  -0.218897327E-006   0.000000000E+000
   0.18688285283868789E-007  -0.218895721E-006   0.000000000E+000
   0.18703691949395473E-007  -0.218843539E-006   0.000000000E+000
   0.18719098614922158E-007  -0.218567166E-006   0.000000000E+000
   0.18734505280448843E-007  -0.218515453E-006   0.000000000E+000
   0.18749911945975528E-007  -0.218923120E-006   0.000000000E+000
   0.18765318611502213E-007  -0.219081258E-006   0.000000000E+000
   0.18780725277028898E-007  -0.218792152E-006   0.000000000E+000
   0.18796131942555583E-007  -0.218771333E-006   0.000000000E+000
   0.18811538608082268E-007  -0.218989214E-006   0.000000000E+000
   0.18826945273608953E-007  -0.218827523E-006   0.000000000E+000
   0.18842351939135638E-007  -0.218608648E-006   0.000000000E+000
   0.18857758604662322E-007  -0.218859469E-006   0.000000000E+000
   0.18873165270189007E-007  -0.219133639E-006   0.000000000E+000
   0.18888571935715692E-007  -0.219055735E-006   0.000000000E+000
   0.18903978601242377E-007  -0.218942660E-006   0.000000000E+000
   0.18919385266769062E-007  -0.218855632E-006   0.000000000E+000
   0.18934791932295747E-007  -0.218718171E-006   0.000000000E+000
   0.18950198597822432E-007  -0.218874220E-006   0.000000000E+000
   0.18965605263349117E-007  -0.219222940E-006   0.000000000E+000
   0.18981011928875802E-007  -0.219151289E-006   0.000000000E+000
   0.18996418594402487E-007  -0.218870255E-006   0.000000000E+000
   0.19011825259929171E-007  -0.218982620E-006   0.000000000E+000
   0.19027231925455856E-007  -0.219123834E-006   0.000000000E+000
   0.19042638590982541E-007  -0.218887948E-006   0.000000000E+000
   0.19058045256509226E-007  -0.218844008E-006   0.000000000E+000
   0.19073451922035911E-007  -0.219212637E-006   0.000000000E+000
   0.19088858587562596E-007  -0.219334538E-006   0.000000000E+000
   0.19104265253089281E-007  -0.219093863E-006   0.000000000E+000
   0.19119671918615966E-007  -0.218975302E-006   0.000000000E+000
   0.19135078584142651E-007  -0.218976538E-006   0.000000000E+000
   0.19150485249669336E-007  -0.218989996E-006   0.000000000E+000
   0.19165891915196021E-007  -0.219212211E-006   0.000000000E+000
   0.19181298580722705E-007  -0.219392945E-006   0.000000000E+000
   0.19196705246249390E-007  -0.219174112E-006   0.000000000E+000
   0.19212111911776075E-007  -0.219001706E-006   0.000000000E+000
   0.19227518577302760E-007  -0.219197048E-006   0.000000000E+000
   0.19242925242829445E-007  -0.219229022E-006   0.000000000E+000
   0.19258331908356130E-007  -0.219013643E-006   0.000000000E+000
   0.19273738573882815E-007  -0.219160441E-006   0.000000000E+000
   0.19289145239409500E-007  -0.219504500E-006   0.000000000E+000
   0.19304551904936185E-007  -0.219396881E-006   0.000000000E+000
   0.19319958570462870E-007  -0.219089543E-006   0.000000000E+000
   0.19335365235989554E-007  -0.219093664E-006   0.000000000E+000
   0.19350771901516239E-007  -0.219213575E-006   0.000000000E+000
   0.19366178567042924E-007  -0.219289092E-006   0.000000000E+000
   0.19381585232569609E-007  -0.219452204E-006   0.000000000E+000
   0.19396991898096294E-007  -0.219463999E-006   0.000000000E+000
   0.19412398563622979E-007  -0.219218492E-006   0.000000000E+000
   0.19427805229149664E-007  -0.219189531E-006   0.000000000E+000
   0.19443211894676349E-007  -0.219395091E-006   0.000000000E+000
   0.19458618560203034E-007  -0.219335519E-006   0.000000000E+000
   0.19474025225729719E-007  -0.219218322E-006   0.000000000E+000
   0.19489431891256404E-007  -0.219485415E-006   0.000000000E+000
   0.19504838556783088E-007  -0.219668507E-006   0.000000000E+000
   0.19520245222309773E-007  -0.219367635E-006   0.000000000E+000
   0.19535651887836458E-007  -0.219148433E-006   0.000000000E+000
   0.19551058553363143E-007  -0.219333174E-006   0.000000000E+000
   0.19566465218889828E-007  -0.219497224E-006   0.000000000E+000
   0.19581871884416513E-007  -0.219525816E-006   0.000000000E+000
   0.19597278549943198E-007  -0.219587108E-006   0.000000000E+000
   0.19612685215469883E-007  -0.219505466E-006   0.000000000E+000
   0.19628091880996568E-007  -0.219324534E-006   0.000000000E+000
   0.19643498546523253E-007  -0.219410339E-006   0.000000000E+000
   0.19658905212049937E-007  -0.219570950E-006   0.000000000E+000
   0.19674311877576622E-007  -0.219470365E-006   0.000000000E+000
   0.19689718543103307E-007  -0.219472852E-006   0.000000000E+000
   0.19705125208629992E-007  -0.219741182E-006   0.000000000E+000
   0.19720531874156677E-007  -0.219705313E-006   0.000000000E+000
   0.19735938539683362E-007  -0.219346347E-006   0.000000000E+000
   0.19751345205210047E-007  -0.219337366E-006   0.000000000E+000
   0.19766751870736732E-007  -0.219647404E-006   0.000000000E+000
   0.19782158536263417E-007  -0.219734360E-006   0.000000000E+000
   0.19797565201790102E-007  -0.219666333E-006   0.000000000E+000
   0.19812971867316787E-007  -0.219667612E-006   0.000000000E+000
   0.19828378532843471E-007  -0.219578880E-006   0.000000000E+000
   0.19843785198370156E-007  -0.219491753E-006   0.000000000E+000
   0.19859191863896841E-007  -0.219635098E-006   0.000000000E+000
   0.19874598529423526E-007  -0.219732499E-006   0.000000000E+000
   0.19890005194950211E-007  -0.219638693E-006   0.000000000E+000
   0.19905411860476896E-007  -0.219721599E-006   0.000000000E+000
   0.19920818526003581E-007  -0.219888364E-006   0.000000000E+000
   0.19936225191530266E-007  -0.219682235E-006   0.000000000E+000
   0.19951631857056951E-007  -0.219426781E-006   0.000000000E+000
   0.19967038522583636E-007  -0.219644534E-006   0.000000000E+000
   0.19982445188110320E-007  -0.219941612E-006   0.000000000E+000
   0.19997851853637005E-007  -0.219869435E-006   0.000000000E+000
