t              LineCurrent.fdtd_Bulk probe_Jz_9_23_20__10_26_20.dat
   0.84507393232702635E-008   0.702343732E-001
   0.84522800232380429E-008   0.709606782E-001
   0.84538207232058224E-008   0.716736987E-001
   0.84553614231736018E-008   0.723733008E-001
   0.84569021231413813E-008   0.730593577E-001
   0.84584428231091607E-008   0.737318099E-001
   0.84599835230769402E-008   0.743906200E-001
   0.84615242230447196E-008   0.750356615E-001
   0.84630649230124991E-008   0.756667852E-001
   0.84646056229802785E-008   0.762837827E-001
   0.84661463229480580E-008   0.768865049E-001
   0.84676870229158374E-008   0.774748549E-001
   0.84692277228836169E-008   0.780488029E-001
   0.84707684228513963E-008   0.786083341E-001
   0.84723091228191758E-008   0.791533887E-001
   0.84738498227869552E-008   0.796837583E-001
   0.84753905227547346E-008   0.801993012E-001
   0.84769312227225141E-008   0.806998909E-001
   0.84784719226902935E-008   0.811855271E-001
   0.84800126226580730E-008   0.816561803E-001
   0.84815533226258524E-008   0.821117982E-001
   0.84830940225936319E-008   0.825522989E-001
   0.84846347225614113E-008   0.829775482E-001
   0.84861754225291908E-008   0.833873749E-001
   0.84877161224969702E-008   0.837817118E-001
   0.84892568224647497E-008   0.841604993E-001
   0.84907975224325291E-008   0.845238119E-001
   0.84923382224003086E-008   0.848715976E-001
   0.84938789223680880E-008   0.852038041E-001
   0.84954196223358674E-008   0.855202526E-001
   0.84969603223036469E-008   0.858208537E-001
   0.84985010222714263E-008   0.861055776E-001
   0.85000417222392058E-008   0.863744467E-001
   0.85015824222069852E-008   0.866275057E-001
   0.85031231221747647E-008   0.868646875E-001
   0.85046638221425441E-008   0.870858952E-001
   0.85062045221103236E-008   0.872909725E-001
   0.85077452220781030E-008   0.874798894E-001
   0.85092859220458825E-008   0.876526535E-001
   0.85108266220136619E-008   0.878093392E-001
   0.85123673219814414E-008   0.879500061E-001
   0.85139080219492208E-008   0.880746245E-001
   0.85154487219170003E-008   0.881830975E-001
   0.85169894218847797E-008   0.882752985E-001
   0.85185301218525591E-008   0.883511528E-001
   0.85200708218203386E-008   0.884107351E-001
   0.85216115217881180E-008   0.884541273E-001
   0.85231522217558975E-008   0.884814188E-001
   0.85246929217236769E-008   0.884925574E-001
   0.85262336216914564E-008   0.884874612E-001
   0.85277743216592358E-008   0.884660557E-001
   0.85293150216270153E-008   0.884283856E-001
   0.85308557215947947E-008   0.883745551E-001
   0.85323964215625742E-008   0.883046761E-001
   0.85339371215303536E-008   0.882187188E-001
   0.85354778214981331E-008   0.881166160E-001
   0.85370185214659125E-008   0.879982561E-001
   0.85385592214336919E-008   0.878636762E-001
   0.85400999214014714E-008   0.877129734E-001
   0.85416406213692508E-008   0.875463337E-001
   0.85431813213370303E-008   0.873638615E-001
   0.85447220213048097E-008   0.871655345E-001
   0.85462627212725892E-008   0.869512483E-001
   0.85478034212403686E-008   0.867209733E-001
   0.85493441212081481E-008   0.864747316E-001
   0.85508848211759275E-008   0.862127393E-001
   0.85524255211437070E-008   0.859351531E-001
   0.85539662211114864E-008   0.856420472E-001
   0.85555069210792659E-008   0.853333771E-001
   0.85570476210470453E-008   0.850090235E-001
   0.85585883210148248E-008   0.846690014E-001
   0.85601290209826042E-008   0.843134522E-001
   0.85616697209503836E-008   0.839426145E-001
   0.85632104209181631E-008   0.835567191E-001
   0.85647511208859425E-008   0.831557885E-001
   0.85662918208537220E-008   0.827397332E-001
   0.85678325208215014E-008   0.823084936E-001
   0.85693732207892809E-008   0.818620846E-001
   0.85709139207570603E-008   0.814007223E-001
   0.85724546207248398E-008   0.809246898E-001
   0.85739953206926192E-008   0.804342031E-001
   0.85755360206603987E-008   0.799292549E-001
   0.85770767206281781E-008   0.794097707E-001
   0.85786174205959576E-008   0.788757131E-001
   0.85801581205637370E-008   0.783271790E-001
   0.85816988205315164E-008   0.777644217E-001
   0.85832395204992959E-008   0.771877244E-001
   0.85847802204670753E-008   0.765972063E-001
   0.85863209204348548E-008   0.759929195E-001
   0.85878616204026342E-008   0.753748193E-001
   0.85894023203704137E-008   0.747428983E-001
   0.85909430203381931E-008   0.740973726E-001
   0.85924837203059726E-008   0.734385103E-001
   0.85940244202737520E-008   0.727665424E-001
   0.85955651202415315E-008   0.720815510E-001
   0.85971058202093109E-008   0.713835359E-001
   0.85986465201770904E-008   0.706725046E-001
   0.86001872201448698E-008   0.699486062E-001
   0.86017279201126493E-008   0.692121238E-001
   0.86032686200804287E-008   0.684633180E-001
   0.86048093200482081E-008   0.677023530E-001
   0.86063500200159876E-008   0.669292435E-001
   0.86078907199837670E-008   0.661439821E-001
   0.86094314199515465E-008   0.653466359E-001
   0.86109721199193259E-008   0.645374730E-001
   0.86125128198871054E-008   0.637167916E-001
   0.86140535198548848E-008   0.628848746E-001
   0.86155942198226643E-008   0.620418526E-001
   0.86171349197904437E-008   0.611877553E-001
   0.86186756197582232E-008   0.603225455E-001
   0.86202163197260026E-008   0.594463795E-001
   0.86217570196937821E-008   0.585595295E-001
   0.86232977196615615E-008   0.576623157E-001
   0.86248384196293409E-008   0.567549691E-001
   0.86263791195971204E-008   0.558375865E-001
   0.86279198195648998E-008   0.549102388E-001
   0.86294605195326793E-008   0.539729930E-001
   0.86310012195004587E-008   0.530260541E-001
   0.86325419194682382E-008   0.520697013E-001
   0.86340826194360176E-008   0.511041582E-001
   0.86356233194037971E-008   0.501296520E-001
   0.86371640193715765E-008   0.491462871E-001
   0.86387047193393560E-008   0.481541716E-001
   0.86402454193071354E-008   0.471534990E-001
   0.86417861192749149E-008   0.461445339E-001
   0.86433268192426943E-008   0.451275297E-001
   0.86448675192104737E-008   0.441026725E-001
   0.86464082191782532E-008   0.430700518E-001
   0.86479489191460326E-008   0.420297235E-001
   0.86494896191138121E-008   0.409818701E-001
   0.86510303190815915E-008   0.399268195E-001
   0.86525710190493710E-008   0.388649553E-001
   0.86541117190171504E-008   0.377965122E-001
   0.86556524189849299E-008   0.367216021E-001
   0.86571931189527093E-008   0.356402732E-001
   0.86587338189204888E-008   0.345525742E-001
   0.86602745188882682E-008   0.334587544E-001
   0.86618152188560477E-008   0.323591717E-001
   0.86633559188238271E-008   0.312541984E-001
   0.86648966187916066E-008   0.301441103E-001
   0.86664373187593860E-008   0.290289670E-001
   0.86679780187271654E-008   0.279087387E-001
   0.86695187186949449E-008   0.267835222E-001
   0.86710594186627243E-008   0.256536249E-001
   0.86726001186305038E-008   0.245194733E-001
   0.86741408185982832E-008   0.233814605E-001
   0.86756815185660627E-008   0.222397838E-001
   0.86772222185338421E-008   0.210944526E-001
   0.86787629185016216E-008   0.199454725E-001
   0.86803036184694010E-008   0.187930036E-001
   0.86818443184371805E-008   0.176373888E-001
   0.86833850184049599E-008   0.164790750E-001
   0.86849257183727394E-008   0.153183900E-001
   0.86864664183405188E-008   0.141554736E-001
   0.86880071183082982E-008   0.129903471E-001
   0.86895478182760777E-008   0.118230581E-001
   0.86910885182438571E-008   0.106538292E-001
   0.86926292182116366E-008   0.948304404E-002
   0.86941699181794160E-008   0.831111521E-002
   0.86957106181471955E-008   0.713832257E-002
   0.86972513181149749E-008   0.596475741E-002
   0.86987920180827544E-008   0.479043974E-002
   0.87003327180505338E-008   0.361547107E-002
   0.87018734180183133E-008   0.244011078E-002
   0.87034141179860927E-008   0.126474747E-002
   0.87049548179538722E-008   0.897708014E-004
   0.87064955179216516E-008  -0.108456973E-002
   0.87080362178894311E-008  -0.225818716E-002
   0.87095769178572105E-008  -0.343102100E-002
   0.87111176178249899E-008  -0.460293656E-002
   0.87126583177927694E-008  -0.577367842E-002
   0.87141990177605488E-008  -0.694287987E-002
   0.87157397177283283E-008  -0.811023824E-002
   0.87172804176961077E-008  -0.927557051E-002
   0.87188211176638872E-008  -0.104387468E-001
   0.87203618176316666E-008  -0.115996562E-001
   0.87219025175994461E-008  -0.127580920E-001
   0.87234432175672255E-008  -0.139137376E-001
   0.87249839175350050E-008  -0.150662931E-001
   0.87265246175027844E-008  -0.162155237E-001
   0.87280653174705639E-008  -0.173612684E-001
   0.87296060174383433E-008  -0.185034461E-001
   0.87311467174061227E-008  -0.196418669E-001
   0.87326874173739022E-008  -0.207762700E-001
   0.87342281173416816E-008  -0.219063349E-001
   0.87357688173094611E-008  -0.230318066E-001
   0.87373095172772405E-008  -0.241525564E-001
   0.87388502172450200E-008  -0.252684467E-001
   0.87403909172127994E-008  -0.263793599E-001
   0.87419316171805789E-008  -0.274850558E-001
   0.87434723171483583E-008  -0.285852440E-001
   0.87450130171161378E-008  -0.296796113E-001
   0.87465537170839172E-008  -0.307679586E-001
   0.87480944170516967E-008  -0.318502113E-001
   0.87496351170194761E-008  -0.329262763E-001
   0.87511758169872556E-008  -0.339959785E-001
   0.87527165169550350E-008  -0.350590311E-001
   0.87542572169228144E-008  -0.361151099E-001
   0.87557979168905939E-008  -0.371639654E-001
   0.87573386168583733E-008  -0.382055081E-001
   0.87588793168261528E-008  -0.392396413E-001
   0.87604200167939322E-008  -0.402662531E-001
   0.87619607167617117E-008  -0.412850976E-001
   0.87635014167294911E-008  -0.422958955E-001
   0.87650421166972706E-008  -0.432984196E-001
   0.87665828166650500E-008  -0.442924947E-001
   0.87681235166328295E-008  -0.452780314E-001
   0.87696642166006089E-008  -0.462549217E-001
   0.87712049165683884E-008  -0.472229756E-001
   0.87727456165361678E-008  -0.481819436E-001
   0.87742863165039472E-008  -0.491315760E-001
   0.87758270164717267E-008  -0.500716679E-001
   0.87773677164395061E-008  -0.510021076E-001
   0.87789084164072856E-008  -0.519228354E-001
   0.87804491163750650E-008  -0.528337136E-001
   0.87819898163428445E-008  -0.537345521E-001
   0.87835305163106239E-008  -0.546250865E-001
   0.87850712162784034E-008  -0.555050932E-001
   0.87866119162461828E-008  -0.563744716E-001
   0.87881526162139623E-008  -0.572331361E-001
   0.87896933161817417E-008  -0.580809973E-001
   0.87912340161495212E-008  -0.589178726E-001
   0.87927747161173006E-008  -0.597435534E-001
   0.87943154160850801E-008  -0.605577864E-001
   0.87958561160528595E-008  -0.613604672E-001
   0.87973968160206389E-008  -0.621515475E-001
   0.87989375159884184E-008  -0.629309416E-001
   0.88004782159561978E-008  -0.636984855E-001
   0.88020189159239773E-008  -0.644540265E-001
   0.88035596158917567E-008  -0.651973262E-001
   0.88051003158595362E-008  -0.659282058E-001
   0.88066410158273156E-008  -0.666465685E-001
   0.88081817157950951E-008  -0.673523843E-001
   0.88097224157628745E-008  -0.680456087E-001
   0.88112631157306540E-008  -0.687261224E-001
   0.88128038156984334E-008  -0.693937019E-001
   0.88143445156662129E-008  -0.700481832E-001
   0.88158852156339923E-008  -0.706894696E-001
   0.88174259156017717E-008  -0.713174269E-001
   0.88189666155695512E-008  -0.719320104E-001
   0.88205073155373306E-008  -0.725331306E-001
   0.88220480155051101E-008  -0.731206909E-001
   0.88235887154728895E-008  -0.736945793E-001
   0.88251294154406690E-008  -0.742546469E-001
   0.88266701154084484E-008  -0.748007819E-001
   0.88282108153762279E-008  -0.753328577E-001
   0.88297515153440073E-008  -0.758508444E-001
   0.88312922153117868E-008  -0.763546750E-001
   0.88328329152795662E-008  -0.768442601E-001
   0.88343736152473457E-008  -0.773195177E-001
   0.88359143152151251E-008  -0.777803734E-001
   0.88374550151829045E-008  -0.782267451E-001
   0.88389957151506840E-008  -0.786585510E-001
   0.88405364151184634E-008  -0.790757090E-001
   0.88420771150862429E-008  -0.794781148E-001
   0.88436178150540223E-008  -0.798657089E-001
   0.88451585150218018E-008  -0.802384540E-001
   0.88466992149895812E-008  -0.805963054E-001
   0.88482399149573607E-008  -0.809392035E-001
   0.88497806149251401E-008  -0.812671185E-001
   0.88513213148929196E-008  -0.815799460E-001
   0.88528620148606990E-008  -0.818775967E-001
   0.88544027148284785E-008  -0.821600482E-001
   0.88559434147962579E-008  -0.824272782E-001
   0.88574841147640374E-008  -0.826792568E-001
   0.88590248147318168E-008  -0.829159766E-001
   0.88605655146995962E-008  -0.831373781E-001
   0.88621062146673757E-008  -0.833434016E-001
   0.88636469146351551E-008  -0.835340023E-001
   0.88651876146029346E-008  -0.837091431E-001
   0.88667283145707140E-008  -0.838688165E-001
   0.88682690145384935E-008  -0.840130523E-001
   0.88698097145062729E-008  -0.841418579E-001
   0.88713504144740524E-008  -0.842551813E-001
   0.88728911144418318E-008  -0.843529254E-001
   0.88744318144096113E-008  -0.844350755E-001
   0.88759725143773907E-008  -0.845015645E-001
   0.88775132143451702E-008  -0.845524818E-001
   0.88790539143129496E-008  -0.845879093E-001
   0.88805946142807290E-008  -0.846079141E-001
   0.88821353142485085E-008  -0.846124813E-001
   0.88836760142162879E-008  -0.846015140E-001
   0.88852167141840674E-008  -0.845749229E-001
   0.88867574141518468E-008  -0.845327079E-001
   0.88882981141196263E-008  -0.844749361E-001
   0.88898388140874057E-008  -0.844017193E-001
   0.88913795140551852E-008  -0.843131393E-001
   0.88929202140229646E-008  -0.842092186E-001
   0.88944609139907441E-008  -0.840899348E-001
   0.88960016139585235E-008  -0.839552134E-001
   0.88975423139263030E-008  -0.838050246E-001
   0.88990830138940824E-008  -0.836394653E-001
   0.89006237138618619E-008  -0.834586546E-001
   0.89021644138296413E-008  -0.832626745E-001
   0.89037051137974207E-008  -0.830516070E-001
   0.89052458137652002E-008  -0.828253776E-001
   0.89067865137329796E-008  -0.825839490E-001
   0.89083272137007591E-008  -0.823273957E-001
   0.89098679136685385E-008  -0.820558593E-001
   0.89114086136363180E-008  -0.817694739E-001
   0.89129493136040974E-008  -0.814683139E-001
   0.89144900135718769E-008  -0.811523646E-001
   0.89160307135396563E-008  -0.808215961E-001
   0.89175714135074358E-008  -0.804760531E-001
   0.89191121134752152E-008  -0.801158845E-001
   0.89206528134429947E-008  -0.797412544E-001
   0.89221935134107741E-008  -0.793522820E-001
   0.89237342133785535E-008  -0.789489746E-001
   0.89252749133463330E-008  -0.785312876E-001
   0.89268156133141124E-008  -0.780992359E-001
   0.89283563132818919E-008  -0.776529908E-001
   0.89298970132496713E-008  -0.771928132E-001
   0.89314377132174508E-008  -0.767188370E-001
   0.89329784131852302E-008  -0.762311593E-001
   0.89345191131530097E-008  -0.757297203E-001
   0.89360598131207891E-008  -0.752144679E-001
   0.89376005130885686E-008  -0.746854544E-001
   0.89391412130563480E-008  -0.741428807E-001
   0.89406819130241275E-008  -0.735870898E-001
   0.89422226129919069E-008  -0.730182827E-001
   0.89437633129596864E-008  -0.724364743E-001
   0.89453040129274658E-008  -0.718416125E-001
   0.89468447128952452E-008  -0.712336600E-001
   0.89483854128630247E-008  -0.706127062E-001
   0.89499261128308041E-008  -0.699790642E-001
   0.89514668127985836E-008  -0.693330467E-001
   0.89530075127663630E-008  -0.686748400E-001
   0.89545482127341425E-008  -0.680044666E-001
   0.89560889127019219E-008  -0.673218593E-001
   0.89576296126697014E-008  -0.666270480E-001
   0.89591703126374808E-008  -0.659201890E-001
   0.89607110126052603E-008  -0.652015507E-001
   0.89622517125730397E-008  -0.644714087E-001
   0.89637924125408192E-008  -0.637299046E-001
   0.89653331125085986E-008  -0.629770979E-001
   0.89668738124763780E-008  -0.622130036E-001
   0.89684145124441575E-008  -0.614376999E-001
   0.89699552124119369E-008  -0.606514364E-001
   0.89714959123797164E-008  -0.598545000E-001
   0.89730366123474958E-008  -0.590471327E-001
   0.89745773123152753E-008  -0.582294166E-001
   0.89761180122830547E-008  -0.574013367E-001
   0.89776587122508342E-008  -0.565629378E-001
   0.89791994122186136E-008  -0.557144172E-001
   0.89807401121863931E-008  -0.548560955E-001
   0.89822808121541725E-008  -0.539882705E-001
   0.89838215121219520E-008  -0.531111173E-001
   0.89853622120897314E-008  -0.522246584E-001
   0.89869029120575109E-008  -0.513288826E-001
   0.89884436120252903E-008  -0.504239053E-001
   0.89899843119930697E-008  -0.495100170E-001
   0.89915250119608492E-008  -0.485875458E-001
   0.89930657119286286E-008  -0.476568080E-001
   0.89946064118964081E-008  -0.467178747E-001
   0.89961471118641875E-008  -0.457707644E-001
   0.89976878118319670E-008  -0.448154993E-001
   0.89992285117997464E-008  -0.438522808E-001
   0.90007692117675259E-008  -0.428814515E-001
   0.90023099117353053E-008  -0.419033393E-001
   0.90038506117030848E-008  -0.409181677E-001
   0.90053913116708642E-008  -0.399259701E-001
   0.90069320116386437E-008  -0.389267355E-001
   0.90084727116064231E-008  -0.379206464E-001
   0.90100134115742025E-008  -0.369079784E-001
   0.90115541115419820E-008  -0.358890928E-001
   0.90130948115097614E-008  -0.348642543E-001
   0.90146355114775409E-008  -0.338335633E-001
   0.90161762114453203E-008  -0.327971131E-001
   0.90177169114130998E-008  -0.317549706E-001
   0.90192576113808792E-008  -0.307073593E-001
   0.90207983113486587E-008  -0.296546016E-001
   0.90223390113164381E-008  -0.285970233E-001
   0.90238797112842176E-008  -0.275347754E-001
   0.90254204112519970E-008  -0.264679156E-001
   0.90269611112197765E-008  -0.253965296E-001
   0.90285018111875559E-008  -0.243208222E-001
   0.90300425111553353E-008  -0.232410952E-001
   0.90315832111231148E-008  -0.221576728E-001
   0.90331239110908942E-008  -0.210707989E-001
   0.90346646110586737E-008  -0.199805759E-001
   0.90362053110264531E-008  -0.188870952E-001
   0.90377460109942326E-008  -0.177905019E-001
   0.90392867109620120E-008  -0.166910645E-001
   0.90408274109297915E-008  -0.155890957E-001
   0.90423681108975709E-008  -0.144848451E-001
   0.90439088108653504E-008  -0.133784972E-001
   0.90454495108331298E-008  -0.122701488E-001
   0.90469902108009093E-008  -0.111599080E-001
   0.90485309107686887E-008  -0.100479778E-001
   0.90500716107364682E-008  -0.893461611E-002
   0.90516123107042476E-008  -0.782015361E-002
   0.90531530106720270E-008  -0.670486502E-002
   0.90546937106398065E-008  -0.558891194E-002
   0.90562344106075859E-008  -0.447237631E-002
   0.90577751105753654E-008  -0.335535011E-002
   0.90593158105431448E-008  -0.223805220E-002
   0.90608565105109243E-008  -0.112078653E-002
   0.90623972104787037E-008  -0.386784677E-005
   0.90639379104464832E-008   0.111246179E-002
   0.90654786104142626E-008   0.222806353E-002
   0.90670193103820421E-008   0.334285060E-002
   0.90685600103498215E-008   0.445667095E-002
   0.90701007103176010E-008   0.556927873E-002
   0.90716414102853804E-008   0.668038474E-002
   0.90731821102531598E-008   0.778973615E-002
   0.90747228102209393E-008   0.889713503E-002
   0.90762635101887187E-008   0.100024836E-001
   0.90778042101564982E-008   0.111056613E-001
   0.90793449101242776E-008   0.122064361E-001
   0.90808856100920571E-008   0.133045148E-001
   0.90824263100598365E-008   0.143995909E-001
   0.90839670100276160E-008   0.154914372E-001
   0.90855077099953954E-008   0.165799893E-001
   0.90870484099631749E-008   0.176651813E-001
   0.90885891099309543E-008   0.187468901E-001
   0.90901298098987338E-008   0.198248457E-001
   0.90916705098665132E-008   0.208986979E-001
   0.90932112098342927E-008   0.219681896E-001
   0.90947519098020721E-008   0.230330937E-001
   0.90962926097698515E-008   0.240933187E-001
   0.90978333097376310E-008   0.251487866E-001
   0.90993740097054104E-008   0.261992868E-001
   0.91009147096731899E-008   0.272446126E-001
   0.91024554096409693E-008   0.282845180E-001
   0.91039961096087488E-008   0.293187648E-001
   0.91055368095765282E-008   0.303472206E-001
   0.91070775095443077E-008   0.313697606E-001
   0.91086182095120871E-008   0.323862396E-001
   0.91101589094798666E-008   0.333964452E-001
   0.91116996094476460E-008   0.344000943E-001
   0.91132403094154255E-008   0.353969485E-001
   0.91147810093832049E-008   0.363868624E-001
   0.91163217093509843E-008   0.373697244E-001
   0.91178624093187638E-008   0.383454636E-001
   0.91194031092865432E-008   0.393138975E-001
   0.91209438092543227E-008   0.402747989E-001
   0.91224845092221021E-008   0.412279069E-001
   0.91240252091898816E-008   0.421730541E-001
   0.91255659091576610E-008   0.431100801E-001
   0.91271066091254405E-008   0.440388694E-001
   0.91286473090932199E-008   0.449592955E-001
   0.91301880090609994E-008   0.458711982E-001
   0.91317287090287788E-008   0.467743799E-001
   0.91332694089965583E-008   0.476685651E-001
   0.91348101089643377E-008   0.485535860E-001
   0.91363508089321172E-008   0.494293459E-001
   0.91378915088998966E-008   0.502957851E-001
   0.91394322088676760E-008   0.511527583E-001
   0.91409729088354555E-008   0.520000868E-001
   0.91425136088032349E-008   0.528375767E-001
   0.91440543087710144E-008   0.536650196E-001
   0.91455950087387938E-008   0.544822700E-001
   0.91471357087065733E-008   0.552892201E-001
   0.91486764086743527E-008   0.560857952E-001
   0.91502171086421322E-008   0.568718761E-001
   0.91517578086099116E-008   0.576472804E-001
   0.91532985085776911E-008   0.584117547E-001
   0.91548392085454705E-008   0.591651350E-001
   0.91563799085132500E-008   0.599073209E-001
   0.91579206084810294E-008   0.606383160E-001
   0.91594613084488088E-008   0.613580644E-001
   0.91610020084165883E-008   0.620664433E-001
   0.91625427083843677E-008   0.627632290E-001
   0.91640834083521472E-008   0.634481236E-001
   0.91656241083199266E-008   0.641209632E-001
   0.91671648082877061E-008   0.647817925E-001
   0.91687055082554855E-008   0.654305741E-001
   0.91702462082232650E-008   0.660672709E-001
   0.91717869081910444E-008   0.666916966E-001
   0.91733276081588239E-008   0.673036128E-001
   0.91748683081266033E-008   0.679028705E-001
   0.91764090080943828E-008   0.684893727E-001
   0.91779497080621622E-008   0.690631419E-001
   0.91794904080299417E-008   0.696241781E-001
   0.91810311079977211E-008   0.701723322E-001
   0.91825718079655005E-008   0.707074553E-001
   0.91841125079332800E-008   0.712293312E-001
   0.91856532079010594E-008   0.717378259E-001
   0.91871939078688389E-008   0.722329542E-001
   0.91887346078366183E-008   0.727147460E-001
   0.91902753078043978E-008   0.731831938E-001
   0.91918160077721772E-008   0.736381039E-001
   0.91933567077399567E-008   0.740793049E-001
   0.91948974077077361E-008   0.745066255E-001
   0.91964381076755156E-008   0.749200359E-001
   0.91979788076432950E-008   0.753195733E-001
   0.91995195076110745E-008   0.757052451E-001
   0.92010602075788539E-008   0.760770142E-001
   0.92026009075466333E-008   0.764347240E-001
   0.92041416075144128E-008   0.767782107E-001
   0.92056823074821922E-008   0.771073848E-001
   0.92072230074499717E-008   0.774222538E-001
   0.92087637074177511E-008   0.777228996E-001
   0.92103044073855306E-008   0.780093074E-001
   0.92118451073533100E-008   0.782813802E-001
   0.92133858073210895E-008   0.785389990E-001
   0.92149265072888689E-008   0.787819773E-001
   0.92164672072566484E-008   0.790102780E-001
   0.92180079072244278E-008   0.792240128E-001
   0.92195486071922073E-008   0.794232339E-001
   0.92210893071599867E-008   0.796079412E-001
   0.92226300071277661E-008   0.797780156E-001
   0.92241707070955456E-008   0.799333155E-001
   0.92257114070633250E-008   0.800737888E-001
   0.92272521070311045E-008   0.801994950E-001
   0.92287928069988839E-008   0.803105310E-001
   0.92303335069666634E-008   0.804069117E-001
   0.92318742069344428E-008   0.804885477E-001
   0.92334149069022223E-008   0.805552825E-001
   0.92349556068700017E-008   0.806070492E-001
   0.92364963068377812E-008   0.806439295E-001
   0.92380370068055606E-008   0.806660727E-001
   0.92395777067733401E-008   0.806735829E-001
   0.92411184067411195E-008   0.806664228E-001
   0.92426591067088990E-008   0.806444436E-001
   0.92441998066766784E-008   0.806074888E-001
   0.92457405066444578E-008   0.805555657E-001
   0.92472812066122373E-008   0.804888159E-001
   0.92488219065800167E-008   0.804074779E-001
   0.92503626065477962E-008   0.803116262E-001
   0.92519033065155756E-008   0.802011937E-001
   0.92534440064833551E-008   0.800759941E-001
   0.92549847064511345E-008   0.799359083E-001
   0.92565254064189140E-008   0.797810256E-001
   0.92580661063866934E-008   0.796115249E-001
   0.92596068063544729E-008   0.794276223E-001
   0.92611475063222523E-008   0.792293921E-001
   0.92626882062900318E-008   0.790167525E-001
   0.92642289062578112E-008   0.787895918E-001
   0.92657696062255906E-008   0.785478950E-001
   0.92673103061933701E-008   0.782917589E-001
   0.92688510061611495E-008   0.780214369E-001
   0.92703917061289290E-008   0.777370036E-001
   0.92719324060967084E-008   0.774385035E-001
   0.92734731060644879E-008   0.771258175E-001
   0.92750138060322673E-008   0.767989233E-001
   0.92765545060000468E-008   0.764579028E-001
   0.92780952059678262E-008   0.761029422E-001
   0.92796359059356057E-008   0.757342130E-001
   0.92811766059033851E-008   0.753518343E-001
   0.92827173058711646E-008   0.749558061E-001
   0.92842580058389440E-008   0.745461136E-001
   0.92857987058067235E-008   0.741227642E-001
   0.92873394057745029E-008   0.736858547E-001
   0.92888801057422823E-008   0.732355714E-001
   0.92904208057100618E-008   0.727721080E-001
   0.92919615056778412E-008   0.722955540E-001
   0.92935022056456207E-008   0.718059242E-001
   0.92950429056134001E-008   0.713031963E-001
   0.92965836055811796E-008   0.707873851E-001
   0.92981243055489590E-008   0.702586621E-001
   0.92996650055167385E-008   0.697172731E-001
   0.93012057054845179E-008   0.691633970E-001
   0.93027464054522974E-008   0.685970783E-001
   0.93042871054200768E-008   0.680183172E-001
   0.93058278053878563E-008   0.674271137E-001
   0.93073685053556357E-008   0.668236092E-001
   0.93089092053234151E-008   0.662080422E-001
   0.93104499052911946E-008   0.655806437E-001
   0.93119906052589740E-008   0.649416000E-001
   0.93135313052267535E-008   0.642909408E-001
   0.93150720051945329E-008   0.636286288E-001
   0.93166127051623124E-008   0.629546493E-001
   0.93181534051300918E-008   0.622691773E-001
   0.93196941050978713E-008   0.615724921E-001
   0.93212348050656507E-008   0.608648472E-001
   0.93227755050334302E-008   0.601464100E-001
   0.93243162050012096E-008   0.594172440E-001
   0.93258569049689891E-008   0.586773753E-001
   0.93273976049367685E-008   0.579268821E-001
   0.93289383049045480E-008   0.571659505E-001
   0.93304790048723274E-008   0.563947856E-001
   0.93320197048401068E-008   0.556135774E-001
   0.93335604048078863E-008   0.548224673E-001
   0.93351011047756657E-008   0.540215336E-001
   0.93366418047434452E-008   0.532108732E-001
   0.93381825047112246E-008   0.523906909E-001
   0.93397232046790041E-008   0.515612140E-001
   0.93412639046467835E-008   0.507226326E-001
   0.93428046046145630E-008   0.498750731E-001
   0.93443453045823424E-008   0.490186475E-001
   0.93458860045501219E-008   0.481534451E-001
   0.93474267045179013E-008   0.472796038E-001
   0.93489674044856808E-008   0.463973470E-001
   0.93505081044534602E-008   0.455069244E-001
   0.93520488044212396E-008   0.446085855E-001
   0.93535895043890191E-008   0.437024757E-001
   0.93551302043567985E-008   0.427886657E-001
   0.93566709043245780E-008   0.418672524E-001
   0.93582116042923574E-008   0.409383252E-001
   0.93597523042601369E-008   0.400021300E-001
   0.93612930042279163E-008   0.390589535E-001
   0.93628337041956958E-008   0.381090268E-001
   0.93643744041634752E-008   0.371524878E-001
   0.93659151041312547E-008   0.361894593E-001
   0.93674558040990341E-008   0.352200828E-001
   0.93689965040668136E-008   0.342445411E-001
   0.93705372040345930E-008   0.332630649E-001
   0.93720779040023725E-008   0.322758704E-001
   0.93736186039701519E-008   0.312831514E-001
   0.93751593039379313E-008   0.302850399E-001
   0.93767000039057108E-008   0.292816814E-001
   0.93782407038734902E-008   0.282732770E-001
   0.93797814038412697E-008   0.272600874E-001
   0.93813221038090491E-008   0.262423325E-001
   0.93828628037768286E-008   0.252201967E-001
   0.93844035037446080E-008   0.241937879E-001
   0.93859442037123875E-008   0.231632125E-001
   0.93874849036801669E-008   0.221286546E-001
   0.93890256036479464E-008   0.210903622E-001
   0.93905663036157258E-008   0.200486444E-001
   0.93921070035835053E-008   0.190037657E-001
   0.93936477035512847E-008   0.179558881E-001
   0.93951884035190641E-008   0.169050749E-001
   0.93967291034868436E-008   0.158514157E-001
   0.93982698034546230E-008   0.147951134E-001
   0.93998105034224025E-008   0.137364808E-001
   0.94013512033901819E-008   0.126758218E-001
   0.94028919033579614E-008   0.116133699E-001
   0.94044326033257408E-008   0.105492473E-001
   0.94059733032935203E-008   0.948354322E-002
   0.94075140032612997E-008   0.841638818E-002
   0.94090547032290792E-008   0.734802103E-002
   0.94105954031968586E-008   0.627871137E-002
