t              WireAirBox.fdtd_Point probe A_Ex_50_50_25.dat       incid
   0.27177357989072171E-007   0.265470473E-003   0.000000000E+000
   0.27208171320125540E-007   0.233690662E-004   0.000000000E+000
   0.27238984651178910E-007  -0.238370529E-003   0.000000000E+000
   0.27269797982232280E-007  -0.296591723E-003   0.000000000E+000
   0.27300611313285650E-007  -0.996221352E-004   0.000000000E+000
   0.27331424644339020E-007   0.186818666E-003   0.000000000E+000
   0.27362237975392389E-007   0.315744197E-003   0.000000000E+000
   0.27393051306445759E-007   0.170922882E-003   0.000000000E+000
   0.27423864637499129E-007  -0.126549814E-003   0.000000000E+000
   0.27454677968552499E-007  -0.318400620E-003   0.000000000E+000
   0.27485491299605869E-007  -0.234564664E-003   0.000000000E+000
   0.27516304630659238E-007   0.555148727E-004   0.000000000E+000
   0.27547117961712608E-007   0.301210210E-003   0.000000000E+000
   0.27577931292765978E-007   0.287695904E-003   0.000000000E+000
   0.27608744623819348E-007   0.229471480E-004   0.000000000E+000
   0.27639557954872718E-007  -0.266261835E-003   0.000000000E+000
   0.27670371285926088E-007  -0.327878108E-003   0.000000000E+000
   0.27701184616979457E-007  -0.104259423E-003   0.000000000E+000
   0.27731997948032827E-007   0.213256382E-003   0.000000000E+000
   0.27762811279086197E-007   0.348413421E-003   0.000000000E+000
   0.27793624610139567E-007   0.182106320E-003   0.000000000E+000
   0.27824437941192937E-007  -0.142830671E-003   0.000000000E+000
   0.27855251272246306E-007  -0.346881221E-003   0.000000000E+000
   0.27886064603299676E-007  -0.255111634E-003   0.000000000E+000
   0.27916877934353046E-007   0.558433530E-004   0.000000000E+000
   0.27947691265406416E-007   0.323854736E-003   0.000000000E+000
   0.27978504596459786E-007   0.319448387E-003   0.000000000E+000
   0.28009317927513155E-007   0.388296321E-004   0.000000000E+000
   0.28040131258566525E-007  -0.284431590E-003   0.000000000E+000
   0.28070944589619895E-007  -0.369039510E-003   0.000000000E+000
   0.28101757920673265E-007  -0.131310779E-003   0.000000000E+000
   0.28132571251726635E-007   0.228140503E-003   0.000000000E+000
   0.28163384582780004E-007   0.392507354E-003   0.000000000E+000
   0.28194197913833374E-007   0.213435414E-003   0.000000000E+000
   0.28225011244886744E-007  -0.152220542E-003   0.000000000E+000
   0.28255824575940114E-007  -0.384897809E-003   0.000000000E+000
   0.28286637906993484E-007  -0.286811497E-003   0.000000000E+000
   0.28317451238046853E-007   0.537973829E-004   0.000000000E+000
   0.28348264569100223E-007   0.349066453E-003   0.000000000E+000
   0.28379077900153593E-007   0.353101408E-003   0.000000000E+000
   0.28409891231206963E-007   0.581677014E-004   0.000000000E+000
   0.28440704562260333E-007  -0.296332932E-003   0.000000000E+000
   0.28471517893313703E-007  -0.409100758E-003   0.000000000E+000
   0.28502331224367072E-007  -0.168514598E-003   0.000000000E+000
   0.28533144555420442E-007   0.231583210E-003   0.000000000E+000
   0.28563957886473812E-007   0.440185424E-003   0.000000000E+000
   0.28594771217527182E-007   0.262023765E-003   0.000000000E+000
   0.28625584548580552E-007  -0.151632936E-003   0.000000000E+000
   0.28656397879633921E-007  -0.433714507E-003   0.000000000E+000
   0.28687211210687291E-007  -0.337355945E-003   0.000000000E+000
   0.28718024541740661E-007   0.470031810E-004   0.000000000E+000
   0.28748837872794031E-007   0.386853353E-003   0.000000000E+000
   0.28779651203847401E-007   0.400399265E-003   0.000000000E+000
   0.28810464534900770E-007   0.802040449E-004   0.000000000E+000
   0.28841277865954140E-007  -0.313029392E-003   0.000000000E+000
   0.28872091197007510E-007  -0.455382222E-003   0.000000000E+000
   0.28902904528060880E-007  -0.214389089E-003   0.000000000E+000
   0.28933717859114250E-007   0.225817726E-003   0.000000000E+000
   0.28964531190167619E-007   0.490336330E-003   0.000000000E+000
   0.28995344521220989E-007   0.331118412E-003   0.000000000E+000
   0.29026157852274359E-007  -0.129687192E-003   0.000000000E+000
   0.29056971183327729E-007  -0.486380624E-003   0.000000000E+000
   0.29087784514381099E-007  -0.417678559E-003   0.000000000E+000
   0.29118597845434468E-007   0.148098625E-004   0.000000000E+000
   0.29149411176487838E-007   0.429916399E-003   0.000000000E+000
   0.29180224507541208E-007   0.475767127E-003   0.000000000E+000
   0.29211037838594578E-007   0.124329119E-003   0.000000000E+000
   0.29241851169647948E-007  -0.329135277E-003   0.000000000E+000
   0.29272664500701318E-007  -0.515822379E-003   0.000000000E+000
   0.29303477831754687E-007  -0.278148596E-003   0.000000000E+000
   0.29334291162808057E-007   0.204161683E-003   0.000000000E+000
   0.29365104493861427E-007   0.535769330E-003   0.000000000E+000
   0.29395917824914797E-007   0.418286363E-003   0.000000000E+000
   0.29426731155968167E-007  -0.735999784E-004   0.000000000E+000
   0.29457544487021536E-007  -0.520247326E-003   0.000000000E+000
   0.29488357818074906E-007  -0.519007037E-003   0.000000000E+000
   0.29519171149128276E-007  -0.616946199E-004   0.000000000E+000
   0.29549984480181646E-007   0.449224404E-003   0.000000000E+000
   0.29580797811235016E-007   0.570035947E-003   0.000000000E+000
   0.29611611142288385E-007   0.207981793E-003   0.000000000E+000
   0.29642424473341755E-007  -0.321608561E-003   0.000000000E+000
   0.29673237804395125E-007  -0.581626664E-003   0.000000000E+000
   0.29704051135448495E-007  -0.364684500E-003   0.000000000E+000
   0.29734864466501865E-007   0.156953814E-003   0.000000000E+000
   0.29765677797555234E-007   0.563708250E-003   0.000000000E+000
   0.29796491128608604E-007   0.509349455E-003   0.000000000E+000
   0.29827304459661974E-007   0.143004581E-004   0.000000000E+000
   0.29858117790715344E-007  -0.514629472E-003   0.000000000E+000
   0.29888931121768714E-007  -0.611753669E-003   0.000000000E+000
   0.29919744452822084E-007  -0.175179855E-003   0.000000000E+000
   0.29950557783875453E-007   0.419149350E-003   0.000000000E+000
