t              WireAirBox.fdtd_Point probe A_Ez_50_50_25.dat       incid
   0.25112864808496393E-007   0.108853092E-004   0.000000000E+000
   0.25143678139549763E-007   0.293917128E-005   0.000000000E+000
   0.25174491470603133E-007  -0.640165399E-005   0.000000000E+000
   0.25205304801656503E-007   0.454374003E-005   0.000000000E+000
   0.25236118132709873E-007   0.152641878E-004   0.000000000E+000
   0.25266931463763243E-007  -0.443011231E-006   0.000000000E+000
   0.25297744794816612E-007  -0.236618653E-004   0.000000000E+000
   0.25328558125869982E-007  -0.159001029E-004   0.000000000E+000
   0.25359371456923352E-007   0.168918123E-004   0.000000000E+000
   0.25390184787976722E-007   0.283325389E-004   0.000000000E+000
   0.25420998119030092E-007   0.173300032E-005   0.000000000E+000
   0.25451811450083461E-007  -0.242857896E-004   0.000000000E+000
   0.25482624781136831E-007  -0.151806271E-004   0.000000000E+000
   0.25513438112190201E-007   0.983891550E-005   0.000000000E+000
   0.25544251443243571E-007   0.134934489E-004   0.000000000E+000
   0.25575064774296941E-007  -0.148327763E-005   0.000000000E+000
   0.25605878105350310E-007  -0.496214807E-005   0.000000000E+000
   0.25636691436403680E-007   0.585994121E-005   0.000000000E+000
   0.25667504767457050E-007   0.481400230E-005   0.000000000E+000
   0.25698318098510420E-007  -0.123574227E-004   0.000000000E+000
   0.25729131429563790E-007  -0.159969768E-004   0.000000000E+000
   0.25759944760617159E-007   0.692926187E-005   0.000000000E+000
   0.25790758091670529E-007   0.253392500E-004   0.000000000E+000
   0.25821571422723899E-007   0.986431405E-005   0.000000000E+000
   0.25852384753777269E-007  -0.196841374E-004   0.000000000E+000
   0.25883198084830639E-007  -0.225480762E-004   0.000000000E+000
   0.25914011415884008E-007   0.262608410E-005   0.000000000E+000
   0.25944824746937378E-007   0.190899318E-004   0.000000000E+000
   0.25975638077990748E-007   0.886694670E-005   0.000000000E+000
   0.26006451409044118E-007  -0.599163377E-005   0.000000000E+000
   0.26037264740097488E-007  -0.491834771E-005   0.000000000E+000
   0.26068078071150858E-007   0.756439476E-006   0.000000000E+000
   0.26098891402204227E-007  -0.464706090E-005   0.000000000E+000
   0.26129704733257597E-007  -0.975432886E-005   0.000000000E+000
   0.26160518064310967E-007   0.252220070E-005   0.000000000E+000
   0.26191331395364337E-007   0.192778134E-004   0.000000000E+000
   0.26222144726417707E-007   0.130821627E-004   0.000000000E+000
   0.26252958057471076E-007  -0.128482061E-004   0.000000000E+000
   0.26283771388524446E-007  -0.245874762E-004   0.000000000E+000
   0.26314584719577816E-007  -0.628941962E-005   0.000000000E+000
   0.26345398050631186E-007   0.172501150E-004   0.000000000E+000
   0.26376211381684556E-007   0.176521989E-004   0.000000000E+000
   0.26407024712737925E-007   0.646501576E-006   0.000000000E+000
   0.26437838043791295E-007  -0.969620123E-005   0.000000000E+000
   0.26468651374844665E-007  -0.747059266E-005   0.000000000E+000
   0.26499464705898035E-007  -0.445847672E-005   0.000000000E+000
   0.26530278036951405E-007  -0.341407986E-005   0.000000000E+000
   0.26561091368004774E-007   0.400592080E-005   0.000000000E+000
   0.26591904699058144E-007   0.144592614E-004   0.000000000E+000
   0.26622718030111514E-007   0.114274890E-004   0.000000000E+000
   0.26653531361164884E-007  -0.749912670E-005   0.000000000E+000
   0.26684344692218254E-007  -0.207757948E-004   0.000000000E+000
   0.26715158023271623E-007  -0.111072031E-004   0.000000000E+000
   0.26745971354324993E-007   0.100021525E-004   0.000000000E+000
   0.26776784685378363E-007   0.183658285E-004   0.000000000E+000
   0.26807598016431733E-007   0.831104990E-005   0.000000000E+000
   0.26838411347485103E-007  -0.559117962E-005   0.000000000E+000
   0.26869224678538473E-007  -0.114190589E-004   0.000000000E+000
   0.26900038009591842E-007  -0.968073437E-005   0.000000000E+000
   0.26930851340645212E-007  -0.315480247E-005   0.000000000E+000
   0.26961664671698582E-007   0.722498771E-005   0.000000000E+000
   0.26992478002751952E-007   0.146108860E-004   0.000000000E+000
   0.27023291333805322E-007   0.893132074E-005   0.000000000E+000
   0.27054104664858691E-007  -0.717364765E-005   0.000000000E+000
   0.27084917995912061E-007  -0.166550126E-004   0.000000000E+000
   0.27115731326965431E-007  -0.907190679E-005   0.000000000E+000
   0.27146544658018801E-007   0.588796411E-005   0.000000000E+000
   0.27177357989072171E-007   0.125878905E-004   0.000000000E+000
   0.27208171320125540E-007   0.834826824E-005   0.000000000E+000
   0.27238984651178910E-007   0.457007445E-006   0.000000000E+000
   0.27269797982232280E-007  -0.685275381E-005   0.000000000E+000
   0.27300611313285650E-007  -0.117441323E-004   0.000000000E+000
   0.27331424644339020E-007  -0.824754716E-005   0.000000000E+000
   0.27362237975392389E-007   0.572729459E-005   0.000000000E+000
   0.27393051306445759E-007   0.172100499E-004   0.000000000E+000
   0.27423864637499129E-007   0.104239289E-004   0.000000000E+000
   0.27454677968552499E-007  -0.897864720E-005   0.000000000E+000
   0.27485491299605869E-007  -0.174554407E-004   0.000000000E+000
   0.27516304630659238E-007  -0.556400209E-005   0.000000000E+000
   0.27547117961712608E-007   0.918784281E-005   0.000000000E+000
   0.27577931292765978E-007   0.927074962E-005   0.000000000E+000
   0.27608744623819348E-007   0.110082783E-005   0.000000000E+000
   0.27639557954872718E-007  -0.829330020E-006   0.000000000E+000
   0.27670371285926088E-007   0.621091999E-006   0.000000000E+000
   0.27701184616979457E-007  -0.517602666E-005   0.000000000E+000
   0.27731997948032827E-007  -0.113230326E-004   0.000000000E+000
   0.27762811279086197E-007  -0.195852499E-005   0.000000000E+000
   0.27793624610139567E-007   0.159725714E-004   0.000000000E+000
   0.27824437941192937E-007   0.158992971E-004   0.000000000E+000
   0.27855251272246306E-007  -0.684923543E-005   0.000000000E+000
   0.27886064603299676E-007  -0.220331385E-004   0.000000000E+000
   0.27916877934353046E-007  -0.776614525E-005   0.000000000E+000
   0.27947691265406416E-007   0.151922059E-004   0.000000000E+000
   0.27978504596459786E-007   0.145872473E-004   0.000000000E+000
   0.28009317927513155E-007  -0.450490916E-005   0.000000000E+000
   0.28040131258566525E-007  -0.109061930E-004   0.000000000E+000
   0.28070944589619895E-007   0.124512735E-005   0.000000000E+000
   0.28101757920673265E-007   0.628401722E-005   0.000000000E+000
   0.28132571251726635E-007  -0.553206337E-005   0.000000000E+000
   0.28163384582780004E-007  -0.993526919E-005   0.000000000E+000
   0.28194197913833374E-007   0.712045403E-005   0.000000000E+000
   0.28225011244886744E-007   0.194371387E-004   0.000000000E+000
   0.28255824575940114E-007   0.171530519E-005   0.000000000E+000
   0.28286637906993484E-007  -0.235528914E-004   0.000000000E+000
   0.28317451238046853E-007  -0.165544807E-004   0.000000000E+000
   0.28348264569100223E-007   0.153771980E-004   0.000000000E+000
   0.28379077900153593E-007   0.253856924E-004   0.000000000E+000
   0.28409891231206963E-007  -0.598136467E-006   0.000000000E+000
   0.28440704562260333E-007  -0.221200644E-004   0.000000000E+000
   0.28471517893313703E-007  -0.880709013E-005   0.000000000E+000
   0.28502331224367072E-007   0.134023030E-004   0.000000000E+000
   0.28533144555420442E-007   0.838625965E-005   0.000000000E+000
   0.28563957886473812E-007  -0.103857165E-004   0.000000000E+000
   0.28594771217527182E-007  -0.621393792E-005   0.000000000E+000
   0.28625584548580552E-007   0.147644287E-004   0.000000000E+000
   0.28656397879633921E-007   0.123866994E-004   0.000000000E+000
   0.28687211210687291E-007  -0.162344350E-004   0.000000000E+000
   0.28718024541740661E-007  -0.253053549E-004   0.000000000E+000
   0.28748837872794031E-007   0.545508738E-005   0.000000000E+000
   0.28779651203847401E-007   0.321908010E-004   0.000000000E+000
   0.28810464534900770E-007   0.130302997E-004   0.000000000E+000
   0.28841277865954140E-007  -0.244067032E-004   0.000000000E+000
   0.28872091197007510E-007  -0.248706874E-004   0.000000000E+000
   0.28902904528060880E-007   0.870744225E-005   0.000000000E+000
   0.28933717859114250E-007   0.229558536E-004   0.000000000E+000
   0.28964531190167619E-007   0.607697075E-006   0.000000000E+000
   0.28995344521220989E-007  -0.159780448E-004   0.000000000E+000
   0.29026157852274359E-007   0.493602784E-006   0.000000000E+000
   0.29056971183327729E-007   0.167812868E-004   0.000000000E+000
   0.29087784514381099E-007  -0.100525176E-005   0.000000000E+000
   0.29118597845434468E-007  -0.250231788E-004   0.000000000E+000
   0.29149411176487838E-007  -0.998616542E-005   0.000000000E+000
   0.29180224507541208E-007   0.269828561E-004   0.000000000E+000
   0.29211037838594578E-007   0.276209848E-004   0.000000000E+000
   0.29241851169647948E-007  -0.135332612E-004   0.000000000E+000
   0.29272664500701318E-007  -0.360308768E-004   0.000000000E+000
   0.29303477831754687E-007  -0.699501652E-005   0.000000000E+000
   0.29334291162808057E-007   0.280107215E-004   0.000000000E+000
   0.29365104493861427E-007   0.183079683E-004   0.000000000E+000
   0.29395917824914797E-007  -0.140941593E-004   0.000000000E+000
   0.29426731155968167E-007  -0.161057305E-004   0.000000000E+000
   0.29457544487021536E-007   0.890849151E-005   0.000000000E+000
   0.29488357818074906E-007   0.125114602E-004   0.000000000E+000
   0.29519171149128276E-007  -0.125024399E-004   0.000000000E+000
   0.29549984480181646E-007  -0.191793897E-004   0.000000000E+000
   0.29580797811235016E-007   0.110398105E-004   0.000000000E+000
   0.29611611142288385E-007   0.312236807E-004   0.000000000E+000
   0.29642424473341755E-007   0.405723404E-005   0.000000000E+000
   0.29673237804395125E-007  -0.331093070E-004   0.000000000E+000
   0.29704051135448495E-007  -0.236600717E-004   0.000000000E+000
   0.29734864466501865E-007   0.188391350E-004   0.000000000E+000
   0.29765677797555234E-007   0.315042307E-004   0.000000000E+000
   0.29796491128608604E-007  -0.180516508E-006   0.000000000E+000
   0.29827304459661974E-007  -0.241411963E-004   0.000000000E+000
   0.29858117790715344E-007  -0.772707062E-005   0.000000000E+000
   0.29888931121768714E-007   0.145427002E-004   0.000000000E+000
   0.29919744452822084E-007   0.472652573E-005   0.000000000E+000
   0.29950557783875453E-007  -0.149802690E-004   0.000000000E+000
