t              AirBox.fdtd_Point probe B_Ex_50_50_13.dat       incid
   0.13650305656642825E-007   0.515596417E-003   0.000000000E+000
   0.13681118987696195E-007   0.163205172E-003   0.000000000E+000
   0.13711932318749565E-007  -0.334886514E-003   0.000000000E+000
   0.13742745649802934E-007  -0.529197976E-003   0.000000000E+000
   0.13773558980856304E-007  -0.255729043E-003   0.000000000E+000
   0.13804372311909674E-007   0.240536901E-003   0.000000000E+000
   0.13835185642963044E-007   0.541527173E-003   0.000000000E+000
   0.13865998974016414E-007   0.407995132E-003   0.000000000E+000
   0.13896812305069783E-007  -0.428710773E-004   0.000000000E+000
   0.13927625636123153E-007  -0.440788048E-003   0.000000000E+000
   0.13958438967176523E-007  -0.453109911E-003   0.000000000E+000
   0.13989252298229893E-007  -0.580509659E-004   0.000000000E+000
   0.14020065629283263E-007   0.413593370E-003   0.000000000E+000
   0.14050878960336632E-007   0.542107271E-003   0.000000000E+000
   0.14081692291390002E-007   0.195191795E-003   0.000000000E+000
   0.14112505622443372E-007  -0.333006872E-003   0.000000000E+000
   0.14143318953496742E-007  -0.581508968E-003   0.000000000E+000
   0.14174132284550112E-007  -0.343365071E-003   0.000000000E+000
   0.14204945615603481E-007   0.160669151E-003   0.000000000E+000
   0.14235758946656851E-007   0.502844225E-003   0.000000000E+000
   0.14266572277710221E-007   0.421473407E-003   0.000000000E+000
   0.14297385608763591E-007   0.902495231E-005   0.000000000E+000
   0.14328198939816961E-007  -0.394800445E-003   0.000000000E+000
   0.14359012270870330E-007  -0.472303742E-003   0.000000000E+000
   0.14389825601923700E-007  -0.163010671E-003   0.000000000E+000
   0.14420638932977070E-007   0.282359426E-003   0.000000000E+000
   0.14451452264030440E-007   0.487379933E-003   0.000000000E+000
   0.14482265595083810E-007   0.269378594E-003   0.000000000E+000
   0.14513078926137180E-007  -0.178447546E-003   0.000000000E+000
   0.14543892257190549E-007  -0.450032676E-003   0.000000000E+000
   0.14574705588243919E-007  -0.308518938E-003   0.000000000E+000
   0.14605518919297289E-007   0.940292666E-004   0.000000000E+000
   0.14636332250350659E-007   0.381342164E-003   0.000000000E+000
   0.14667145581404029E-007   0.313996017E-003   0.000000000E+000
   0.14697958912457398E-007  -0.191816362E-004   0.000000000E+000
   0.14728772243510768E-007  -0.319973100E-003   0.000000000E+000
   0.14759585574564138E-007  -0.342792337E-003   0.000000000E+000
   0.14790398905617508E-007  -0.724139973E-004   0.000000000E+000
   0.14821212236670878E-007   0.274696940E-003   0.000000000E+000
   0.14852025567724247E-007   0.405443716E-003   0.000000000E+000
   0.14882838898777617E-007   0.182184405E-003   0.000000000E+000
   0.14913652229830987E-007  -0.229073266E-003   0.000000000E+000
   0.14944465560884357E-007  -0.465234800E-003   0.000000000E+000
   0.14975278891937727E-007  -0.292347773E-003   0.000000000E+000
   0.15006092222991096E-007   0.151600398E-003   0.000000000E+000
   0.15036905554044466E-007   0.470702566E-003   0.000000000E+000
   0.15067718885097836E-007   0.384966523E-003   0.000000000E+000
   0.15098532216151206E-007  -0.191615836E-004   0.000000000E+000
   0.15129345547204576E-007  -0.395407551E-003   0.000000000E+000
   0.15160158878257946E-007  -0.451212341E-003   0.000000000E+000
   0.15190972209311315E-007  -0.161294505E-003   0.000000000E+000
   0.15221785540364685E-007   0.249654724E-003   0.000000000E+000
   0.15252598871418055E-007   0.476578192E-003   0.000000000E+000
   0.15283412202471425E-007   0.338898273E-003   0.000000000E+000
   0.15314225533524795E-007  -0.754594803E-004   0.000000000E+000
   0.15345038864578164E-007  -0.441666925E-003   0.000000000E+000
   0.15375852195631534E-007  -0.448033970E-003   0.000000000E+000
   0.15406665526684904E-007  -0.835615792E-004   0.000000000E+000
   0.15437478857738274E-007   0.333456526E-003   0.000000000E+000
   0.15468292188791644E-007   0.449667801E-003   0.000000000E+000
   0.15499105519845013E-007   0.199217349E-003   0.000000000E+000
   0.15529918850898383E-007  -0.171642896E-003   0.000000000E+000
   0.15560732181951753E-007  -0.362519524E-003   0.000000000E+000
   0.15591545513005123E-007  -0.264958013E-003   0.000000000E+000
   0.15622358844058493E-007   0.666501001E-005   0.000000000E+000
   0.15653172175111862E-007   0.242959519E-003   0.000000000E+000
   0.15683985506165232E-007   0.281793997E-003   0.000000000E+000
   0.15714798837218602E-007   0.103442901E-003   0.000000000E+000
   0.15745612168271972E-007  -0.146580336E-003   0.000000000E+000
   0.15776425499325342E-007  -0.255746651E-003   0.000000000E+000
   0.15807238830378711E-007  -0.132410583E-003   0.000000000E+000
   0.15838052161432081E-007   0.940938044E-004   0.000000000E+000
   0.15868865492485451E-007   0.199574017E-003   0.000000000E+000
   0.15899678823538821E-007   0.991205015E-004   0.000000000E+000
   0.15930492154592191E-007  -0.768402824E-004   0.000000000E+000
   0.15961305485645561E-007  -0.143975078E-003   0.000000000E+000
   0.15992118816698930E-007  -0.580052802E-004   0.000000000E+000
   0.16022932147752300E-007   0.724710044E-004   0.000000000E+000
   0.16053745478805670E-007   0.122794881E-003   0.000000000E+000
   0.16084558809859040E-007   0.588715557E-004   0.000000000E+000
   0.16115372140912410E-007  -0.643684834E-004   0.000000000E+000
   0.16146185471965779E-007  -0.151914574E-003   0.000000000E+000
   0.16176998803019149E-007  -0.119468699E-003   0.000000000E+000
   0.16207812134072519E-007   0.396626929E-004   0.000000000E+000
   0.16238625465125889E-007   0.208416226E-003   0.000000000E+000
   0.16269438796179259E-007   0.216295914E-003   0.000000000E+000
   0.16300252127232628E-007   0.123898499E-004   0.000000000E+000
   0.16331065458285998E-007  -0.243225106E-003   0.000000000E+000
   0.16361878789339368E-007  -0.310040225E-003   0.000000000E+000
   0.16392692120392738E-007  -0.104663806E-003   0.000000000E+000
   0.16423505451446108E-007   0.208912039E-003   0.000000000E+000
   0.16454318782499477E-007   0.367276458E-003   0.000000000E+000
   0.16485132113552847E-007   0.234625637E-003   0.000000000E+000
   0.16515945444606217E-007  -0.946232321E-004   0.000000000E+000
   0.16546758775659587E-007  -0.372209761E-003   0.000000000E+000
   0.16577572106712957E-007  -0.374555209E-003   0.000000000E+000
   0.16608385437766326E-007  -0.729555031E-004   0.000000000E+000
   0.16639198768819696E-007   0.315968442E-003   0.000000000E+000
   0.16670012099873066E-007   0.473442080E-003   0.000000000E+000
   0.16700825430926436E-007   0.245358126E-003   0.000000000E+000
   0.16731638761979806E-007  -0.197244488E-003   0.000000000E+000
   0.16762452093033176E-007  -0.486750505E-003   0.000000000E+000
   0.16793265424086545E-007  -0.381352031E-003   0.000000000E+000
   0.16824078755139915E-007   0.252231839E-004   0.000000000E+000
   0.16854892086193285E-007   0.399360753E-003   0.000000000E+000
   0.16885705417246655E-007   0.455064728E-003   0.000000000E+000
   0.16916518748300025E-007   0.167285150E-003   0.000000000E+000
   0.16947332079353394E-007  -0.236461376E-003   0.000000000E+000
   0.16978145410406764E-007  -0.456263893E-003   0.000000000E+000
   0.17008958741460134E-007  -0.331975287E-003   0.000000000E+000
   0.17039772072513504E-007   0.423197635E-004   0.000000000E+000
   0.17070585403566874E-007   0.380922866E-003   0.000000000E+000
   0.17101398734620243E-007   0.422128593E-003   0.000000000E+000
   0.17132212065673613E-007   0.139004784E-003   0.000000000E+000
   0.17163025396726983E-007  -0.239094486E-003   0.000000000E+000
   0.17193838727780353E-007  -0.419473625E-003   0.000000000E+000
   0.17224652058833723E-007  -0.279257540E-003   0.000000000E+000
   0.17255465389887092E-007   0.579575135E-004   0.000000000E+000
   0.17286278720940462E-007   0.336848927E-003   0.000000000E+000
   0.17317092051993832E-007   0.359509228E-003   0.000000000E+000
   0.17347905383047202E-007   0.116373965E-003   0.000000000E+000
   0.17378718714100572E-007  -0.209686696E-003   0.000000000E+000
   0.17409532045153941E-007  -0.370391703E-003   0.000000000E+000
   0.17440345376207311E-007  -0.240688722E-003   0.000000000E+000
   0.17471158707260681E-007   0.723831618E-004   0.000000000E+000
   0.17501972038314051E-007   0.312045857E-003   0.000000000E+000
   0.17532785369367421E-007   0.291003787E-003   0.000000000E+000
   0.17563598700420791E-007   0.477465801E-004   0.000000000E+000
   0.17594412031474160E-007  -0.204687647E-003   0.000000000E+000
   0.17625225362527530E-007  -0.273641577E-003   0.000000000E+000
   0.17656038693580900E-007  -0.134200571E-003   0.000000000E+000
   0.17686852024634270E-007   0.829788623E-004   0.000000000E+000
   0.17717665355687640E-007   0.213244930E-003   0.000000000E+000
   0.17748478686741009E-007   0.174669825E-003   0.000000000E+000
   0.17779292017794379E-007   0.125492370E-004   0.000000000E+000
   0.17810105348847749E-007  -0.140077522E-003   0.000000000E+000
   0.17840918679901119E-007  -0.165065925E-003   0.000000000E+000
   0.17871732010954489E-007  -0.574854203E-004   0.000000000E+000
   0.17902545342007858E-007   0.729868771E-004   0.000000000E+000
   0.17933358673061228E-007   0.112453476E-003   0.000000000E+000
   0.17964172004114598E-007   0.520254689E-004   0.000000000E+000
   0.17994985335167968E-007  -0.240197114E-004   0.000000000E+000
   0.18025798666221338E-007  -0.448326682E-004   0.000000000E+000
   0.18056611997274707E-007  -0.190452429E-004   0.000000000E+000
   0.18087425328328077E-007   0.294049460E-005   0.000000000E+000
   0.18118238659381447E-007  -0.282327392E-005   0.000000000E+000
   0.18149051990434817E-007  -0.196431120E-004   0.000000000E+000
   0.18179865321488187E-007  -0.205980905E-004   0.000000000E+000
   0.18210678652541556E-007   0.673977593E-005   0.000000000E+000
   0.18241491983594926E-007   0.504424534E-004   0.000000000E+000
   0.18272305314648296E-007   0.716115028E-004   0.000000000E+000
   0.18303118645701666E-007   0.292634977E-004   0.000000000E+000
   0.18333931976755036E-007  -0.657448109E-004   0.000000000E+000
   0.18364745307808406E-007  -0.131969558E-003   0.000000000E+000
   0.18395558638861775E-007  -0.873307872E-004   0.000000000E+000
   0.18426371969915145E-007   0.523200433E-004   0.000000000E+000
   0.18457185300968515E-007   0.167837163E-003   0.000000000E+000
   0.18487998632021885E-007   0.147847648E-003   0.000000000E+000
   0.18518811963075255E-007  -0.794883817E-006   0.000000000E+000
   0.18549625294128624E-007  -0.158773808E-003   0.000000000E+000
   0.18580438625181994E-007  -0.199493574E-003   0.000000000E+000
   0.18611251956235364E-007  -0.869935611E-004   0.000000000E+000
   0.18642065287288734E-007   0.102768492E-003   0.000000000E+000
   0.18672878618342104E-007   0.231495957E-003   0.000000000E+000
   0.18703691949395473E-007   0.188799051E-003   0.000000000E+000
   0.18734505280448843E-007  -0.159106567E-004   0.000000000E+000
   0.18765318611502213E-007  -0.231881480E-003   0.000000000E+000
   0.18796131942555583E-007  -0.272511097E-003   0.000000000E+000
   0.18826945273608953E-007  -0.846677576E-004   0.000000000E+000
   0.18857758604662322E-007   0.184292847E-003   0.000000000E+000
   0.18888571935715692E-007   0.309190305E-003   0.000000000E+000
   0.18919385266769062E-007   0.186288438E-003   0.000000000E+000
   0.18950198597822432E-007  -0.839990098E-004   0.000000000E+000
   0.18981011928875802E-007  -0.291490578E-003   0.000000000E+000
   0.19011825259929171E-007  -0.280463923E-003   0.000000000E+000
   0.19042638590982541E-007  -0.542834168E-004   0.000000000E+000
   0.19073451922035911E-007   0.227361161E-003   0.000000000E+000
   0.19104265253089281E-007   0.348946196E-003   0.000000000E+000
   0.19135078584142651E-007   0.196258348E-003   0.000000000E+000
   0.19165891915196021E-007  -0.130436281E-003   0.000000000E+000
   0.19196705246249390E-007  -0.368655368E-003   0.000000000E+000
   0.19227518577302760E-007  -0.309491588E-003   0.000000000E+000
   0.19258331908356130E-007   0.792456558E-005   0.000000000E+000
   0.19289145239409500E-007   0.321260508E-003   0.000000000E+000
   0.19319958570462870E-007   0.374316005E-003   0.000000000E+000
   0.19350771901516239E-007   0.131166147E-003   0.000000000E+000
   0.19381585232569609E-007  -0.210951388E-003   0.000000000E+000
   0.19412398563622979E-007  -0.389714900E-003   0.000000000E+000
   0.19443211894676349E-007  -0.270659279E-003   0.000000000E+000
   0.19474025225729719E-007   0.622399384E-004   0.000000000E+000
   0.19504838556783088E-007   0.359495782E-003   0.000000000E+000
   0.19535651887836458E-007   0.380213867E-003   0.000000000E+000
   0.19566465218889828E-007   0.893805700E-004   0.000000000E+000
   0.19597278549943198E-007  -0.285779097E-003   0.000000000E+000
   0.19628091880996568E-007  -0.430769665E-003   0.000000000E+000
   0.19658905212049937E-007  -0.220182439E-003   0.000000000E+000
   0.19689718543103307E-007   0.167067687E-003   0.000000000E+000
   0.19720531874156677E-007   0.409527827E-003   0.000000000E+000
   0.19751345205210047E-007   0.320240884E-003   0.000000000E+000
   0.19782158536263417E-007  -0.155133603E-004   0.000000000E+000
   0.19812971867316787E-007  -0.331020914E-003   0.000000000E+000
   0.19843785198370156E-007  -0.387070701E-003   0.000000000E+000
   0.19874598529423526E-007  -0.140960794E-003   0.000000000E+000
   0.19905411860476896E-007   0.220788876E-003   0.000000000E+000
   0.19936225191530266E-007   0.410778681E-003   0.000000000E+000
   0.19967038522583636E-007   0.265711104E-003   0.000000000E+000
   0.19997851853637005E-007  -0.101190642E-003   0.000000000E+000
   0.20028665184690375E-007  -0.380352751E-003   0.000000000E+000
   0.20059478515743745E-007  -0.336954254E-003   0.000000000E+000
   0.20090291846797115E-007  -0.203780073E-004   0.000000000E+000
   0.20121105177850485E-007   0.293368008E-003   0.000000000E+000
   0.20151918508903854E-007   0.355171505E-003   0.000000000E+000
   0.20182731839957224E-007   0.138911928E-003   0.000000000E+000
   0.20213545171010594E-007  -0.171116655E-003   0.000000000E+000
   0.20244358502063964E-007  -0.339029473E-003   0.000000000E+000
   0.20275171833117334E-007  -0.241867412E-003   0.000000000E+000
   0.20305985164170703E-007   0.475310371E-004   0.000000000E+000
   0.20336798495224073E-007   0.301335938E-003   0.000000000E+000
   0.20367611826277443E-007   0.304951303E-003   0.000000000E+000
   0.20398425157330813E-007   0.488345977E-004   0.000000000E+000
   0.20429238488384183E-007  -0.242874463E-003   0.000000000E+000
   0.20460051819437552E-007  -0.312991557E-003   0.000000000E+000
   0.20490865150490922E-007  -0.114678493E-003   0.000000000E+000
   0.20521678481544292E-007   0.157933770E-003   0.000000000E+000
   0.20552491812597662E-007   0.272382516E-003   0.000000000E+000
   0.20583305143651032E-007   0.162524666E-003   0.000000000E+000
   0.20614118474704402E-007  -0.558114552E-004   0.000000000E+000
   0.20644931805757771E-007  -0.212912579E-003   0.000000000E+000
   0.20675745136811141E-007  -0.203982738E-003   0.000000000E+000
   0.20706558467864511E-007  -0.384517480E-004   0.000000000E+000
   0.20737371798917881E-007   0.161990378E-003   0.000000000E+000
   0.20768185129971251E-007   0.231197657E-003   0.000000000E+000
   0.20798998461024620E-007   0.965244544E-004   0.000000000E+000
   0.20829811792077990E-007  -0.127406514E-003   0.000000000E+000
   0.20860625123131360E-007  -0.228564604E-003   0.000000000E+000
   0.20891438454184730E-007  -0.113338843E-003   0.000000000E+000
   0.20922251785238100E-007   0.936163269E-004   0.000000000E+000
   0.20953065116291469E-007   0.190114661E-003   0.000000000E+000
   0.20983878447344839E-007   0.108225220E-003   0.000000000E+000
   0.21014691778398209E-007  -0.464776458E-004   0.000000000E+000
   0.21045505109451579E-007  -0.135369075E-003   0.000000000E+000
   0.21076318440504949E-007  -0.110589237E-003   0.000000000E+000
   0.21107131771558318E-007  -0.109541506E-004   0.000000000E+000
   0.21137945102611688E-007   0.938569647E-004   0.000000000E+000
   0.21168758433665058E-007   0.130549539E-003   0.000000000E+000
   0.21199571764718428E-007   0.556603700E-004   0.000000000E+000
   0.21230385095771798E-007  -0.835818282E-004   0.000000000E+000
   0.21261198426825167E-007  -0.154878115E-003   0.000000000E+000
   0.21292011757878537E-007  -0.707650179E-004   0.000000000E+000
   0.21322825088931907E-007   0.921312167E-004   0.000000000E+000
   0.21353638419985277E-007   0.160381198E-003   0.000000000E+000
   0.21384451751038647E-007   0.617179467E-004   0.000000000E+000
   0.21415265082092017E-007  -0.923815096E-004   0.000000000E+000
   0.21446078413145386E-007  -0.142724733E-003   0.000000000E+000
   0.21476891744198756E-007  -0.567922980E-004   0.000000000E+000
   0.21507705075252126E-007   0.652388844E-004   0.000000000E+000
   0.21538518406305496E-007   0.118750024E-003   0.000000000E+000
   0.21569331737358866E-007   0.786537566E-004   0.000000000E+000
   0.21600145068412235E-007  -0.190641949E-004   0.000000000E+000
   0.21630958399465605E-007  -0.112404297E-003   0.000000000E+000
   0.21661771730518975E-007  -0.127000618E-003   0.000000000E+000
   0.21692585061572345E-007  -0.243859104E-004   0.000000000E+000
   0.21723398392625715E-007   0.126535233E-003   0.000000000E+000
   0.21754211723679084E-007   0.176285612E-003   0.000000000E+000
   0.21785025054732454E-007   0.504458294E-004   0.000000000E+000
   0.21815838385785824E-007  -0.140600590E-003   0.000000000E+000
   0.21846651716839194E-007  -0.202589465E-003   0.000000000E+000
   0.21877465047892564E-007  -0.699511729E-004   0.000000000E+000
   0.21908278378945933E-007   0.125053004E-003   0.000000000E+000
   0.21939091709999303E-007   0.201054238E-003   0.000000000E+000
   0.21969905041052673E-007   0.104400366E-003   0.000000000E+000
   0.22000718372106043E-007  -0.709374217E-004   0.000000000E+000
   0.22031531703159413E-007  -0.188654609E-003   0.000000000E+000
   0.22062345034212782E-007  -0.164798403E-003   0.000000000E+000
   0.22093158365266152E-007  -0.681522943E-005   0.000000000E+000
   0.22123971696319522E-007   0.178644070E-003   0.000000000E+000
   0.22154785027372892E-007   0.234177598E-003   0.000000000E+000
   0.22185598358426262E-007   0.821636495E-004   0.000000000E+000
   0.22216411689479632E-007  -0.166538215E-003   0.000000000E+000
   0.22247225020533001E-007  -0.283115834E-003   0.000000000E+000
   0.22278038351586371E-007  -0.144233578E-003   0.000000000E+000
   0.22308851682639741E-007   0.129964232E-003   0.000000000E+000
   0.22339665013693111E-007   0.289911462E-003   0.000000000E+000
   0.22370478344746481E-007   0.198976981E-003   0.000000000E+000
   0.22401291675799850E-007  -0.542569614E-004   0.000000000E+000
   0.22432105006853220E-007  -0.258514017E-003   0.000000000E+000
   0.22462918337906590E-007  -0.258017535E-003   0.000000000E+000
   0.22493731668959960E-007  -0.535773434E-004   0.000000000E+000
   0.22524545000013330E-007   0.205634555E-003   0.000000000E+000
   0.22555358331066699E-007   0.315064593E-003   0.000000000E+000
   0.22586171662120069E-007   0.164681158E-003   0.000000000E+000
   0.22616984993173439E-007  -0.143699654E-003   0.000000000E+000
   0.22647798324226809E-007  -0.347993569E-003   0.000000000E+000
   0.22678611655280179E-007  -0.254134298E-003   0.000000000E+000
   0.22709424986333548E-007   0.670276058E-004   0.000000000E+000
   0.22740238317386918E-007   0.333226315E-003   0.000000000E+000
   0.22771051648440288E-007   0.313522847E-003   0.000000000E+000
   0.22801864979493658E-007   0.329237664E-004   0.000000000E+000
   0.22832678310547028E-007  -0.268952426E-003   0.000000000E+000
   0.22863491641600397E-007  -0.351135299E-003   0.000000000E+000
   0.22894304972653767E-007  -0.153255198E-003   0.000000000E+000
   0.22925118303707137E-007   0.172300948E-003   0.000000000E+000
   0.22955931634760507E-007   0.370548601E-003   0.000000000E+000
   0.22986744965813877E-007   0.269930984E-003   0.000000000E+000
   0.23017558296867247E-007  -0.666535925E-004   0.000000000E+000
   0.23048371627920616E-007  -0.363206404E-003   0.000000000E+000
   0.23079184958973986E-007  -0.355753989E-003   0.000000000E+000
   0.23109998290027356E-007  -0.396935211E-004   0.000000000E+000
   0.23140811621080726E-007   0.312133954E-003   0.000000000E+000
   0.23171624952134096E-007   0.396285555E-003   0.000000000E+000
   0.23202438283187465E-007   0.148909545E-003   0.000000000E+000
   0.23233251614240835E-007  -0.214838830E-003   0.000000000E+000
   0.23264064945294205E-007  -0.398708158E-003   0.000000000E+000
   0.23294878276347575E-007  -0.261488458E-003   0.000000000E+000
   0.23325691607400945E-007   0.875436817E-004   0.000000000E+000
   0.23356504938454314E-007   0.373926363E-003   0.000000000E+000
   0.23387318269507684E-007   0.360495935E-003   0.000000000E+000
   0.23418131600561054E-007   0.418921991E-004   0.000000000E+000
   0.23448944931614424E-007  -0.324852997E-003   0.000000000E+000
   0.23479758262667794E-007  -0.421929057E-003   0.000000000E+000
   0.23510571593721163E-007  -0.156838942E-003   0.000000000E+000
   0.23541384924774533E-007   0.241733622E-003   0.000000000E+000
   0.23572198255827903E-007   0.429433421E-003   0.000000000E+000
   0.23603011586881273E-007   0.255253195E-003   0.000000000E+000
   0.23633824917934643E-007  -0.121875782E-003   0.000000000E+000
   0.23664638248988012E-007  -0.390191708E-003   0.000000000E+000
   0.23695451580041382E-007  -0.341997133E-003   0.000000000E+000
   0.23726264911094752E-007  -0.202665397E-004   0.000000000E+000
   0.23757078242148122E-007   0.322306121E-003   0.000000000E+000
   0.23787891573201492E-007   0.408430380E-003   0.000000000E+000
   0.23818704904254862E-007   0.154118985E-003   0.000000000E+000
   0.23849518235308231E-007  -0.239810179E-003   0.000000000E+000
   0.23880331566361601E-007  -0.435687485E-003   0.000000000E+000
   0.23911144897414971E-007  -0.256920175E-003   0.000000000E+000
   0.23941958228468341E-007   0.140194461E-003   0.000000000E+000
   0.23972771559521711E-007   0.407302781E-003   0.000000000E+000
   0.24003584890575080E-007   0.324161490E-003   0.000000000E+000
   0.24034398221628450E-007  -0.192863517E-004   0.000000000E+000
   0.24065211552681820E-007  -0.330340379E-003   0.000000000E+000
   0.24096024883735190E-007  -0.368003180E-003   0.000000000E+000
   0.24126838214788560E-007  -0.114763068E-003   0.000000000E+000
   0.24157651545841929E-007   0.229608122E-003   0.000000000E+000
   0.24188464876895299E-007   0.393521332E-003   0.000000000E+000
   0.24219278207948669E-007   0.233909916E-003   0.000000000E+000
   0.24250091539002039E-007  -0.131078399E-003   0.000000000E+000
   0.24280904870055409E-007  -0.391597976E-003   0.000000000E+000
   0.24311718201108778E-007  -0.311846728E-003   0.000000000E+000
   0.24342531532162148E-007   0.396397954E-004   0.000000000E+000
   0.24373344863215518E-007   0.345341978E-003   0.000000000E+000
   0.24404158194268888E-007   0.341238512E-003   0.000000000E+000
   0.24434971525322258E-007   0.539215398E-004   0.000000000E+000
   0.24465784856375627E-007  -0.255366787E-003   0.000000000E+000
   0.24496598187428997E-007  -0.340697938E-003   0.000000000E+000
   0.24527411518482367E-007  -0.156209600E-003   0.000000000E+000
   0.24558224849535737E-007   0.144380931E-003   0.000000000E+000
   0.24589038180589107E-007   0.330796523E-003   0.000000000E+000
   0.24619851511642477E-007   0.251318095E-003   0.000000000E+000
   0.24650664842695846E-007  -0.452426902E-004   0.000000000E+000
   0.24681478173749216E-007  -0.315611018E-003   0.000000000E+000
   0.24712291504802586E-007  -0.313088298E-003   0.000000000E+000
   0.24743104835855956E-007  -0.285379356E-004   0.000000000E+000
   0.24773918166909326E-007   0.277859857E-003   0.000000000E+000
   0.24804731497962695E-007   0.325371162E-003   0.000000000E+000
   0.24835544829016065E-007   0.872066012E-004   0.000000000E+000
   0.24866358160069435E-007  -0.204183947E-003   0.000000000E+000
   0.24897171491122805E-007  -0.301065942E-003   0.000000000E+000
   0.24927984822176175E-007  -0.151872067E-003   0.000000000E+000
   0.24958798153229544E-007   0.102262406E-003   0.000000000E+000
   0.24989611484282914E-007   0.267588010E-003   0.000000000E+000
   0.25020424815336284E-007   0.224500094E-003   0.000000000E+000
   0.25051238146389654E-007  -0.325970177E-005   0.000000000E+000
   0.25082051477443024E-007  -0.243567250E-003   0.000000000E+000
   0.25112864808496393E-007  -0.284145732E-003   0.000000000E+000
   0.25143678139549763E-007  -0.673179020E-004   0.000000000E+000
   0.25174491470603133E-007   0.218730551E-003   0.000000000E+000
   0.25205304801656503E-007   0.302950008E-003   0.000000000E+000
   0.25236118132709873E-007   0.108069813E-003   0.000000000E+000
   0.25266931463763243E-007  -0.170823696E-003   0.000000000E+000
   0.25297744794816612E-007  -0.276967883E-003   0.000000000E+000
   0.25328558125869982E-007  -0.141921948E-003   0.000000000E+000
   0.25359371456923352E-007   0.894748227E-004   0.000000000E+000
   0.25390184787976722E-007   0.227888100E-003   0.000000000E+000
   0.25420998119030092E-007   0.186348014E-003   0.000000000E+000
   0.25451811450083461E-007   0.525190262E-005   0.000000000E+000
   0.25482624781136831E-007  -0.186181278E-003   0.000000000E+000
   0.25513438112190201E-007  -0.235733736E-003   0.000000000E+000
   0.25544251443243571E-007  -0.809495541E-004   0.000000000E+000
   0.25575064774296941E-007   0.159931718E-003   0.000000000E+000
   0.25605878105350310E-007   0.262247398E-003   0.000000000E+000
   0.25636691436403680E-007   0.118213313E-003   0.000000000E+000
   0.25667504767457050E-007  -0.133410227E-003   0.000000000E+000
   0.25698318098510420E-007  -0.247233693E-003   0.000000000E+000
   0.25729131429563790E-007  -0.129532622E-003   0.000000000E+000
   0.25759944760617159E-007   0.846527983E-004   0.000000000E+000
   0.25790758091670529E-007   0.198507711E-003   0.000000000E+000
   0.25821571422723899E-007   0.140765551E-003   0.000000000E+000
   0.25852384753777269E-007  -0.150802662E-004   0.000000000E+000
   0.25883198084830639E-007  -0.147878498E-003   0.000000000E+000
   0.25914011415884008E-007  -0.167091333E-003   0.000000000E+000
   0.25944824746937378E-007  -0.517029475E-004   0.000000000E+000
   0.25975638077990748E-007   0.119361801E-003   0.000000000E+000
   0.26006451409044118E-007   0.195875138E-003   0.000000000E+000
   0.26037264740097488E-007   0.886460111E-004   0.000000000E+000
   0.26068078071150858E-007  -0.112083369E-003   0.000000000E+000
   0.26098891402204227E-007  -0.205224089E-003   0.000000000E+000
   0.26129704733257597E-007  -0.944187195E-004   0.000000000E+000
   0.26160518064310967E-007   0.102029080E-003   0.000000000E+000
   0.26191331395364337E-007   0.185882978E-003   0.000000000E+000
   0.26222144726417707E-007   0.913723052E-004   0.000000000E+000
   0.26252958057471076E-007  -0.715333445E-004   0.000000000E+000
   0.26283771388524446E-007  -0.155463116E-003   0.000000000E+000
   0.26314584719577816E-007  -0.106907071E-003   0.000000000E+000
   0.26345398050631186E-007   0.237399654E-004   0.000000000E+000
   0.26376211381684556E-007   0.138272240E-003   0.000000000E+000
   0.26407024712737925E-007   0.145049315E-003   0.000000000E+000
   0.26437838043791295E-007   0.200553332E-004   0.000000000E+000
   0.26468651374844665E-007  -0.143882804E-003   0.000000000E+000
   0.26499464705898035E-007  -0.188474893E-003   0.000000000E+000
   0.26530278036951405E-007  -0.477522553E-004   0.000000000E+000
   0.26561091368004774E-007   0.154431007E-003   0.000000000E+000
   0.26591904699058144E-007   0.214599626E-003   0.000000000E+000
   0.26622718030111514E-007   0.668389257E-004   0.000000000E+000
   0.26653531361164884E-007  -0.144637088E-003   0.000000000E+000
   0.26684344692218254E-007  -0.219888156E-003   0.000000000E+000
   0.26715158023271623E-007  -0.995635128E-004   0.000000000E+000
   0.26745971354324993E-007   0.101454199E-003   0.000000000E+000
   0.26776784685378363E-007   0.216108063E-003   0.000000000E+000
   0.26807598016431733E-007   0.156211347E-003   0.000000000E+000
   0.26838411347485103E-007  -0.364303560E-004   0.000000000E+000
   0.26869224678538473E-007  -0.216078464E-003   0.000000000E+000
   0.26900038009591842E-007  -0.226100921E-003   0.000000000E+000
   0.26930851340645212E-007  -0.320837280E-004   0.000000000E+000
   0.26961664671698582E-007   0.213417356E-003   0.000000000E+000
   0.26992478002751952E-007   0.282880443E-003   0.000000000E+000
   0.27023291333805322E-007   0.941106555E-004   0.000000000E+000
   0.27054104664858691E-007  -0.189944825E-003   0.000000000E+000
   0.27084917995912061E-007  -0.309377880E-003   0.000000000E+000
   0.27115731326965431E-007  -0.156634589E-003   0.000000000E+000
   0.27146544658018801E-007   0.130037122E-003   0.000000000E+000
   0.27177357989072171E-007   0.304743095E-003   0.000000000E+000
   0.27208171320125540E-007   0.226616423E-003   0.000000000E+000
   0.27238984651178910E-007  -0.390520727E-004   0.000000000E+000
   0.27269797982232280E-007  -0.281037966E-003   0.000000000E+000
