t              AirBox.fdtd_Point probe A_Ez_25_50_13.dat       incid
   0.14913652229830987E-007   0.189473008E-005   0.000000000E+000
   0.14944465560884357E-007  -0.525896940E-005   0.000000000E+000
   0.14975278891937727E-007  -0.114033937E-004   0.000000000E+000
   0.15006092222991096E-007  -0.267999440E-005   0.000000000E+000
   0.15036905554044466E-007   0.114189688E-004   0.000000000E+000
   0.15067718885097836E-007   0.114023042E-004   0.000000000E+000
   0.15098532216151206E-007  -0.102310696E-005   0.000000000E+000
   0.15129345547204576E-007  -0.730029569E-005   0.000000000E+000
   0.15160158878257946E-007  -0.302295894E-005   0.000000000E+000
   0.15190972209311315E-007  -0.118523792E-005   0.000000000E+000
   0.15221785540364685E-007  -0.455936834E-005   0.000000000E+000
   0.15252598871418055E-007  -0.575910235E-007   0.000000000E+000
   0.15283412202471425E-007   0.127809772E-004   0.000000000E+000
   0.15314225533524795E-007   0.129481850E-004   0.000000000E+000
   0.15345038864578164E-007  -0.773441752E-005   0.000000000E+000
   0.15375852195631534E-007  -0.233349183E-004   0.000000000E+000
   0.15406665526684904E-007  -0.884886231E-005   0.000000000E+000
   0.15437478857738274E-007   0.189035090E-004   0.000000000E+000
   0.15468292188791644E-007   0.223943734E-004   0.000000000E+000
   0.15499105519845013E-007  -0.208531674E-005   0.000000000E+000
   0.15529918850898383E-007  -0.203178970E-004   0.000000000E+000
   0.15560732181951753E-007  -0.113660171E-004   0.000000000E+000
   0.15591545513005123E-007   0.653883581E-005   0.000000000E+000
   0.15622358844058493E-007   0.103000903E-004   0.000000000E+000
   0.15653172175111862E-007   0.448077617E-005   0.000000000E+000
   0.15683985506165232E-007   0.249990444E-005   0.000000000E+000
   0.15714798837218602E-007  -0.679983714E-006   0.000000000E+000
   0.15745612168271972E-007  -0.121967896E-004   0.000000000E+000
   0.15776425499325342E-007  -0.156964488E-004   0.000000000E+000
   0.15807238830378711E-007   0.575777267E-005   0.000000000E+000
   0.15838052161432081E-007   0.302714507E-004   0.000000000E+000
   0.15868865492485451E-007   0.181056203E-004   0.000000000E+000
   0.15899678823538821E-007  -0.247424105E-004   0.000000000E+000
   0.15930492154592191E-007  -0.423716992E-004   0.000000000E+000
   0.15961305485645561E-007  -0.527687735E-005   0.000000000E+000
   0.15992118816698930E-007   0.423955862E-004   0.000000000E+000
   0.16022932147752300E-007   0.400336576E-004   0.000000000E+000
   0.16053745478805670E-007  -0.831421130E-005   0.000000000E+000
   0.16084558809859040E-007  -0.440678377E-004   0.000000000E+000
   0.16115372140912410E-007  -0.324172252E-004   0.000000000E+000
   0.16146185471965779E-007   0.546142473E-005   0.000000000E+000
   0.16176998803019149E-007   0.338172540E-004   0.000000000E+000
   0.16207812134072519E-007   0.381808059E-004   0.000000000E+000
   0.16238625465125889E-007   0.159053288E-004   0.000000000E+000
   0.16269438796179259E-007  -0.287214516E-004   0.000000000E+000
   0.16300252127232628E-007  -0.629768401E-004   0.000000000E+000
   0.16331065458285998E-007  -0.384791856E-004   0.000000000E+000
   0.16361878789339368E-007   0.409378335E-004   0.000000000E+000
   0.16392692120392738E-007   0.928512673E-004   0.000000000E+000
   0.16423505451446108E-007   0.446603917E-004   0.000000000E+000
   0.16454318782499477E-007  -0.620039500E-004   0.000000000E+000
   0.16485132113552847E-007  -0.105869367E-003   0.000000000E+000
   0.16515945444606217E-007  -0.337194870E-004   0.000000000E+000
   0.16546758775659587E-007   0.718339870E-004   0.000000000E+000
   0.16577572106712957E-007   0.953614581E-004   0.000000000E+000
   0.16608385437766326E-007   0.231657614E-004   0.000000000E+000
   0.16639198768819696E-007  -0.585564485E-004   0.000000000E+000
   0.16670012099873066E-007  -0.745636935E-004   0.000000000E+000
   0.16700825430926436E-007  -0.278880871E-004   0.000000000E+000
   0.16731638761979806E-007   0.321877305E-004   0.000000000E+000
   0.16762452093033176E-007   0.633357486E-004   0.000000000E+000
   0.16793265424086545E-007   0.455962872E-004   0.000000000E+000
   0.16824078755139915E-007  -0.133715184E-004   0.000000000E+000
   0.16854892086193285E-007  -0.670949667E-004   0.000000000E+000
   0.16885705417246655E-007  -0.576654165E-004   0.000000000E+000
   0.16916518748300025E-007   0.149705847E-004   0.000000000E+000
   0.16947332079353394E-007   0.735984722E-004   0.000000000E+000
   0.16978145410406764E-007   0.490028069E-004   0.000000000E+000
   0.17008958741460134E-007  -0.289092241E-004   0.000000000E+000
   0.17039772072513504E-007  -0.652443923E-004   0.000000000E+000
   0.17070585403566874E-007  -0.222853087E-004   0.000000000E+000
   0.17101398734620243E-007   0.368422589E-004   0.000000000E+000
   0.17132212065673613E-007   0.395482712E-004   0.000000000E+000
   0.17163025396726983E-007  -0.343112333E-005   0.000000000E+000
   0.17193838727780353E-007  -0.280586610E-004   0.000000000E+000
   0.17224652058833723E-007  -0.106145380E-004   0.000000000E+000
   0.17255465389887092E-007   0.126469113E-004   0.000000000E+000
   0.17286278720940462E-007   0.104913843E-004   0.000000000E+000
   0.17317092051993832E-007  -0.348697267E-005   0.000000000E+000
   0.17347905383047202E-007  -0.564040374E-005   0.000000000E+000
   0.17378718714100572E-007  -0.131525212E-006   0.000000000E+000
   0.17409532045153941E-007  -0.105574020E-005   0.000000000E+000
   0.17440345376207311E-007  -0.277152799E-005   0.000000000E+000
   0.17471158707260681E-007   0.568931046E-005   0.000000000E+000
   0.17501972038314051E-007   0.130196040E-004   0.000000000E+000
   0.17532785369367421E-007   0.104129685E-005   0.000000000E+000
   0.17563598700420791E-007  -0.195793582E-004   0.000000000E+000
   0.17594412031474160E-007  -0.180015086E-004   0.000000000E+000
   0.17625225362527530E-007   0.989092405E-005   0.000000000E+000
   0.17656038693580900E-007   0.292950335E-004   0.000000000E+000
   0.17686852024634270E-007   0.129128730E-004   0.000000000E+000
   0.17717665355687640E-007  -0.198086800E-004   0.000000000E+000
   0.17748478686741009E-007  -0.280454660E-004   0.000000000E+000
   0.17779292017794379E-007  -0.362844912E-005   0.000000000E+000
   0.17810105348847749E-007   0.213469539E-004   0.000000000E+000
   0.17840918679901119E-007   0.193915730E-004   0.000000000E+000
   0.17871732010954489E-007  -0.711239409E-006   0.000000000E+000
   0.17902545342007858E-007  -0.137578572E-004   0.000000000E+000
   0.17933358673061228E-007  -0.116078045E-004   0.000000000E+000
   0.17964172004114598E-007  -0.338607879E-005   0.000000000E+000
   0.17994985335167968E-007   0.472122338E-005   0.000000000E+000
   0.18025798666221338E-007   0.118928892E-004   0.000000000E+000
   0.18056611997274707E-007   0.116319079E-004   0.000000000E+000
   0.18087425328328077E-007  -0.202892261E-005   0.000000000E+000
   0.18118238659381447E-007  -0.177125712E-004   0.000000000E+000
   0.18149051990434817E-007  -0.148968120E-004   0.000000000E+000
   0.18179865321488187E-007   0.644912143E-005   0.000000000E+000
   0.18210678652541556E-007   0.209705195E-004   0.000000000E+000
   0.18241491983594926E-007   0.108976092E-004   0.000000000E+000
   0.18272305314648296E-007  -0.999788426E-005   0.000000000E+000
   0.18303118645701666E-007  -0.164681605E-004   0.000000000E+000
   0.18333931976755036E-007  -0.488951900E-005   0.000000000E+000
   0.18364745307808406E-007   0.726115104E-005   0.000000000E+000
   0.18395558638861775E-007   0.823195751E-005   0.000000000E+000
   0.18426371969915145E-007   0.327209409E-005   0.000000000E+000
   0.18457185300968515E-007   0.347414925E-006   0.000000000E+000
   0.18487998632021885E-007  -0.151638471E-005   0.000000000E+000
   0.18518811963075255E-007  -0.534072387E-005   0.000000000E+000
   0.18549625294128624E-007  -0.724352140E-005   0.000000000E+000
   0.18580438625181994E-007  -0.174591241E-005   0.000000000E+000
   0.18611251956235364E-007   0.780703340E-005   0.000000000E+000
   0.18642065287288734E-007   0.110924184E-004   0.000000000E+000
   0.18672878618342104E-007   0.357433464E-005   0.000000000E+000
   0.18703691949395473E-007  -0.730941929E-005   0.000000000E+000
   0.18734505280448843E-007  -0.109894272E-004   0.000000000E+000
   0.18765318611502213E-007  -0.547824993E-005   0.000000000E+000
   0.18796131942555583E-007   0.292405321E-005   0.000000000E+000
   0.18826945273608953E-007   0.852966514E-005   0.000000000E+000
   0.18857758604662322E-007   0.966495736E-005   0.000000000E+000
   0.18888571935715692E-007   0.507390223E-005   0.000000000E+000
   0.18919385266769062E-007  -0.554748431E-005   0.000000000E+000
   0.18950198597822432E-007  -0.156397582E-004   0.000000000E+000
   0.18981011928875802E-007  -0.135703776E-004   0.000000000E+000
   0.19011825259929171E-007   0.371220085E-005   0.000000000E+000
   0.19042638590982541E-007   0.217865345E-004   0.000000000E+000
   0.19073451922035911E-007   0.205856140E-004   0.000000000E+000
   0.19104265253089281E-007  -0.249636832E-005   0.000000000E+000
   0.19135078584142651E-007  -0.256091862E-004   0.000000000E+000
   0.19165891915196021E-007  -0.240023710E-004   0.000000000E+000
   0.19196705246249390E-007   0.176116191E-005   0.000000000E+000
   0.19227518577302760E-007   0.250885150E-004   0.000000000E+000
   0.19258331908356130E-007   0.231809081E-004   0.000000000E+000
   0.19289145239409500E-007   0.127002204E-005   0.000000000E+000
   0.19319958570462870E-007  -0.176466619E-004   0.000000000E+000
   0.19350771901516239E-007  -0.199717742E-004   0.000000000E+000
   0.19381585232569609E-007  -0.938260564E-005   0.000000000E+000
   0.19412398563622979E-007   0.604886918E-005   0.000000000E+000
   0.19443211894676349E-007   0.199627066E-004   0.000000000E+000
   0.19474025225729719E-007   0.219671183E-004   0.000000000E+000
   0.19504838556783088E-007   0.333160460E-005   0.000000000E+000
   0.19535651887836458E-007  -0.244181756E-004   0.000000000E+000
   0.19566465218889828E-007  -0.316716250E-004   0.000000000E+000
   0.19597278549943198E-007  -0.517923218E-005   0.000000000E+000
   0.19628091880996568E-007   0.288138563E-004   0.000000000E+000
   0.19658905212049937E-007   0.322018095E-004   0.000000000E+000
   0.19689718543103307E-007   0.230098885E-005   0.000000000E+000
   0.19720531874156677E-007  -0.254779370E-004   0.000000000E+000
   0.19751345205210047E-007  -0.233531118E-004   0.000000000E+000
   0.19782158536263417E-007  -0.172185537E-005   0.000000000E+000
   0.19812971867316787E-007   0.129528435E-004   0.000000000E+000
   0.19843785198370156E-007   0.132254545E-004   0.000000000E+000
   0.19874598529423526E-007   0.881055166E-005   0.000000000E+000
   0.19905411860476896E-007   0.265435938E-005   0.000000000E+000
   0.19936225191530266E-007  -0.952346818E-005   0.000000000E+000
   0.19967038522583636E-007  -0.197141380E-004   0.000000000E+000
   0.19997851853637005E-007  -0.110677965E-004   0.000000000E+000
   0.20028665184690375E-007   0.133862095E-004   0.000000000E+000
   0.20059478515743745E-007   0.256367639E-004   0.000000000E+000
   0.20090291846797115E-007   0.879898835E-005   0.000000000E+000
   0.20121105177850485E-007  -0.168105089E-004   0.000000000E+000
   0.20151918508903854E-007  -0.201157891E-004   0.000000000E+000
   0.20182731839957224E-007  -0.130344961E-005   0.000000000E+000
   0.20213545171010594E-007   0.123394166E-004   0.000000000E+000
   0.20244358502063964E-007   0.746167370E-005   0.000000000E+000
   0.20275171833117334E-007  -0.117113086E-005   0.000000000E+000
   0.20305985164170703E-007  -0.628031103E-007   0.000000000E+000
   0.20336798495224073E-007   0.230875071E-005   0.000000000E+000
   0.20367611826277443E-007  -0.446018475E-005   0.000000000E+000
   0.20398425157330813E-007  -0.105467680E-004   0.000000000E+000
   0.20429238488384183E-007  -0.199020360E-005   0.000000000E+000
   0.20460051819437552E-007   0.124085755E-004   0.000000000E+000
   0.20490865150490922E-007   0.115444982E-004   0.000000000E+000
   0.20521678481544292E-007  -0.451910819E-005   0.000000000E+000
   0.20552491812597662E-007  -0.130815970E-004   0.000000000E+000
   0.20583305143651032E-007  -0.335962795E-005   0.000000000E+000
   0.20614118474704402E-007   0.804902902E-005   0.000000000E+000
   0.20644931805757771E-007   0.483457097E-005   0.000000000E+000
   0.20675745136811141E-007  -0.423501933E-005   0.000000000E+000
   0.20706558467864511E-007  -0.273373712E-005   0.000000000E+000
   0.20737371798917881E-007   0.523313793E-005   0.000000000E+000
   0.20768185129971251E-007   0.363731715E-005   0.000000000E+000
   0.20798998461024620E-007  -0.631511239E-005   0.000000000E+000
   0.20829811792077990E-007  -0.737918890E-005   0.000000000E+000
   0.20860625123131360E-007   0.391335016E-005   0.000000000E+000
   0.20891438454184730E-007   0.100584803E-004   0.000000000E+000
   0.20922251785238100E-007   0.112343969E-005   0.000000000E+000
   0.20953065116291469E-007  -0.872374585E-005   0.000000000E+000
   0.20983878447344839E-007  -0.451235883E-005   0.000000000E+000
   0.21014691778398209E-007   0.554327016E-005   0.000000000E+000
   0.21045505109451579E-007   0.502698640E-005   0.000000000E+000
   0.21076318440504949E-007  -0.322431242E-005   0.000000000E+000
   0.21107131771558318E-007  -0.375435320E-005   0.000000000E+000
   0.21137945102611688E-007   0.364554853E-005   0.000000000E+000
   0.21168758433665058E-007   0.400947556E-005   0.000000000E+000
   0.21199571764718428E-007  -0.495106087E-005   0.000000000E+000
   0.21230385095771798E-007  -0.696921916E-005   0.000000000E+000
   0.21261198426825167E-007   0.428468093E-005   0.000000000E+000
   0.21292011757878537E-007   0.114034410E-004   0.000000000E+000
   0.21322825088931907E-007   0.920186721E-006   0.000000000E+000
   0.21353638419985277E-007  -0.124480048E-004   0.000000000E+000
   0.21384451751038647E-007  -0.778224785E-005   0.000000000E+000
   0.21415265082092017E-007   0.804770571E-005   0.000000000E+000
   0.21446078413145386E-007   0.110478959E-004   0.000000000E+000
   0.21476891744198756E-007  -0.140787324E-005   0.000000000E+000
   0.21507705075252126E-007  -0.804045158E-005   0.000000000E+000
   0.21538518406305496E-007  -0.326735062E-006   0.000000000E+000
   0.21569331737358866E-007   0.468986218E-005   0.000000000E+000
   0.21600145068412235E-007  -0.323694076E-005   0.000000000E+000
   0.21630958399465605E-007  -0.773191277E-005   0.000000000E+000
   0.21661771730518975E-007   0.462788739E-005   0.000000000E+000
   0.21692585061572345E-007   0.160557574E-004   0.000000000E+000
   0.21723398392625715E-007   0.383962652E-005   0.000000000E+000
   0.21754211723679084E-007  -0.185766967E-004   0.000000000E+000
   0.21785025054732454E-007  -0.172478576E-004   0.000000000E+000
   0.21815838385785824E-007   0.897141945E-005   0.000000000E+000
   0.21846651716839194E-007   0.232158854E-004   0.000000000E+000
   0.21877465047892564E-007   0.591375283E-005   0.000000000E+000
   0.21908278378945933E-007  -0.158691091E-004   0.000000000E+000
   0.21939091709999303E-007  -0.118914113E-004   0.000000000E+000
   0.21969905041052673E-007   0.556809482E-005   0.000000000E+000
   0.22000718372106043E-007   0.670485042E-005   0.000000000E+000
   0.22031531703159413E-007  -0.497962901E-005   0.000000000E+000
   0.22062345034212782E-007  -0.242360261E-005   0.000000000E+000
   0.22093158365266152E-007   0.132048381E-004   0.000000000E+000
   0.22123971696319522E-007   0.109280309E-004   0.000000000E+000
   0.22154785027372892E-007  -0.145870044E-004   0.000000000E+000
