t              AirBox.fdtd_Point probe B_Ez_50_50_13.dat       incid
   0.13527052332429346E-007  -0.340168408E-004   0.000000000E+000
   0.13557865663482715E-007  -0.966744847E-005   0.000000000E+000
   0.13588678994536085E-007   0.157683244E-004   0.000000000E+000
   0.13619492325589455E-007   0.103570101E-004   0.000000000E+000
   0.13650305656642825E-007  -0.334255037E-005   0.000000000E+000
   0.13681118987696195E-007   0.202029651E-005   0.000000000E+000
   0.13711932318749565E-007   0.976055526E-005   0.000000000E+000
   0.13742745649802934E-007  -0.514243402E-005   0.000000000E+000
   0.13773558980856304E-007  -0.232888451E-004   0.000000000E+000
   0.13804372311909674E-007  -0.922473646E-005   0.000000000E+000
   0.13835185642963044E-007   0.235496664E-004   0.000000000E+000
   0.13865998974016414E-007   0.257544434E-004   0.000000000E+000
   0.13896812305069783E-007  -0.947011540E-005   0.000000000E+000
   0.13927625636123153E-007  -0.308867711E-004   0.000000000E+000
   0.13958438967176523E-007  -0.727319457E-005   0.000000000E+000
   0.13989252298229893E-007   0.237489821E-004   0.000000000E+000
   0.14020065629283263E-007   0.156000024E-004   0.000000000E+000
   0.14050878960336632E-007  -0.145833310E-004   0.000000000E+000
   0.14081692291390002E-007  -0.169801642E-004   0.000000000E+000
   0.14112505622443372E-007   0.930837268E-005   0.000000000E+000
   0.14143318953496742E-007   0.182696785E-004   0.000000000E+000
   0.14174132284550112E-007  -0.411414112E-005   0.000000000E+000
   0.14204945615603481E-007  -0.179865965E-004   0.000000000E+000
   0.14235758946656851E-007   0.179590643E-006   0.000000000E+000
   0.14266572277710221E-007   0.169719005E-004   0.000000000E+000
   0.14297385608763591E-007   0.118996286E-005   0.000000000E+000
   0.14328198939816961E-007  -0.195312423E-004   0.000000000E+000
   0.14359012270870330E-007  -0.508728408E-005   0.000000000E+000
   0.14389825601923700E-007   0.243468312E-004   0.000000000E+000
   0.14420638932977070E-007   0.169126652E-004   0.000000000E+000
   0.14451452264030440E-007  -0.223920069E-004   0.000000000E+000
   0.14482265595083810E-007  -0.325356377E-004   0.000000000E+000
   0.14513078926137180E-007   0.667919448E-005   0.000000000E+000
   0.14543892257190549E-007   0.380024067E-004   0.000000000E+000
   0.14574705588243919E-007   0.145568265E-004   0.000000000E+000
   0.14605518919297289E-007  -0.269105840E-004   0.000000000E+000
   0.14636332250350659E-007  -0.252536811E-004   0.000000000E+000
   0.14667145581404029E-007   0.101409496E-004   0.000000000E+000
   0.14697958912457398E-007   0.210704129E-004   0.000000000E+000
   0.14728772243510768E-007  -0.270318560E-005   0.000000000E+000
   0.14759585574564138E-007  -0.134070306E-004   0.000000000E+000
   0.14790398905617508E-007   0.712226392E-005   0.000000000E+000
   0.14821212236670878E-007   0.159836909E-004   0.000000000E+000
   0.14852025567724247E-007  -0.114327995E-004   0.000000000E+000
   0.14882838898777617E-007  -0.303351153E-004   0.000000000E+000
   0.14913652229830987E-007   0.842901500E-006   0.000000000E+000
   0.14944465560884357E-007   0.418287782E-004   0.000000000E+000
   0.14975278891937727E-007   0.255099239E-004   0.000000000E+000
   0.15006092222991096E-007  -0.324324865E-004   0.000000000E+000
   0.15036905554044466E-007  -0.487881334E-004   0.000000000E+000
   0.15067718885097836E-007   0.188472040E-005   0.000000000E+000
   0.15098532216151206E-007   0.471937965E-004   0.000000000E+000
   0.15129345547204576E-007   0.264027803E-004   0.000000000E+000
   0.15160158878257946E-007  -0.222040289E-004   0.000000000E+000
   0.15190972209311315E-007  -0.287432813E-004   0.000000000E+000
   0.15221785540364685E-007   0.148450272E-005   0.000000000E+000
   0.15252598871418055E-007   0.111240224E-004   0.000000000E+000
   0.15283412202471425E-007  -0.706931314E-005   0.000000000E+000
   0.15314225533524795E-007  -0.513981013E-005   0.000000000E+000
   0.15345038864578164E-007   0.249736768E-004   0.000000000E+000
   0.15375852195631534E-007   0.274633003E-004   0.000000000E+000
   0.15406665526684904E-007  -0.203793152E-004   0.000000000E+000
   0.15437478857738274E-007  -0.543025526E-004   0.000000000E+000
   0.15468292188791644E-007  -0.159431584E-004   0.000000000E+000
   0.15499105519845013E-007   0.491387764E-004   0.000000000E+000
   0.15529918850898383E-007   0.514486928E-004   0.000000000E+000
   0.15560732181951753E-007  -0.105795152E-004   0.000000000E+000
   0.15591545513005123E-007  -0.507013501E-004   0.000000000E+000
   0.15622358844058493E-007  -0.234736490E-004   0.000000000E+000
   0.15653172175111862E-007   0.196229103E-004   0.000000000E+000
   0.15683985506165232E-007   0.218332752E-004   0.000000000E+000
   0.15714798837218602E-007   0.205853212E-005   0.000000000E+000
   0.15745612168271972E-007   0.270122064E-005   0.000000000E+000
   0.15776425499325342E-007   0.103199245E-004   0.000000000E+000
   0.15807238830378711E-007  -0.107347942E-004   0.000000000E+000
   0.15838052161432081E-007  -0.378263467E-004   0.000000000E+000
   0.15868865492485451E-007  -0.159625379E-004   0.000000000E+000
   0.15899678823538821E-007   0.417801421E-004   0.000000000E+000
   0.15930492154592191E-007   0.540239344E-004   0.000000000E+000
   0.15961305485645561E-007  -0.808854384E-005   0.000000000E+000
   0.15992118816698930E-007  -0.652993622E-004   0.000000000E+000
   0.16022932147752300E-007  -0.384261111E-004   0.000000000E+000
   0.16053745478805670E-007   0.366104177E-004   0.000000000E+000
   0.16084558809859040E-007   0.602812106E-004   0.000000000E+000
   0.16115372140912410E-007   0.885616100E-005   0.000000000E+000
   0.16146185471965779E-007  -0.429860411E-004   0.000000000E+000
   0.16176998803019149E-007  -0.351343224E-004   0.000000000E+000
   0.16207812134072519E-007   0.595497113E-005   0.000000000E+000
   0.16238625465125889E-007   0.257098891E-004   0.000000000E+000
   0.16269438796179259E-007   0.171684442E-004   0.000000000E+000
   0.16300252127232628E-007   0.435250695E-005   0.000000000E+000
   0.16331065458285998E-007  -0.814923351E-005   0.000000000E+000
   0.16361878789339368E-007  -0.240888221E-004   0.000000000E+000
   0.16392692120392738E-007  -0.222767067E-004   0.000000000E+000
   0.16423505451446108E-007   0.135284117E-004   0.000000000E+000
   0.16454318782499477E-007   0.457820206E-004   0.000000000E+000
   0.16485132113552847E-007   0.213534058E-004   0.000000000E+000
   0.16515945444606217E-007  -0.401243087E-004   0.000000000E+000
   0.16546758775659587E-007  -0.553791324E-004   0.000000000E+000
   0.16577572106712957E-007   0.499953603E-005   0.000000000E+000
   0.16608385437766326E-007   0.632950978E-004   0.000000000E+000
   0.16639198768819696E-007   0.387740802E-004   0.000000000E+000
   0.16670012099873066E-007  -0.367141402E-004   0.000000000E+000
   0.16700825430926436E-007  -0.627372065E-004   0.000000000E+000
   0.16731638761979806E-007  -0.936698416E-005   0.000000000E+000
   0.16762452093033176E-007   0.492782419E-004   0.000000000E+000
   0.16793265424086545E-007   0.434748363E-004   0.000000000E+000
   0.16824078755139915E-007  -0.716677823E-005   0.000000000E+000
   0.16854892086193285E-007  -0.391172398E-004   0.000000000E+000
   0.16885705417246655E-007  -0.292745699E-004   0.000000000E+000
   0.16916518748300025E-007  -0.779855327E-007   0.000000000E+000
   0.16947332079353394E-007   0.259750395E-004   0.000000000E+000
   0.16978145410406764E-007   0.364525877E-004   0.000000000E+000
   0.17008958741460134E-007   0.162630440E-004   0.000000000E+000
   0.17039772072513504E-007  -0.302439566E-004   0.000000000E+000
   0.17070585403566874E-007  -0.560311237E-004   0.000000000E+000
   0.17101398734620243E-007  -0.183586271E-004   0.000000000E+000
   0.17132212065673613E-007   0.498828485E-004   0.000000000E+000
   0.17163025396726983E-007   0.644648026E-004   0.000000000E+000
   0.17193838727780353E-007   0.893967808E-006   0.000000000E+000
   0.17224652058833723E-007  -0.636787954E-004   0.000000000E+000
   0.17255465389887092E-007  -0.497348301E-004   0.000000000E+000
   0.17286278720940462E-007   0.193899396E-004   0.000000000E+000
   0.17317092051993832E-007   0.547964228E-004   0.000000000E+000
   0.17347905383047202E-007   0.230245132E-004   0.000000000E+000
   0.17378718714100572E-007  -0.223768802E-004   0.000000000E+000
   0.17409532045153941E-007  -0.280491859E-004   0.000000000E+000
   0.17440345376207311E-007  -0.622408334E-005   0.000000000E+000
   0.17471158707260681E-007   0.550713412E-005   0.000000000E+000
   0.17501972038314051E-007   0.473222008E-005   0.000000000E+000
   0.17532785369367421E-007   0.965644904E-005   0.000000000E+000
   0.17563598700420791E-007   0.138091946E-004   0.000000000E+000
   0.17594412031474160E-007  -0.148493928E-005   0.000000000E+000
   0.17625225362527530E-007  -0.225325221E-004   0.000000000E+000
   0.17656038693580900E-007  -0.156967326E-004   0.000000000E+000
   0.17686852024634270E-007   0.147892551E-004   0.000000000E+000
   0.17717665355687640E-007   0.244342846E-004   0.000000000E+000
   0.17748478686741009E-007  -0.305244248E-005   0.000000000E+000
   0.17779292017794379E-007  -0.254174174E-004   0.000000000E+000
   0.17810105348847749E-007  -0.614723831E-005   0.000000000E+000
   0.17840918679901119E-007   0.254922816E-004   0.000000000E+000
   0.17871732010954489E-007   0.182772237E-004   0.000000000E+000
   0.17902545342007858E-007  -0.196180990E-004   0.000000000E+000
   0.17933358673061228E-007  -0.317314407E-004   0.000000000E+000
   0.17964172004114598E-007   0.205716788E-006   0.000000000E+000
   0.17994985335167968E-007   0.307205191E-004   0.000000000E+000
   0.18025798666221338E-007   0.211855149E-004   0.000000000E+000
   0.18056611997274707E-007  -0.863961941E-005   0.000000000E+000
   0.18087425328328077E-007  -0.206369878E-004   0.000000000E+000
   0.18118238659381447E-007  -0.127218345E-004   0.000000000E+000
   0.18149051990434817E-007  -0.402721071E-005   0.000000000E+000
   0.18179865321488187E-007   0.501333670E-005   0.000000000E+000
   0.18210678652541556E-007   0.211908391E-004   0.000000000E+000
   0.18241491983594926E-007   0.261967398E-004   0.000000000E+000
   0.18272305314648296E-007  -0.197031477E-005   0.000000000E+000
   0.18303118645701666E-007  -0.406286636E-004   0.000000000E+000
   0.18333931976755036E-007  -0.382788421E-004   0.000000000E+000
   0.18364745307808406E-007   0.120643053E-004   0.000000000E+000
   0.18395558638861775E-007   0.526062613E-004   0.000000000E+000
   0.18426371969915145E-007   0.338989557E-004   0.000000000E+000
   0.18457185300968515E-007  -0.201179864E-004   0.000000000E+000
   0.18487998632021885E-007  -0.467324207E-004   0.000000000E+000
   0.18518811963075255E-007  -0.243895938E-004   0.000000000E+000
   0.18549625294128624E-007   0.129847485E-004   0.000000000E+000
   0.18580438625181994E-007   0.303279867E-004   0.000000000E+000
   0.18611251956235364E-007   0.250038702E-004   0.000000000E+000
   0.18642065287288734E-007   0.661295962E-005   0.000000000E+000
   0.18672878618342104E-007  -0.198952275E-004   0.000000000E+000
   0.18703691949395473E-007  -0.385137319E-004   0.000000000E+000
   0.18734505280448843E-007  -0.228089575E-004   0.000000000E+000
   0.18765318611502213E-007   0.236075448E-004   0.000000000E+000
   0.18796131942555583E-007   0.517292465E-004   0.000000000E+000
   0.18826945273608953E-007   0.232730927E-004   0.000000000E+000
   0.18857758604662322E-007  -0.322655069E-004   0.000000000E+000
   0.18888571935715692E-007  -0.499584858E-004   0.000000000E+000
   0.18919385266769062E-007  -0.129932341E-004   0.000000000E+000
   0.18950198597822432E-007   0.301022046E-004   0.000000000E+000
   0.18981011928875802E-007   0.339504440E-004   0.000000000E+000
   0.19011825259929171E-007   0.782233110E-005   0.000000000E+000
   0.19042638590982541E-007  -0.134447273E-004   0.000000000E+000
   0.19073451922035911E-007  -0.184973942E-004   0.000000000E+000
   0.19104265253089281E-007  -0.160686668E-004   0.000000000E+000
   0.19135078584142651E-007  -0.575485956E-005   0.000000000E+000
   0.19165891915196021E-007   0.158419352E-004   0.000000000E+000
   0.19196705246249390E-007   0.302502795E-004   0.000000000E+000
   0.19227518577302760E-007   0.129472282E-004   0.000000000E+000
   0.19258331908356130E-007  -0.237533932E-004   0.000000000E+000
   0.19289145239409500E-007  -0.355349694E-004   0.000000000E+000
   0.19319958570462870E-007  -0.554674989E-005   0.000000000E+000
   0.19350771901516239E-007   0.284479902E-004   0.000000000E+000
   0.19381585232569609E-007   0.252276859E-004   0.000000000E+000
   0.19412398563622979E-007  -0.451215055E-005   0.000000000E+000
   0.19443211894676349E-007  -0.196113506E-004   0.000000000E+000
   0.19474025225729719E-007  -0.859474767E-005   0.000000000E+000
   0.19504838556783088E-007   0.368546080E-005   0.000000000E+000
   0.19535651887836458E-007   0.250529501E-005   0.000000000E+000
   0.19566465218889828E-007   0.114581701E-005   0.000000000E+000
   0.19597278549943198E-007   0.769318922E-005   0.000000000E+000
   0.19628091880996568E-007   0.729777503E-005   0.000000000E+000
   0.19658905212049937E-007  -0.737843357E-005   0.000000000E+000
   0.19689718543103307E-007  -0.157318573E-004   0.000000000E+000
   0.19720531874156677E-007  -0.147721130E-005   0.000000000E+000
   0.19751345205210047E-007   0.158424664E-004   0.000000000E+000
   0.19782158536263417E-007   0.903385262E-005   0.000000000E+000
   0.19812971867316787E-007  -0.114607465E-004   0.000000000E+000
   0.19843785198370156E-007  -0.124849666E-004   0.000000000E+000
   0.19874598529423526E-007   0.767511847E-005   0.000000000E+000
   0.19905411860476896E-007   0.154548507E-004   0.000000000E+000
   0.19936225191530266E-007  -0.292247205E-005   0.000000000E+000
   0.19967038522583636E-007  -0.179332565E-004   0.000000000E+000
   0.19997851853637005E-007  -0.488545720E-005   0.000000000E+000
   0.20028665184690375E-007   0.154152185E-004   0.000000000E+000
   0.20059478515743745E-007   0.111805148E-004   0.000000000E+000
   0.20090291846797115E-007  -0.836069557E-005   0.000000000E+000
   0.20121105177850485E-007  -0.105073887E-004   0.000000000E+000
   0.20151918508903854E-007   0.474550325E-005   0.000000000E+000
   0.20182731839957224E-007   0.679493724E-005   0.000000000E+000
   0.20213545171010594E-007  -0.900010673E-005   0.000000000E+000
   0.20244358502063964E-007  -0.105847303E-004   0.000000000E+000
   0.20275171833117334E-007   0.127269450E-004   0.000000000E+000
   0.20305985164170703E-007   0.238359135E-004   0.000000000E+000
   0.20336798495224073E-007  -0.329007526E-005   0.000000000E+000
   0.20367611826277443E-007  -0.333193057E-004   0.000000000E+000
   0.20398425157330813E-007  -0.183950378E-004   0.000000000E+000
   0.20429238488384183E-007   0.246835716E-004   0.000000000E+000
   0.20460051819437552E-007   0.347985588E-004   0.000000000E+000
   0.20490865150490922E-007  -0.170038038E-005   0.000000000E+000
   0.20521678481544292E-007  -0.310404430E-004   0.000000000E+000
   0.20552491812597662E-007  -0.152242083E-004   0.000000000E+000
   0.20583305143651032E-007   0.140065349E-004   0.000000000E+000
   0.20614118474704402E-007   0.126749146E-004   0.000000000E+000
   0.20644931805757771E-007  -0.569127769E-005   0.000000000E+000
   0.20675745136811141E-007  -0.185820272E-005   0.000000000E+000
   0.20706558467864511E-007   0.157703398E-004   0.000000000E+000
   0.20737371798917881E-007   0.573308080E-005   0.000000000E+000
   0.20768185129971251E-007  -0.273120786E-004   0.000000000E+000
   0.20798998461024620E-007  -0.288649353E-004   0.000000000E+000
   0.20829811792077990E-007   0.163785771E-004   0.000000000E+000
   0.20860625123131360E-007   0.479743394E-004   0.000000000E+000
   0.20891438454184730E-007   0.161648059E-004   0.000000000E+000
   0.20922251785238100E-007  -0.386666507E-004   0.000000000E+000
   0.20953065116291469E-007  -0.417901792E-004   0.000000000E+000
   0.20983878447344839E-007   0.691573587E-005   0.000000000E+000
   0.21014691778398209E-007   0.373853691E-004   0.000000000E+000
   0.21045505109451579E-007   0.157992999E-004   0.000000000E+000
   0.21076318440504949E-007  -0.142020035E-004   0.000000000E+000
   0.21107131771558318E-007  -0.106195612E-004   0.000000000E+000
   0.21137945102611688E-007   0.418039053E-005   0.000000000E+000
   0.21168758433665058E-007  -0.519154128E-005   0.000000000E+000
   0.21199571764718428E-007  -0.191906838E-004   0.000000000E+000
   0.21230385095771798E-007   0.786927558E-006   0.000000000E+000
   0.21261198426825167E-007   0.352955940E-004   0.000000000E+000
   0.21292011757878537E-007   0.273434543E-004   0.000000000E+000
   0.21322825088931907E-007  -0.236499200E-004   0.000000000E+000
   0.21353638419985277E-007  -0.493212137E-004   0.000000000E+000
   0.21384451751038647E-007  -0.113856004E-004   0.000000000E+000
   0.21415265082092017E-007   0.392079746E-004   0.000000000E+000
   0.21446078413145386E-007   0.363171057E-004   0.000000000E+000
   0.21476891744198756E-007  -0.788224861E-005   0.000000000E+000
   0.21507705075252126E-007  -0.298190607E-004   0.000000000E+000
   0.21538518406305496E-007  -0.108428103E-004   0.000000000E+000
   0.21569331737358866E-007   0.801803435E-005   0.000000000E+000
   0.21600145068412235E-007   0.222414019E-005   0.000000000E+000
   0.21630958399465605E-007  -0.237432960E-005   0.000000000E+000
   0.21661771730518975E-007   0.129710797E-004   0.000000000E+000
   0.21692585061572345E-007   0.197266891E-004   0.000000000E+000
   0.21723398392625715E-007  -0.703961632E-005   0.000000000E+000
   0.21754211723679084E-007  -0.353470095E-004   0.000000000E+000
   0.21785025054732454E-007  -0.192510706E-004   0.000000000E+000
   0.21815838385785824E-007   0.255233244E-004   0.000000000E+000
   0.21846651716839194E-007   0.384872983E-004   0.000000000E+000
   0.21877465047892564E-007   0.287845251E-005   0.000000000E+000
   0.21908278378945933E-007  -0.310758223E-004   0.000000000E+000
   0.21939091709999303E-007  -0.218601708E-004   0.000000000E+000
   0.21969905041052673E-007   0.808723416E-005   0.000000000E+000
   0.22000718372106043E-007   0.163519653E-004   0.000000000E+000
   0.22031531703159413E-007   0.390362038E-005   0.000000000E+000
   0.22062345034212782E-007  -0.442974397E-006   0.000000000E+000
   0.22093158365266152E-007   0.500878286E-005   0.000000000E+000
   0.22123971696319522E-007  -0.197771624E-005   0.000000000E+000
   0.22154785027372892E-007  -0.182877866E-004   0.000000000E+000
   0.22185598358426262E-007  -0.137611823E-004   0.000000000E+000
   0.22216411689479632E-007   0.149154148E-004   0.000000000E+000
   0.22247225020533001E-007   0.290270364E-004   0.000000000E+000
   0.22278038351586371E-007   0.510806603E-005   0.000000000E+000
   0.22308851682639741E-007  -0.255596951E-004   0.000000000E+000
   0.22339665013693111E-007  -0.218726655E-004   0.000000000E+000
   0.22370478344746481E-007   0.705893581E-005   0.000000000E+000
   0.22401291675799850E-007   0.199577644E-004   0.000000000E+000
   0.22432105006853220E-007   0.631260627E-005   0.000000000E+000
   0.22462918337906590E-007  -0.616441321E-005   0.000000000E+000
   0.22493731668959960E-007  -0.255044893E-005   0.000000000E+000
   0.22524545000013330E-007  -0.499171620E-007   0.000000000E+000
   0.22555358331066699E-007  -0.869729956E-005   0.000000000E+000
   0.22586171662120069E-007  -0.944851763E-005   0.000000000E+000
   0.22616984993173439E-007   0.914076645E-005   0.000000000E+000
   0.22647798324226809E-007   0.223111001E-004   0.000000000E+000
   0.22678611655280179E-007   0.540133260E-005   0.000000000E+000
   0.22709424986333548E-007  -0.218044624E-004   0.000000000E+000
   0.22740238317386918E-007  -0.206009045E-004   0.000000000E+000
   0.22771051648440288E-007   0.725739847E-005   0.000000000E+000
   0.22801864979493658E-007   0.218241621E-004   0.000000000E+000
   0.22832678310547028E-007   0.615791942E-005   0.000000000E+000
   0.22863491641600397E-007  -0.114984923E-004   0.000000000E+000
   0.22894304972653767E-007  -0.679630739E-005   0.000000000E+000
   0.22925118303707137E-007   0.440101758E-005   0.000000000E+000
   0.22955931634760507E-007  -0.189188995E-006   0.000000000E+000
   0.22986744965813877E-007  -0.863599962E-005   0.000000000E+000
   0.23017558296867247E-007   0.112456382E-005   0.000000000E+000
   0.23048371627920616E-007   0.167435792E-004   0.000000000E+000
   0.23079184958973986E-007   0.866983919E-005   0.000000000E+000
   0.23109998290027356E-007  -0.165336460E-004   0.000000000E+000
   0.23140811621080726E-007  -0.204436546E-004   0.000000000E+000
   0.23171624952134096E-007   0.580578308E-005   0.000000000E+000
   0.23202438283187465E-007   0.237249060E-004   0.000000000E+000
   0.23233251614240835E-007   0.677302523E-005   0.000000000E+000
   0.23264064945294205E-007  -0.177572601E-004   0.000000000E+000
   0.23294878276347575E-007  -0.128866031E-004   0.000000000E+000
   0.23325691607400945E-007   0.983855716E-005   0.000000000E+000
   0.23356504938454314E-007   0.124747949E-004   0.000000000E+000
   0.23387318269507684E-007  -0.600019666E-005   0.000000000E+000
   0.23418131600561054E-007  -0.111269519E-004   0.000000000E+000
   0.23448944931614424E-007   0.587586419E-005   0.000000000E+000
   0.23479758262667794E-007   0.131003235E-004   0.000000000E+000
   0.23510571593721163E-007  -0.507368350E-005   0.000000000E+000
   0.23541384924774533E-007  -0.179937433E-004   0.000000000E+000
   0.23572198255827903E-007  -0.250403900E-006   0.000000000E+000
   0.23603011586881273E-007   0.216556873E-004   0.000000000E+000
   0.23633824917934643E-007   0.102331524E-004   0.000000000E+000
   0.23664638248988012E-007  -0.192822517E-004   0.000000000E+000
   0.23695451580041382E-007  -0.203882973E-004   0.000000000E+000
   0.23726264911094752E-007   0.962995000E-005   0.000000000E+000
   0.23757078242148122E-007   0.242340629E-004   0.000000000E+000
   0.23787891573201492E-007   0.218841342E-005   0.000000000E+000
   0.23818704904254862E-007  -0.197094978E-004   0.000000000E+000
   0.23849518235308231E-007  -0.839831500E-005   0.000000000E+000
   0.23880331566361601E-007   0.128622751E-004   0.000000000E+000
   0.23911144897414971E-007   0.733471825E-005   0.000000000E+000
   0.23941958228468341E-007  -0.119636261E-004   0.000000000E+000
   0.23972771559521711E-007  -0.684388078E-005   0.000000000E+000
   0.24003584890575080E-007   0.165487836E-004   0.000000000E+000
   0.24034398221628450E-007   0.150262367E-004   0.000000000E+000
   0.24065211552681820E-007  -0.160679574E-004   0.000000000E+000
   0.24096024883735190E-007  -0.281767025E-004   0.000000000E+000
   0.24126838214788560E-007   0.281128814E-005   0.000000000E+000
   0.24157651545841929E-007   0.327730559E-004   0.000000000E+000
   0.24188464876895299E-007   0.160947111E-004   0.000000000E+000
   0.24219278207948669E-007  -0.219990961E-004   0.000000000E+000
   0.24250091539002039E-007  -0.252298451E-004   0.000000000E+000
   0.24280904870055409E-007   0.588838157E-005   0.000000000E+000
   0.24311718201108778E-007   0.198414236E-004   0.000000000E+000
   0.24342531532162148E-007   0.919571903E-007   0.000000000E+000
   0.24373344863215518E-007  -0.126092418E-004   0.000000000E+000
   0.24404158194268888E-007   0.494895176E-005   0.000000000E+000
   0.24434971525322258E-007   0.172708442E-004   0.000000000E+000
   0.24465784856375627E-007  -0.561521665E-005   0.000000000E+000
   0.24496598187428997E-007  -0.295776226E-004   0.000000000E+000
   0.24527411518482367E-007  -0.928617010E-005   0.000000000E+000
   0.24558224849535737E-007   0.314591489E-004   0.000000000E+000
   0.24589038180589107E-007   0.303227971E-004   0.000000000E+000
   0.24619851511642477E-007  -0.145427221E-004   0.000000000E+000
   0.24650664842695846E-007  -0.379048361E-004   0.000000000E+000
   0.24681478173749216E-007  -0.783285577E-005   0.000000000E+000
   0.24712291504802586E-007   0.268845470E-004   0.000000000E+000
   0.24743104835855956E-007   0.167107501E-004   0.000000000E+000
   0.24773918166909326E-007  -0.130558547E-004   0.000000000E+000
   0.24804731497962695E-007  -0.113001070E-004   0.000000000E+000
   0.24835544829016065E-007   0.123628151E-004   0.000000000E+000
   0.24866358160069435E-007   0.896690653E-005   0.000000000E+000
   0.24897171491122805E-007  -0.201121202E-004   0.000000000E+000
   0.24927984822176175E-007  -0.213933727E-004   0.000000000E+000
   0.24958798153229544E-007   0.175212826E-004   0.000000000E+000
   0.24989611484282914E-007   0.381998252E-004   0.000000000E+000
   0.25020424815336284E-007   0.288667070E-005   0.000000000E+000
   0.25051238146389654E-007  -0.396767646E-004   0.000000000E+000
   0.25082051477443024E-007  -0.264437549E-004   0.000000000E+000
   0.25112864808496393E-007   0.218263121E-004   0.000000000E+000
   0.25143678139549763E-007   0.338896934E-004   0.000000000E+000
   0.25174491470603133E-007  -0.148336767E-005   0.000000000E+000
   0.25205304801656503E-007  -0.245633273E-004   0.000000000E+000
   0.25236118132709873E-007  -0.465073572E-005   0.000000000E+000
   0.25266931463763243E-007   0.157524337E-004   0.000000000E+000
   0.25297744794816612E-007  -0.201709554E-006   0.000000000E+000
   0.25328558125869982E-007  -0.200692302E-004   0.000000000E+000
   0.25359371456923352E-007  -0.130896296E-005   0.000000000E+000
   0.25390184787976722E-007   0.297579427E-004   0.000000000E+000
   0.25420998119030092E-007   0.175012119E-004   0.000000000E+000
   0.25451811450083461E-007  -0.271013905E-004   0.000000000E+000
   0.25482624781136831E-007  -0.365021733E-004   0.000000000E+000
   0.25513438112190201E-007   0.702263060E-005   0.000000000E+000
   0.25544251443243571E-007   0.402066726E-004   0.000000000E+000
   0.25575064774296941E-007   0.159152132E-004   0.000000000E+000
   0.25605878105350310E-007  -0.258534728E-004   0.000000000E+000
   0.25636691436403680E-007  -0.242758288E-004   0.000000000E+000
   0.25667504767457050E-007   0.904656554E-005   0.000000000E+000
   0.25698318098510420E-007   0.176498052E-004   0.000000000E+000
   0.25729131429563790E-007  -0.507197547E-005   0.000000000E+000
   0.25759944760617159E-007  -0.120639952E-004   0.000000000E+000
   0.25790758091670529E-007   0.109065522E-004   0.000000000E+000
   0.25821571422723899E-007   0.196088677E-004   0.000000000E+000
   0.25852384753777269E-007  -0.967281449E-005   0.000000000E+000
   0.25883198084830639E-007  -0.328919305E-004   0.000000000E+000
   0.25914011415884008E-007  -0.760094190E-005   0.000000000E+000
   0.25944824746937378E-007   0.334706274E-004   0.000000000E+000
   0.25975638077990748E-007   0.291158576E-004   0.000000000E+000
   0.26006451409044118E-007  -0.150332526E-004   0.000000000E+000
   0.26037264740097488E-007  -0.351823765E-004   0.000000000E+000
   0.26068078071150858E-007  -0.718026604E-005   0.000000000E+000
   0.26098891402204227E-007   0.221841219E-004   0.000000000E+000
   0.26129704733257597E-007   0.136896888E-004   0.000000000E+000
   0.26160518064310967E-007  -0.783941323E-005   0.000000000E+000
   0.26191331395364337E-007  -0.470739724E-005   0.000000000E+000
   0.26222144726417707E-007   0.938976973E-005   0.000000000E+000
   0.26252958057471076E-007  -0.450872903E-007   0.000000000E+000
   0.26283771388524446E-007  -0.213435505E-004   0.000000000E+000
   0.26314584719577816E-007  -0.129934951E-004   0.000000000E+000
   0.26345398050631186E-007   0.220100228E-004   0.000000000E+000
   0.26376211381684556E-007   0.322484557E-004   0.000000000E+000
   0.26407024712737925E-007  -0.221054142E-005   0.000000000E+000
   0.26437838043791295E-007  -0.347070963E-004   0.000000000E+000
   0.26468651374844665E-007  -0.210161106E-004   0.000000000E+000
   0.26499464705898035E-007   0.158858766E-004   0.000000000E+000
   0.26530278036951405E-007   0.250023750E-004   0.000000000E+000
   0.26561091368004774E-007   0.320886102E-005   0.000000000E+000
   0.26591904699058144E-007  -0.106285024E-004   0.000000000E+000
   0.26622718030111514E-007  -0.275750699E-005   0.000000000E+000
   0.26653531361164884E-007   0.114021623E-005   0.000000000E+000
   0.26684344692218254E-007  -0.102075737E-004   0.000000000E+000
   0.26715158023271623E-007  -0.113163260E-004   0.000000000E+000
   0.26745971354324993E-007   0.115172406E-004   0.000000000E+000
   0.26776784685378363E-007   0.276073606E-004   0.000000000E+000
   0.26807598016431733E-007   0.732548506E-005   0.000000000E+000
   0.26838411347485103E-007  -0.262118665E-004   0.000000000E+000
   0.26869224678538473E-007  -0.271796252E-004   0.000000000E+000
   0.26900038009591842E-007   0.501640716E-005   0.000000000E+000
   0.26930851340645212E-007   0.261866699E-004   0.000000000E+000
   0.26961664671698582E-007   0.132327623E-004   0.000000000E+000
   0.26992478002751952E-007  -0.830146746E-005   0.000000000E+000
   0.27023291333805322E-007  -0.106395873E-004   0.000000000E+000
   0.27054104664858691E-007  -0.259113585E-005   0.000000000E+000
   0.27084917995912061E-007  -0.327890893E-005   0.000000000E+000
   0.27115731326965431E-007  -0.574500336E-005   0.000000000E+000
   0.27146544658018801E-007   0.550625282E-005   0.000000000E+000
