t              2d_case.fdtd_Point probe_1_Ez_50_0_80.dat       incid
   0.16603265290404678E-007   0.770194310E-004   0.000000000E+000
   0.16640999984246507E-007   0.775562730E-004   0.000000000E+000
   0.16678734678088336E-007   0.743575220E-004   0.000000000E+000
   0.16716469371930165E-007   0.768420505E-004   0.000000000E+000
   0.16754204065771994E-007   0.842965383E-004   0.000000000E+000
   0.16791938759613823E-007   0.865130205E-004   0.000000000E+000
   0.16829673453455651E-007   0.841214423E-004   0.000000000E+000
   0.16867408147297480E-007   0.847419578E-004   0.000000000E+000
   0.16905142841139309E-007   0.873897370E-004   0.000000000E+000
   0.16942877534981138E-007   0.891175587E-004   0.000000000E+000
   0.16980612228822967E-007   0.922384788E-004   0.000000000E+000
   0.17018346922664795E-007   0.950140529E-004   0.000000000E+000
   0.17056081616506624E-007   0.932879047E-004   0.000000000E+000
   0.17093816310348453E-007   0.917332363E-004   0.000000000E+000
   0.17131551004190282E-007   0.957462544E-004   0.000000000E+000
   0.17169285698032111E-007   0.100110192E-003   0.000000000E+000
   0.17207020391873940E-007   0.997554671E-004   0.000000000E+000
   0.17244755085715768E-007   0.985896695E-004   0.000000000E+000
   0.17282489779557597E-007   0.995713926E-004   0.000000000E+000
   0.17320224473399426E-007   0.100754172E-003   0.000000000E+000
   0.17357959167241255E-007   0.102364262E-003   0.000000000E+000
   0.17395693861083084E-007   0.104891689E-003   0.000000000E+000
   0.17433428554924912E-007   0.105163548E-003   0.000000000E+000
   0.17471163248766741E-007   0.103120721E-003   0.000000000E+000
   0.17508897942608570E-007   0.103413753E-003   0.000000000E+000
   0.17546632636450399E-007   0.106421103E-003   0.000000000E+000
   0.17584367330292228E-007   0.107962056E-003   0.000000000E+000
   0.17622102024134056E-007   0.107269021E-003   0.000000000E+000
   0.17659836717975885E-007   0.106578293E-003   0.000000000E+000
   0.17697571411817714E-007   0.106555235E-003   0.000000000E+000
   0.17735306105659543E-007   0.107283427E-003   0.000000000E+000
   0.17773040799501372E-007   0.108804750E-003   0.000000000E+000
   0.17810775493343201E-007   0.109497691E-003   0.000000000E+000
   0.17848510187185029E-007   0.108410546E-003   0.000000000E+000
   0.17886244881026858E-007   0.107283093E-003   0.000000000E+000
   0.17923979574868687E-007   0.107579239E-003   0.000000000E+000
   0.17961714268710516E-007   0.108663924E-003   0.000000000E+000
   0.17999448962552345E-007   0.109287786E-003   0.000000000E+000
   0.18037183656394173E-007   0.108549728E-003   0.000000000E+000
   0.18074918350236002E-007   0.106940097E-003   0.000000000E+000
   0.18112653044077831E-007   0.106454019E-003   0.000000000E+000
   0.18150387737919660E-007   0.107374006E-003   0.000000000E+000
   0.18188122431761489E-007   0.107604959E-003   0.000000000E+000
   0.18225857125603317E-007   0.106659296E-003   0.000000000E+000
   0.18263591819445146E-007   0.105744475E-003   0.000000000E+000
   0.18301326513286975E-007   0.104713035E-003   0.000000000E+000
   0.18339061207128804E-007   0.103768114E-003   0.000000000E+000
   0.18376795900970633E-007   0.104260114E-003   0.000000000E+000
   0.18414530594812462E-007   0.104653387E-003   0.000000000E+000
   0.18452265288654290E-007   0.102510327E-003   0.000000000E+000
   0.18489999982496119E-007   0.100216312E-003   0.000000000E+000
   0.18527734676337948E-007   0.100486068E-003   0.000000000E+000
   0.18565469370179777E-007   0.100690020E-003   0.000000000E+000
   0.18603204064021606E-007   0.990360859E-004   0.000000000E+000
   0.18640938757863434E-007   0.979338365E-004   0.000000000E+000
   0.18678673451705263E-007   0.972010312E-004   0.000000000E+000
   0.18716408145547092E-007   0.948961751E-004   0.000000000E+000
   0.18754142839388921E-007   0.935897333E-004   0.000000000E+000
   0.18791877533230750E-007   0.946199652E-004   0.000000000E+000
   0.18829612227072579E-007   0.934686250E-004   0.000000000E+000
   0.18867346920914407E-007   0.895592530E-004   0.000000000E+000
   0.18905081614756236E-007   0.882150925E-004   0.000000000E+000
   0.18942816308598065E-007   0.890229203E-004   0.000000000E+000
   0.18980551002439894E-007   0.873806712E-004   0.000000000E+000
   0.19018285696281723E-007   0.849599746E-004   0.000000000E+000
   0.19056020390123551E-007   0.842743539E-004   0.000000000E+000
   0.19093755083965380E-007   0.822193178E-004   0.000000000E+000
   0.19131489777807209E-007   0.790791892E-004   0.000000000E+000
   0.19169224471649038E-007   0.792490246E-004   0.000000000E+000
   0.19206959165490867E-007   0.798331894E-004   0.000000000E+000
   0.19244693859332695E-007   0.758603419E-004   0.000000000E+000
   0.19282428553174524E-007   0.718862429E-004   0.000000000E+000
   0.19320163247016353E-007   0.722140030E-004   0.000000000E+000
   0.19357897940858182E-007   0.719157979E-004   0.000000000E+000
   0.19395632634700011E-007   0.688247455E-004   0.000000000E+000
   0.19433367328541840E-007   0.671576199E-004   0.000000000E+000
   0.19471102022383668E-007   0.658248900E-004   0.000000000E+000
   0.19508836716225497E-007   0.619098646E-004   0.000000000E+000
   0.19546571410067326E-007   0.599393061E-004   0.000000000E+000
   0.19584306103909155E-007   0.614733945E-004   0.000000000E+000
   0.19622040797750984E-007   0.595435013E-004   0.000000000E+000
   0.19659775491592812E-007   0.537861561E-004   0.000000000E+000
   0.19697510185434641E-007   0.516698856E-004   0.000000000E+000
   0.19735244879276470E-007   0.524464267E-004   0.000000000E+000
   0.19772979573118299E-007   0.503972406E-004   0.000000000E+000
   0.19810714266960128E-007   0.475340130E-004   0.000000000E+000
   0.19848448960801957E-007   0.461796008E-004   0.000000000E+000
   0.19886183654643785E-007   0.428186540E-004   0.000000000E+000
   0.19923918348485614E-007   0.389240122E-004   0.000000000E+000
   0.19961653042327443E-007   0.394026465E-004   0.000000000E+000
